A1965010113144200 033 352584 121 1365378 130  5     42J   5212  4139äÚïååßî¸îZíÜêºïî          5K
4311470 011314    2 // ///// ///// N///// E///// Z/////                                         
4320000 011314441 2 // ///// ///// N///// E///// Z/////                                         
4510000 011314473 2 // ///// ///// N///// E///// Z/////                                         
4310370 011314    1 // ///// ///// N///// E///// Z/////                                         
4311170 011314    1 // ///// ///// N///// E///// Z/////                                         
A1965010313264880 024 314105 047 1295910 096 134025044J   5113  7284éFñÄîºìáêºï˚â´            3K
7700200 031326463 3 // ///// ///// N///// E///// Z/////                                         
7700000 031326586 2 // ///// ///// N///// E///// Z/////                                         
7420000 031326463 1 // ///// ///// N///// E///// Z/////                                         
A196501032047     99  2448   99  12517   99   0            8 2      è⁄ç◊ïsñæ                  1N
8040600 032047    2 // ///// ///// N///// E///// Z/////                                         
A1965010416141782 029 340928 066 1350752 144  495255      5711  5190ãIà…êÖìπ                  1S
5500000 041614000 1 // ///// ///// N///// E///// Z/////                                         
A196501050437     99  3422   99  13915   99   0            8 2      è⁄ç◊ïsñæ                  1N
3560170 050437    2 // ///// ///// N///// E///// Z/////                                         
A1965010504395112 019 341980 074 1391501 090  0     43J   5213  3103êVìáÅEê_í√ìáãﬂäC          2K
3560170 050440    3 // ///// ///// N///// E///// Z/////                                         
3570000 050439000 2 // ///// ///// N///// E///// Z/////                                         
A196501050442     99  3422   99  13915   99   0            8 3      è⁄ç◊ïsñæ                  1N
3560170 050442    3 // ///// ///// N///// E///// Z/////                                         
A1965010506221145 043 384524 092 1411751 459 15     42J   5211  2 50ã{èÈåßñkïî                1K
2205271 050622    1 // ///// ///// N///// E///// Z/////                                         
A1965010510263291 019 334163 081 1353914 117  9     42J   5212  5192òaâÃéRåßìÏïî              3K
5510270 051026    2 // ///// ///// N///// E///// Z/////                                         
4620000 051026439 1 // ///// ///// N///// E///// Z/////                                         
5510800 051026383 1 // ///// ///// N///// E///// Z/////                                         
A1965010522014457 023 374712 118 1391069 133 19     44J   5213  4131êVäÉåßâ∫âzínï˚            6K
3724800 052201492 3 // ///// ///// N///// E///// Z/////                                         
3751000 052201580 2 // ///// ///// N///// E///// Z/////                                         
2520000 052201435 1 // ///// ///// N///// E///// Z/////                                         
2520870 052201    1 // ///// ///// N///// E///// Z/////                                         
3700200 052202025 1 // ///// ///// N///// E///// Z/////                                         
3710070 052201    1 // ///// ///// N///// E///// Z/////                                         
A1965010605100753 052 344081 142 1370161 253  0           5711  4162éOâÕòp                    1S
4502300 060510000 1 // ///// ///// N///// E///// Z/////                                         
A196501060520     99  3946   99  14041   99   0            8 2      è⁄ç◊ïsñæ                  1N
2333170 060520    2 // ///// ///// N///// E///// Z/////                                         
