A198901011823500  03  31265  08  131239  17  446 38 30V   1111  7299ëÂã˜îºìáìåï˚â´            1K
7620100 011824000 1 // ///// ///// N///// E///// Z/////                                         
A198901021945598  02  34037  07  139058  08  158 31 50J48V1112  3103êVìáÅEê_í√ìáãﬂäC          2K
3570000 021946000 2 // ///// ///// N///// E///// Z/////                                         
3550000 021946140 1 // ///// ///// N///// E///// Z/////                                         
A198901030041515  02  34048  09  139068  08  21     37V   1211  3103êVìáÅEê_í√ìáãﬂäC          1K
3570000 030041000 1 // ///// ///// N///// E///// Z/////                                         
A198901031341123  03  29320  09  131184  23  687 42 57D55V1112  7296éÌéqìáìÏìåâ´              1K
7620100 031341000 2 // ///// ///// N///// E///// Z/////                                         
A198901031902324  03  35312  07  141085  19  405 35 49J48V1113  3110êÁótåßìåï˚â´              9K
3400000 031902401 3 // ///// ///// N///// E///// Z/////                                         
3410000 031903000 2 // ///// ///// N///// E///// Z/////                                         
3600300 031902055 2 // ///// ///// N///// E///// Z/////                                         
3000000 031902509 1 // ///// ///// N///// E///// Z/////                                         
3110000 031902564 1 // ///// ///// N///// E///// Z/////                                         
3420000 031902053 1 // ///// ///// N///// E///// Z/////                                         
3420200 031902000 1 // ///// ///// N///// E///// Z/////                                         
3500000 031902533 1 // ///// ///// N///// E///// Z/////                                         
3550000 031902595 1 // ///// ///// N///// E///// Z/////                                         
A198901041145120  01  34592  02  135332  03  127 11 35V   1113  5184ãûìsï{ìÏïî                2K
5110300 041145154 3 // ///// ///// N///// E///// Z/////                                         
5400000 041145000 1 // ///// ///// N///// E///// Z/////                                         
A198901051752125  01  34564  03  139129  04   26 20 28J31V1111  3100à…ì§îºìáìåï˚â´            1K
3550000 051752203 1 // ///// ///// N///// E///// Z/////                                         
A198901070352252  03  36234  06  141529  16  57     50J50V1212  3112àÔèÈåßâ´                  5K
3010200 070352000 2 // ///// ///// N///// E///// Z/////                                         
2510000 070352430 1 // ///// ///// N///// E///// Z/////                                         
3000000 070352455 1 // ///// ///// N///// E///// Z/////                                         
3110000 070352052 1 // ///// ///// N///// E///// Z/////                                         
3400000 070352443 1 // ///// ///// N///// E///// Z/////                                         
A198901070408245  03  36222  07  141576  17  34     56J56V1213  3112àÔèÈåßâ´                 13K
3010200 070408000 3 // ///// ///// N///// E///// Z/////                                         
3400000 070408445 3 // ///// ///// N///// E///// Z/////                                         
2510000 070408434 2 // ///// ///// N///// E///// Z/////                                         
3000000 070408457 2 // ///// ///// N///// E///// Z/////                                         
3110000 070408527 2 // ///// ///// N///// E///// Z/////                                         
2500000 070408556 1 // ///// ///// N///// E///// Z/////                                         
2500200 070409000 1 // ///// ///// N///// E///// Z/////                                         
3100000 070408000 1 // ///// ///// N///// E///// Z/////                                         
3210000 070409025 1 // ///// ///// N///// E///// Z/////                                         
3410000 070409000 1 // ///// ///// N///// E///// Z/////                                         
3500000 070408565 1 // ///// ///// N///// E///// Z/////                                         
3600300 070409001 1 // ///// ///// N///// E///// Z/////                                         
3724800 070409008 1 // ///// ///// N///// E///// Z/////                                         
A198901080711286  04  36067  08  141237  21  17     48J47V1212  3112àÔèÈåßâ´                  4K
3000000 080711442 2 // ///// ///// N///// E///// Z/////                                         
3010200 080711000 1 // ///// ///// N///// E///// Z/////                                         
3110000 080711543 1 // ///// ///// N///// E///// Z/////                                         
3400000 080711396 1 // ///// ///// N///// E///// Z/////                                         
A198901091139045  02  34065  09  139043  10  110 31 41J40V1112  3103êVìáÅEê_í√ìáãﬂäC          1K
3570000 091139000 2 // ///// ///// N///// E///// Z/////                                         
A198901091215161  02  34036  06  139051  07  143 23 49J47V1112  3103êVìáÅEê_í√ìáãﬂäC          1K
3570000 091215000 2 // ///// ///// N///// E///// Z/////                                         
A198901092345067  02  34058  09  139057  12  125 39 35V   1111  3103êVìáÅEê_í√ìáãﬂäC          1K
3570000 092345000 1 // ///// ///// N///// E///// Z/////                                         
A198901110632340  02  35568  06  139400  08  633 27 39D31V1111  3 89çÈã åßìÏïî                1K
3010200 110632000 1 // ///// ///// N///// E///// Z/////                                         
A198901112219573  04  43017  16  145371  24  440 34 38V   1112  1 27ç™é∫îºìáìÏìåâ´            1K
1670000 112220059 2 // ///// ///// N///// E///// Z/////                                         
A198901141716380  01  34373  05  138500  07   0     22V   1211  4156ê√â™åßà…ì§ínï˚            1K
4400500 141716000 1 // ///// ///// N///// E///// Z/////                                         
A198901142309503  02  40560  06  141593  15  577 40 32V   1111  2 60ê¬êXåßìåï˚â´              1K
2020000 142310003 1 // ///// ///// N///// E///// Z/////                                         
A198901152321319  02  43280  06  142588  07  208 38 45J44V1111  1 10è\èüínï˚ñkïî              1K
1560000 152321429 1 // ///// ///// N///// E///// Z/////                                         
A198901161624206  02  41288  05  141571  10  646 48 51D50V1113  2 60ê¬êXåßìåï˚â´              7K
2020000 161624388 3 // ///// ///// N///// E///// Z/////                                         
1460100 161624000 2 // ///// ///// N///// E///// Z/////                                         
2100000 161624501 2 // ///// ///// N///// E///// Z/////                                         
2120000 161624052 2 // ///// ///// N///// E///// Z/////                                         
1520000 161624381 1 // ///// ///// N///// E///// Z/////                                         
1560000 161624051 1 // ///// ///// N///// E///// Z/////                                         
2000000 161624412 1 // ///// ///// N///// E///// Z/////                                         
A198901162318162  02  37351  04  139522  09  100 37 24V   1111  2 54ïüìáåßâÔí√                1K
2520000 162318000 1 // ///// ///// N///// E///// Z/////                                         
A198901171540383  05  43343  15  147033  29 1057 34 49V47d1111  1 26ñkäCìπìåï˚â´              1K
1610000 171541127 1 // ///// ///// N///// E///// Z/////                                         
A198901172051065  01  34540  05  139171  04  147 18 31V   1112  3100à…ì§îºìáìåï˚â´            1K
3550000 172051102 2 // ///// ///// N///// E///// Z/////                                         
A198901182155261  01  42590  05  145173  06  430 11 29V   1112  1 27ã˙òHâ´                    1K
1670000 182155426 2 // ///// ///// N///// E///// Z/////                                         
A198901200854416  04  38557  08  142344  18  270 32 41V   1111  2 65ã{èÈåßâ´                  1K
2100000 200855086 1 // ///// ///// N///// E///// Z/////                                         
A198901210047168  01  34122  05  135075  04   78 13 31V   1113  5190ãIà…êÖìπ                  1K
5500000 210047183 3 // ///// ///// N///// E///// Z/////                                         
A198901212306101  02  29267  06  131319  14  49     56J53V1211  7296éÌéqìáìÏìåâ´              1K
7620100 212307000 1 // ///// ///// N///// E///// Z/////                                         
A198901220122220  04  38545  08  142343  17  279 30 44V   1112  2 65ã{èÈåßâ´                  2K
2110000 220122035 2 // ///// ///// N///// E///// Z/////                                         
2100000 220122380 1 // ///// ///// N///// E///// Z/////                                         
A198901220257143  03  40095  05  142328  12  276 33 47J49V1112  2 61ä‚éËåßâ´                  3K
2100000 220257277 2 // ///// ///// N///// E///// Z/////                                         
2120000 220257351 2 // ///// ///// N///// E///// Z/////                                         
2110000 220257517 1 // ///// ///// N///// E///// Z/////                                         
A198901230229456  02  27521  11  139575  15 5256 31 50V   1111  8332è¨ä}å¥èîìáêºï˚â´          1K
3590000 230230541 1 // ///// ///// N///// E///// Z/////                                         
A198901230720178  02  41452  09  144310  11  64     60D60V1213  1 28è\èüâ´                   10K
