A197801021350470  00  3855   0   14120   0  110     40D33V1212  2 49ä‚éËåßì‡ó§ìÏïî            1K
2110000 021351003 2 // ///// ///// N///// E///// Z/////                                         
A197801040104     99  2447   99  12517   99   0            8 2      è⁄ç◊ïsñæ                  1N
8040600 040104    2 // ///// ///// N///// E///// Z/////                                         
A197801040957254  01  4236   1   14210   1  120     49D51V1212  1 12ì˙çÇínï˚êºïî             13K
1150000 040957253 2 // ///// ///// N///// E///// Z/////                                         
1220100 040957253 2 // ///// ///// N///// E///// Z/////                                         
1520000 040957458 2 // ///// ///// N///// E///// Z/////                                         
1570400 040957475 2 // ///// ///// N///// E///// Z/////                                         
1610000 040957550 2 // ///// ///// N///// E///// Z/////                                         
1010000 040957454 1 // ///// ///// N///// E///// Z/////                                         
1060000 040957518 1 // ///// ///// N///// E///// Z/////                                         
1460000 040957477 1 // ///// ///// N///// E///// Z/////                                         
1460100 040957253 1 // ///// ///// N///// E///// Z/////                                         
1560000 040957462 1 // ///// ///// N///// E///// Z/////                                         
1670000 040958068 1 // ///// ///// N///// E///// Z/////                                         
2020000 040958015 1 // ///// ///// N///// E///// Z/////                                         
2100000 040958438 1 // ///// ///// N///// E///// Z/////                                         
A197801041732     99  3244   99  13016   99   0            8 1      è⁄ç◊ïsñæ                  1N
7321701 041732    1 // ///// ///// N///// E///// Z/////                                         
A197801070442203  01  4128   0   14202   1   60     49J49V1212  2 60ê¬êXåßìåï˚â´              9K
1060000 070442391 2 // ///// ///// N///// E///// Z/////                                         
2020000 070442393 2 // ///// ///// N///// E///// Z/////                                         
2030000 070442203 2 // ///// ///// N///// E///// Z/////                                         
1520000 070442371 1 // ///// ///// N///// E///// Z/////                                         
1570400 070442042 1 // ///// ///// N///// E///// Z/////                                         
2000000 070442416 1 // ///// ///// N///// E///// Z/////                                         
2100000 070442049 1 // ///// ///// N///// E///// Z/////                                         
2110000 070442059 1 // ///// ///// N///// E///// Z/////                                         
2120000 070442052 1 // ///// ///// N///// E///// Z/////                                         
A197801070601170  00  3458   0   13520   0   10     39J38V1211  5187ï∫å…åßìÏìåïî              2K
5100100 070601026 1 // ///// ///// N///// E///// Z/////                                         
5110300 070601232 1 // ///// ///// N///// E///// Z/////                                         
A197801070905236  01  3253   0   13047   0   10     23V   1211  7269åFñ{åßåFñ{ínï˚            1K
7415370 070905264 1 // ///// ///// N///// E///// Z/////                                         
A197801071003151  01  3253   0   13044   0   10     37J33V1212  7269åFñ{åßåFñ{ínï˚            2K
7415370 071003177 2 // ///// ///// N///// E///// Z/////                                         
7401200 071003206 1 // ///// ///// N///// E///// Z/////                                         
A197801071349     99  3904   99  14143   99   0            8 1      è⁄ç◊ïsñæ                  1N
2110000 071349000 1 // ///// ///// N///// E///// Z/////                                         
A197801071410505  02  4006   0   14224   1   30     43J37V1211  2 61ä‚éËåßâ´                  1K
2100000 071411103 1 // ///// ///// N///// E///// Z/////                                         
A197801080520242  01  3552   1   14026   1   60     38J33V1211  3 92êÁótåßñkìåïî              1K
3010200 080520000 1 // ///// ///// N///// E///// Z/////                                         
A197801081211     99  4259   99  14424   99   0            8 1      è⁄ç◊ïsñæ                  1N
1610000 081211    1 // ///// ///// N///// E///// Z/////                                         
A197801081444523  01  3426   0   13951   1   50     28V   1211  3106ñ[ëçîºìáìÏï˚â´            1K
3420000 081445045 1 // ///// ///// N///// E///// Z/////                                         
A197801102150349  99  3632   99  13813   99   0            8 1      è⁄ç◊ïsñæ                  1N
4200001 102150349 1 // ///// ///// N///// E///// Z/////                                         
A197801112229081  04  3909   1   14317   2   30     48J52V1211  2 63éOó§â´                    2K
2110000 112229298 1 // ///// ///// N///// E///// Z/////                                         
2130470 112229    1 // ///// ///// N///// E///// Z/////                                         
A197801120526570  02  4259   1   14523   1   40     51J54V1213  1 27ã˙òHâ´                    4K
1670000 120527060 3 // ///// ///// N///// E///// Z/////                                         
1610000 120527107 2 // ///// ///// N///// E///// Z/////                                         
1520000 120527333 1 // ///// ///// N///// E///// Z/////                                         
1570400 120527251 1 // ///// ///// N///// E///// Z/////                                         
A197801121843     99  4152   99  14008   99   0            8 1      è⁄ç◊ïsñæ                  1N
1100000 121843    1 // ///// ///// N///// E///// Z/////                                         
A197801122257015  01  3854   1   14139   2   70     24V   1211  2 50ã{èÈåßñkïî                1K
2110000 122257192 1 // ///// ///// N///// E///// Z/////                                         
A197801131628242  01  3608   1   13951   1   60     33J30V1212  3 88àÔèÈåßìÏïî                2K
3000000 131628372 2 // ///// ///// N///// E///// Z/////                                         
3110000 131628427 1 // ///// ///// N///// E///// Z/////                                         
A197801132038112  01  3444   0   13917   1   10     39J34V1213  3102à…ì§ëÂìáãﬂäC              2K
3550000 132038134 3 // ///// ///// N///// E///// Z/////                                         
3600300 132038268 1 // ///// ///// N///// E///// Z/////                                         
A197801132120     99  3445   99  13922   99   0            8 1      è⁄ç◊ïsñæ                  1N
3550000 132120000 1 // ///// ///// N///// E///// Z/////                                         
A197801140711297  02  3324   1   13316   1   30     35J33V1211  6233çÇímåßíÜïî                1K
6310000 140711387 1 // ///// ///// N///// E///// Z/////                                         
A197801140812419  01  3443   1   13915   1    0     39J37V1213  3102à…ì§ëÂìáãﬂäC              4K
3550000 140812444 3 // ///// ///// N///// E///// Z/////                                         
3420000 140812534 1 // ///// ///// N///// E///// Z/////                                         
3600300 140812579 1 // ///// ///// N///// E///// Z/////                                         
4400000 140812490 1 // ///// ///// N///// E///// Z/////                                         
A197801140823     99  3445   99  13922   99   0            8 1      è⁄ç◊ïsñæ                  1N
3550000 140823000 1 // ///// ///// N///// E///// Z/////                                         
A197801140831015  01  3442   0   13915   0    0     40J32V1212  3102à…ì§ëÂìáãﬂäC              1K
3550000 140831042 2 // ///// ///// N///// E///// Z/////                                         
A197801140906     99  3445   99  13922   99   0            8 3      è⁄ç◊ïsñæ                  1N
3550000 140906000 3 // ///// ///// N///// E///// Z/////                                         
A197801140908     99  3445   99  13922   99   0            8 1      è⁄ç◊ïsñæ                  1N
3550000 140908000 1 // ///// ///// N///// E///// Z/////                                         
A197801140914     99  3445   99  13922   99   0            8 1      è⁄ç◊ïsñæ                  1N
3550000 140914000 1 // ///// ///// N///// E///// Z/////                                         
A197801140915     99  3445   99  13922   99   0            8 1      è⁄ç◊ïsñæ                  1N
3550000 140915000 1 // ///// ///// N///// E///// Z/////                                         
A197801140926     99  3445   99  13922   99   0            8 1      è⁄ç◊ïsñæ                  1N
3550000 140926000 1 // ///// ///// N///// E///// Z/////                                         
A197801140927     99  3445   99  13922   99   0            8 1      è⁄ç◊ïsñæ                  1N
3550000 140927000 1 // ///// ///// N///// E///// Z/////                                         
A197801140932     99  3445   99  13922   99   0            8 1      è⁄ç◊ïsñæ                  1N
3550000 140932000 1 // ///// ///// N///// E///// Z/////                                         
A197801140933208  04  3444   2   13916   1    0     34J30V1213  3102à…ì§ëÂìáãﬂäC              1K
3550000 140933231 3 // ///// ///// N///// E///// Z/////                                         
