A1968010110000992 016 362699 044 1380607 095  1           5212  4145長野県中部                2K
4200001 011000124 2 // ///// ///// N///// E///// Z/////                                         
4200000 011000146 1 // ///// ///// N///// E///// Z/////                                         
A196801012330     99  3633   99  13812   99   0            8 1      詳細不明                  1N
4200001 012330    1 // ///// ///// N///// E///// Z/////                                         
A196801020957     99  3640   99  13812   99   0            8 1      詳細不明                  2N
4200000 020957000 1 // ///// ///// N///// E///// Z/////                                         
4200001 020957    1 // ///// ///// N///// E///// Z/////                                         
A1968010210052234 025 362898 097 1380404 122  818170      5711  4145長野県中部                2S
4200000 021005000 1 // ///// ///// N///// E///// Z/////                                         
4200001 021005    1 // ///// ///// N///// E///// Z/////                                         
A1968010213294915 028 362842 107 1380406 194 1076250      5711  4145長野県中部                2S
4200000 021329000 1 // ///// ///// N///// E///// Z/////                                         
4200001 021329    1 // ///// ///// N///// E///// Z/////                                         
A1968010318375009 047 341584 190 1393037 302 28     38J   5211  3104三宅島近海                1K
3570000 031837000 1 // ///// ///// N///// E///// Z/////                                         
A196801032132     99  3633   99  13812   99   0            8 1      詳細不明                  1N
4200001 032132    1 // ///// ///// N///// E///// Z/////                                         
A196801032334     99  3633   99  13812   99   0            8 1      詳細不明                  1N
4200001 032334    1 // ///// ///// N///// E///// Z/////                                         
A196801040340     99  4117   99  14113   99   0            8 2      詳細不明                  1N
2030000 040340000 2 // ///// ///// N///// E///// Z/////                                         
A1968010413562495 123 354558 209 1411370 676 38           5211  3110千葉県東方沖              1K
3400000 041356000 1 // ///// ///// N///// E///// Z/////                                         
A196801050444     99  3633   99  13812   99   0            8 1      詳細不明                  1N
4200001 050444    1 // ///// ///// N///// E///// Z/////                                         
A1968010517224141 017 364583 103 1402153 170 88     43D   5212  3 86茨城県北部                8K
2500200 051722553 2 // ///// ///// N///// E///// Z/////                                         
3000000 051722551 2 // ///// ///// N///// E///// Z/////                                         
3010200 051722575 2 // ///// ///// N///// E///// Z/////                                         
3100071 051722    2 // ///// ///// N///// E///// Z/////                                         
3100270 051722    2 // ///// ///// N///// E///// Z/////                                         
3110000 051722539 2 // ///// ///// N///// E///// Z/////                                         
2500000 051723015 1 // ///// ///// N///// E///// Z/////                                         
2510000 051722558 1 // ///// ///// N///// E///// Z/////                                         
A196801051843     99  3633   99  13812   99   0            8 1      詳細不明                  1N
4200001 051843    1 // ///// ///// N///// E///// Z/////                                         
A196801052344     99  4117   99  14113   99   0            8 2      詳細不明                  1N
2030000 052344000 2 // ///// ///// N///// E///// Z/////                                         
A1968010601373804 035 362107 115 1404792 265 57     39J   5211  3111茨城県沖                  1K
3000000 060137475 1 // ///// ///// N///// E///// Z/////                                         
A196801060555     99  4117   99  14113   99   0            8 1      詳細不明                  1N
2030000 060555000 1 // ///// ///// N///// E///// Z/////                                         
A196801060605     99  4435   99  14258   99   0            8 1      詳細不明                  1N
