interval_min_reg,prd_0_intercept,prd_0_slope,prd_0_rvalue,prd_0_factor,prd_1_intercept,prd_1_slope,prd_1_rvalue,prd_1_factor,prd_2_intercept,prd_2_slope,prd_2_rvalue,prd_2_factor
5.0,-0.26688652639805277,-0.004776563642570035,-0.937868974844715,0.5408956311140579,-0.7185045278381892,-0.004788237393795255,-0.9403185252102042,0.19120333901515443,-0.8615797990815515,-0.004921742382323529,-0.9406832299567941,0.13753720704490344
10.0,-0.2319279050684433,-0.0024554963256084397,-0.9477410107199202,0.586235474289511,-0.7591854105793487,-0.0024857313201958322,-0.9475145368345932,0.17410634135794315,-0.8670720099947431,-0.0025606718339611493,-0.9470053568265823,0.1358088244472925
20.0,-0.09863322672290287,-0.0007574087628354431,-0.9801015002415158,0.7968320122310025,-0.7811231406793401,-0.000790409500332852,-0.9798952431404304,0.16553005498727477,-0.8455838243204854,-0.0008194567223788251,-0.9772586546522534,0.1426974379503977
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
