interval_min_reg,prd_0_intercept,prd_0_slope,prd_0_rvalue,prd_0_factor,prd_1_intercept,prd_1_slope,prd_1_rvalue,prd_1_factor,prd_2_intercept,prd_2_slope,prd_2_rvalue,prd_2_factor
5.0,-0.08903033661005721,-0.026772085981817587,-0.9809108982016463,0.8146473767746976,-0.3399187875832367,-0.02688479799574812,-0.9809536489059786,0.45717367241312296,-0.5135278964009714,-0.028516599521789907,-0.9835127169009427,0.3065293777521034
10.0,-0.03725608497974092,-0.008942227708841004,-0.9779893853208391,0.91779125443903,-0.3426547792886324,-0.009059843192847939,-0.9767583210915068,0.45430259832340425,-0.5629655433198281,-0.009770792789970985,-0.974551644032067,0.2735485749599698
20.0,-0.06039489946030058,-0.0019238485244738573,-0.9748788957238265,0.8701719917631406,-0.43587837877340685,-0.0020545527450354316,-0.9834127420367658,0.36654020737752185,-0.6862645553568072,-0.0023686445215646726,-0.964551521811022,0.20593750396852675
40.0,-0.05020382384048899,-0.0007745594268055461,-0.9475370517632078,0.8908327528350203,-0.30541880977339037,-0.0006662734639813244,-0.9701353962276391,0.49497263612145387,-0.6692222426541812,-0.0007581684385351286,-0.9823202682601985,0.21417942946247434
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
