station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
6000730,3,1999,08,21,05,33,31,/////
6000730,2,2000,04,15,02,41,18,/////
6000730,1,2000,05,25,14,44,11,/////
6000730,2,2000,07,23,01,46,15,/////
6000730,4,2000,10,06,13,31,42,00448
6000730,1,2000,10,31,01,43,14,/////
6000730,2,2001,01,12,08,00,19,/////
6000730,2,2001,01,25,19,45,23,/////
6000730,2,2001,02,08,14,12,24,/////
6000730,3,2001,03,24,15,28,33,/////
6000730,2,2002,03,11,15,54,24,00245
6000730,2,2002,09,16,10,11,18,00042
6000730,1,2004,01,20,06,12,09,00073
6000730,1,2004,04,06,07,51,12,00053
6000730,3,2004,09,05,19,07,28,00125
6000730,3,2004,09,05,23,58,28,00136
6000730,2,2004,09,07,08,30,23,00073
6000730,2,2005,03,20,10,55,24,00054
6000730,2,2005,05,27,03,18,16,00038
6000730,1,2005,11,01,12,48,14,00036
6000730,1,2005,11,22,00,39,14,00035
6000730,3,2006,06,12,05,02,28,00155
6000730,1,2006,09,26,07,04,13,00039
6000730,3,2007,04,26,09,03,25,00126
