station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
3560100,1,2011,01,17,03,53,12,00075
3560100,1,2011,01,18,23,52,09,00066
3560100,2,2011,02,05,10,56,15,00054
3560100,1,2011,02,26,04,12,14,00066
3560100,1,2011,02,27,06,57,09,00069
3560100,A,2011,03,11,14,49,47,02437
3560100,3,2011,03,11,14,50,30,00640
3560100,1,2011,03,11,14,52,14,00032
3560100,1,2011,03,11,14,57,07,00032
3560100,1,2011,03,11,14,58,06,00034
3560100,1,2011,03,11,14,59,06,00027
3560100,1,2011,03,11,15,01,14,00107
3560100,1,2011,03,11,15,08,09,00023
3560100,1,2011,03,11,15,09,05,00011
3560100,1,2011,03,11,15,12,05,00019
3560100,3,2011,03,11,15,16,26,00089
3560100,1,2011,03,11,15,19,09,00017
3560100,1,2011,03,11,15,20,08,00012
3560100,1,2011,03,11,15,25,05,00039
3560100,2,2011,03,11,15,27,17,00174
3560100,1,2011,03,11,15,29,05,00015
3560100,1,2011,03,11,15,58,07,00022
3560100,1,2011,03,11,16,00,12,00076
3560100,1,2011,03,11,16,12,06,00058
3560100,1,2011,03,11,16,16,07,00019
3560100,2,2011,03,11,16,19,22,00210
3560100,1,2011,03,11,16,29,06,00008
3560100,1,2011,03,11,16,49,07,00050
3560100,1,2011,03,11,16,52,05,00028
3560100,1,2011,03,11,17,00,13,00121
3560100,1,2011,03,11,16,59,07,00088
3560100,1,2011,03,11,17,07,12,00068
3560100,1,2011,03,11,17,20,11,00019
3560100,1,2011,03,11,17,34,06,00072
3560100,1,2011,03,11,17,35,12,00075
3560100,1,2011,03,11,17,54,14,00071
3560100,1,2011,03,12,00,14,08,00014
3560100,1,2011,03,12,04,25,05,00015
3560100,2,2011,03,12,09,01,17,00112
3560100,1,2011,03,12,09,02,06,00028
3560100,1,2011,03,12,09,05,05,00028
3560100,1,2011,03,13,00,56,11,00059
3560100,1,2011,03,14,20,03,07,00038
3560100,1,2011,03,15,06,09,06,00030
3560100,2,2011,03,15,22,32,22,00092
3560100,1,2011,03,17,21,02,07,00032
3560100,1,2011,03,18,17,16,11,00071
3560100,1,2011,03,19,01,49,09,00032
3560100,1,2011,03,22,12,31,14,00080
3560100,1,2011,03,22,12,56,05,00037
3560100,1,2011,04,03,02,07,07,00044
3560100,2,2011,04,07,23,34,17,00048
3560100,1,2011,04,11,17,17,12,00022
3560100,1,2011,04,12,08,08,13,00032
3560100,1,2011,04,16,11,20,14,00031
3560100,1,2011,04,20,08,07,14,00044
3560100,1,2011,04,21,22,37,12,00029
3560100,1,2011,05,06,17,42,07,00042
3560100,1,2011,05,11,14,55,05,00037
3560100,1,2011,07,10,09,59,14,00039
3560100,1,2011,07,15,21,02,07,00022
3560100,1,2011,07,19,05,22,12,00057
3560100,1,2011,07,31,03,55,08,00020
3560100,4,2011,08,01,23,58,36,00483
3560100,1,2011,08,05,09,30,05,00020
3560100,1,2011,08,12,04,38,09,00030
3560100,1,2011,08,19,14,38,07,00018
3560100,2,2012,01,01,14,30,20,00073
3560100,1,2012,01,28,07,43,06,00014
3560100,1,2012,02,29,23,33,06,00015
3560100,1,2012,04,29,19,29,06,00013
3560100,1,2012,05,29,01,37,05,00016
3560100,2,2012,06,06,04,32,15,00059
3560100,2,2012,07,03,11,31,20,00066
3560100,2,2012,08,24,20,01,23,00317
3560100,1,2012,09,30,02,57,06,00050
3560100,1,2012,10,02,21,18,05,00032
3560100,1,2012,11,11,21,01,05,00035
3560100,2,2012,12,07,17,20,24,00104
3560100,1,2012,12,27,15,25,13,00151
3560100,1,2012,12,27,15,27,07,00067
3560100,1,2012,12,27,15,45,06,00065
3560100,2,2013,02,13,11,03,20,00169
3560100,1,2013,03,02,01,35,09,00036
3560100,1,2013,03,09,04,35,09,00043
3560100,1,2013,03,13,10,00,09,00064
3560100,2,2013,04,17,10,15,21,00186
3560100,2,2013,04,17,11,14,20,00150
3560100,2,2013,04,17,11,16,21,00123
3560100,1,2013,04,17,12,12,10,00054
3560100,2,2013,04,17,12,22,21,00137
3560100,1,2013,04,17,12,23,13,00066
3560100,2,2013,04,17,17,55,18,00094
3560100,4,2013,04,17,17,57,35,00395
3560100,1,2013,04,17,17,59,14,00037
3560100,1,2013,04,17,18,01,10,00064
3560100,1,2013,04,17,18,06,06,00038
3560100,1,2013,04,17,18,13,06,00024
3560100,1,2013,04,17,23,17,06,00021
3560100,1,2013,05,18,04,57,08,00082
3560100,1,2013,05,29,04,25,06,00017
3560100,1,2013,07,06,12,28,07,00066
3560100,1,2013,07,06,12,29,06,00072
3560100,2,2013,07,08,19,35,15,00087
3560100,1,2013,07,13,10,22,08,00127
3560100,2,2013,07,13,10,27,19,00205
3560100,1,2013,07,13,10,29,10,00098
3560100,2,2013,08,05,23,31,17,00195
3560100,1,2013,08,06,14,24,07,00026
3560100,1,2013,08,14,20,56,10,00053
3560100,1,2013,08,17,13,16,09,00038
3560100,1,2013,08,18,08,01,10,00023
3560100,1,2013,08,18,18,51,07,00041
3560100,2,2013,09,04,09,20,19,00050
3560100,2,2013,10,26,02,12,17,00055
3560100,1,2013,11,10,07,38,09,00022
3560100,1,2013,11,16,20,45,10,00030
3560100,1,2013,11,29,01,15,05,00015
3560100,3,2014,02,11,04,14,25,00159
3560100,1,2014,04,09,15,44,14,00100
3560100,1,2014,04,09,16,05,11,00081
3560100,1,2014,04,22,20,47,06,00017
3560100,2,2014,05,05,05,18,19,00046
3560100,1,2014,06,17,02,42,10,00033
3560100,1,2014,07,12,04,23,08,00015
3560100,1,2014,07,31,14,04,07,00039
3560100,1,2014,08,06,21,03,05,00027
3560100,1,2014,08,12,09,47,05,00019
3560100,1,2014,09,16,12,29,08,00024
3560100,1,2014,10,16,08,53,09,00018
3560100,1,2014,11,22,22,09,13,00017
3560100,2,2014,11,30,16,53,22,00374
3560100,1,2015,04,25,15,36,10,00026
3560100,2,2015,05,19,15,13,20,00205
3560100,1,2015,05,25,14,28,09,00022
3560100,3,2015,05,30,20,25,27,00109
3560100,1,2015,06,10,08,07,05,00036
3560100,1,2015,06,11,13,54,05,00023
3560100,1,2015,07,22,13,52,05,00017
3560100,2,2015,09,08,20,22,20,00107
3560100,1,2015,09,12,05,49,12,00048
3560100,1,2015,12,14,06,14,09,00071
3560100,1,2016,01,15,18,57,09,00108
3560100,1,2016,03,03,07,56,06,00042
3560100,1,2016,04,27,15,45,13,00092
3560100,1,2016,05,16,21,23,05,00015
3560100,1,2016,07,04,10,51,12,00095
3560100,1,2016,07,14,11,17,05,00014
3560100,1,2016,07,19,12,58,06,00024
3560100,1,2016,07,20,03,06,08,00038
3560100,1,2016,08,14,05,15,14,00052
3560100,1,2016,08,19,12,59,12,00059
3560100,2,2016,08,28,05,44,20,00133
3560100,1,2016,10,12,08,05,10,00043
3560100,1,2016,11,19,11,48,05,00017
3560100,1,2016,11,22,06,02,13,00018
3560100,1,2016,11,23,03,45,07,00026
3560100,1,2017,01,03,13,07,14,00133
3560100,1,2017,01,19,14,13,05,00025
3560100,1,2017,02,02,09,53,11,00102
3560100,1,2017,04,18,02,39,08,00031
3560100,1,2017,05,22,12,25,14,00055
3560100,1,2017,10,04,09,29,11,00118
3560100,2,2017,11,16,18,44,15,00041
3560100,1,2017,12,27,20,52,08,00062
3560100,1,2018,01,06,05,48,08,00024
3560100,1,2018,03,25,23,38,12,00035
3560100,2,2018,04,22,20,30,19,00149
3560100,1,2018,04,23,05,45,14,00117
3560100,3,2018,04,23,05,49,26,00444
3560100,1,2018,06,25,21,11,05,00053
3560100,2,2018,07,07,20,24,22,00101
3560100,1,2018,08,10,21,18,06,00020
3560100,1,2018,12,04,15,06,10,00032
