station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
1560534,1,2016,05,03,09,02,13,00066
1560534,3,2016,07,24,11,51,27,00323
1560534,2,2016,09,07,18,42,15,00065
1560534,2,2016,09,21,11,29,15,00161
1560534,1,2016,09,26,14,14,12,00032
1560534,1,2016,10,09,03,36,05,00055
1560534,2,2016,10,12,04,02,16,00099
1560534,2,2017,02,27,18,11,17,00096
1560534,1,2017,03,03,17,28,11,00043
1560534,2,2017,03,14,12,57,19,00107
1560534,2,2017,04,30,23,42,20,00134
1560534,1,2017,06,28,21,09,09,00034
1560534,1,2017,07,01,23,46,10,00030
1560534,1,2017,08,02,21,24,05,00047
1560534,2,2017,09,10,17,45,19,00079
1560534,3,2017,11,03,12,45,27,00393
1560534,1,2017,12,02,05,48,11,00051
1560534,2,2018,01,24,19,52,21,00061
1560534,2,2018,04,14,04,00,15,00070
1560534,2,2018,04,24,17,54,18,00087
1560534,2,2018,05,18,03,43,18,00064
1560534,2,2018,07,16,02,14,19,00087
1560534,4,2018,09,06,03,08,36,00531
1560534,2,2018,09,06,03,10,21,00047
1560534,1,2018,09,06,03,20,09,00032
1560534,2,2018,09,06,06,12,18,00092
1560534,1,2018,09,16,11,50,05,00044
1560534,1,2018,09,30,17,54,11,00043
1560534,2,2018,10,05,08,59,16,00047
1560534,1,2018,11,28,11,24,14,00028
1560534,2,2018,12,30,04,08,23,00209
1560534,2,2019,02,21,21,23,20,00086
1560534,2,2019,03,02,12,24,17,00103
1560534,2,2019,03,28,11,17,15,00169
1560534,1,2019,04,04,12,04,08,00054
1560534,2,2019,04,15,05,29,15,00057
1560534,3,2019,04,28,02,25,29,00290
1560534,1,2019,07,14,22,23,12,00091
1560534,2,2019,07,21,23,02,17,00122
1560534,1,2019,08,11,04,10,07,00050
1560534,1,2019,08,15,18,15,09,00064
1560534,1,2019,08,21,12,35,06,00034
1560534,1,2019,10,09,16,31,08,00051
1560534,1,2019,10,22,17,06,07,00039
1560534,1,2019,11,06,00,41,06,00036
