station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
5212132,2,2011,02,21,15,46,19,00098
5212132,2,2011,03,11,14,50,16,00035
5212132,1,2011,03,15,22,33,09,00014
5212132,1,2011,05,10,23,02,06,00031
5212132,1,2011,07,04,11,07,06,00037
5212132,2,2011,07,05,19,18,16,00047
5212132,1,2011,07,05,19,35,06,00022
5212132,1,2011,07,24,23,32,10,00044
5212132,2,2011,08,10,08,13,16,00060
5212132,1,2011,09,16,07,15,10,00053
5212132,1,2011,10,08,06,12,07,00021
5212132,3,2011,10,09,16,18,30,01062
5212132,1,2011,12,14,13,01,06,00017
5212132,2,2012,01,09,00,37,15,00056
5212132,1,2013,01,05,09,50,05,00028
5212132,1,2013,03,18,00,22,05,00027
5212132,4,2013,04,13,05,33,37,00883
5212132,1,2013,04,13,15,17,08,00077
5212132,1,2013,07,17,12,08,10,00057
5212132,2,2014,03,14,02,07,15,00040
5212132,1,2014,08,06,01,17,05,00036
5212132,1,2015,02,06,10,25,09,00020
5212132,1,2015,05,28,02,42,11,00138
5212132,1,2015,10,31,01,31,07,00035
5212132,1,2015,11,04,00,01,13,00117
5212132,2,2016,04,01,11,39,19,00053
5212132,1,2016,05,03,14,25,12,00179
5212132,2,2016,10,21,14,07,22,00088
5212132,4,2016,11,19,11,48,35,00470
5212132,1,2017,01,27,20,59,05,00053
5212132,1,2017,05,27,22,50,09,00024
5212132,1,2017,06,25,07,03,08,00016
5212132,1,2017,09,21,01,02,05,00018
5212132,4,2018,06,18,07,58,35,00878
5212132,1,2018,06,23,23,08,05,00044
5212132,1,2018,08,28,19,53,07,00051
5212132,1,2018,10,27,20,52,11,00071
5212132,2,2018,11,02,16,54,23,00151
5212132,1,2018,11,05,08,19,12,00037
5212132,2,2018,12,03,17,08,15,00071
5212132,3,2019,03,13,13,49,25,00144
