station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
5803739,1,2009,02,18,06,48,08,00022
5803739,1,2009,08,09,19,57,10,00013
5803739,2,2009,08,11,05,09,18,00027
5803739,1,2009,09,03,22,28,05,00015
5803739,1,2010,02,21,11,50,06,00014
5803739,2,2011,03,11,14,50,21,00040
5803739,1,2011,03,15,22,34,12,00013
5803739,1,2011,04,07,23,34,12,00014
5803739,2,2011,06,04,01,57,21,00118
5803739,2,2011,07,05,19,19,15,00037
5803739,2,2011,11,21,19,16,23,00152
5803739,1,2011,11,25,04,35,13,00038
5803739,1,2011,11,25,04,52,09,00030
5803739,1,2012,12,07,17,20,09,00011
5803739,3,2013,04,13,05,33,30,00203
5803739,4,2014,03,14,02,07,35,00399
5803739,1,2014,08,14,07,52,07,00021
5803739,1,2015,02,06,10,26,14,00028
5803739,2,2015,05,30,20,27,24,00049
5803739,2,2015,07,13,02,53,16,00028
5803739,1,2015,10,17,17,54,09,00034
5803739,1,2015,10,18,08,30,05,00018
5803739,1,2015,10,18,08,36,12,00035
5803739,1,2015,11,14,05,55,12,00013
5803739,2,2015,12,14,15,01,15,00045
5803739,1,2016,01,01,00,47,09,00037
5803739,1,2016,01,21,07,14,08,00036
5803739,1,2016,04,01,11,40,12,00015
5803739,2,2016,04,14,21,28,19,00033
5803739,1,2016,04,15,00,05,11,00013
5803739,3,2016,04,16,01,27,31,00131
5803739,1,2016,04,16,01,47,11,00013
5803739,1,2016,06,20,09,08,05,00022
5803739,1,2016,09,26,21,14,14,00084
5803739,2,2016,09,26,21,35,15,00081
5803739,1,2016,09,28,10,20,14,00085
5803739,1,2016,09,28,10,25,14,00085
5803739,2,2016,09,28,10,31,19,00181
5803739,1,2016,10,03,20,08,06,00036
5803739,2,2016,10,21,12,12,23,00192
5803739,B,2016,10,21,14,07,50,02425
5803739,2,2016,10,21,14,09,17,00071
5803739,1,2016,10,21,14,10,10,00025
5803739,1,2016,10,21,14,11,09,00038
5803739,1,2016,10,21,14,13,07,00030
5803739,1,2016,10,21,14,14,07,00028
5803739,1,2016,10,21,14,16,09,00044
5803739,1,2016,10,21,14,19,11,00040
5803739,1,2016,10,21,14,22,08,00028
5803739,1,2016,10,21,14,28,05,00030
5803739,1,2016,10,21,14,29,08,00036
5803739,2,2016,10,21,14,30,23,00186
5803739,1,2016,10,21,14,31,05,00015
5803739,1,2016,10,21,14,34,12,00034
5803739,1,2016,10,21,14,46,14,00062
5803739,1,2016,10,21,14,47,10,00043
5803739,2,2016,10,21,14,50,24,00181
5803739,3,2016,10,21,14,53,33,00380
5803739,2,2016,10,21,15,02,23,00191
5803739,1,2016,10,21,15,14,08,00041
5803739,1,2016,10,21,15,32,14,00047
5803739,1,2016,10,21,15,47,14,00062
5803739,1,2016,10,21,15,58,12,00045
5803739,1,2016,10,21,16,21,14,00039
5803739,2,2016,10,21,16,52,17,00075
5803739,1,2016,10,21,17,27,07,00045
5803739,1,2016,10,21,17,56,07,00027
5803739,1,2016,10,21,17,59,13,00051
5803739,1,2016,10,21,18,35,14,00109
5803739,1,2016,10,21,22,03,13,00047
5803739,1,2016,10,21,22,41,09,00041
5803739,1,2016,10,21,22,53,14,00046
5803739,1,2016,10,21,23,03,14,00066
5803739,2,2016,10,22,06,17,17,00117
5803739,1,2016,10,22,15,53,05,00032
5803739,1,2016,10,22,18,57,05,00033
5803739,1,2016,10,22,19,45,12,00096
5803739,1,2016,10,23,17,35,10,00058
5803739,1,2016,10,24,18,33,06,00025
5803739,1,2016,10,24,20,05,14,00068
5803739,1,2016,10,24,20,38,06,00027
5803739,1,2016,10,26,02,18,06,00044
5803739,1,2016,10,26,07,31,05,00028
5803739,1,2016,10,27,03,37,07,00026
5803739,2,2016,10,29,13,43,19,00079
5803739,1,2016,10,29,13,44,05,00018
5803739,1,2016,10,29,20,50,14,00073
5803739,1,2016,11,08,17,17,14,00055
5803739,1,2016,11,16,11,24,14,00090
5803739,2,2016,11,17,21,42,15,00073
5803739,1,2016,11,19,11,48,07,00014
5803739,1,2016,12,18,16,55,07,00053
5803739,1,2016,12,27,20,31,06,00028
5803739,1,2016,12,27,20,32,10,00047
5803739,2,2017,03,25,23,47,17,00095
5803739,1,2017,05,27,22,50,05,00018
5803739,1,2017,06,25,07,04,09,00011
5803739,1,2017,10,27,10,54,12,00076
5803739,1,2018,01,23,16,17,08,00038
5803739,3,2018,04,09,01,32,28,00286
5803739,1,2018,04,09,01,57,08,00024
5803739,1,2018,04,09,02,11,08,00030
5803739,2,2018,06,18,07,59,24,00093
5803739,1,2018,06,26,17,00,10,00038
5803739,1,2018,11,02,16,54,06,00013
5803739,1,2019,02,08,12,16,06,00034
5803739,1,2019,03,13,13,49,13,00036
5803739,1,2019,04,11,17,07,06,00044
5803739,1,2019,05,10,08,50,14,00018
5803739,1,2019,11,26,15,09,08,00026
