station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
4517630,1,1998,04,28,11,39,47. ,05,00058
4517630,1,1998,05,17,13,00,14. ,07,00067
4517630,1,1998,05,29,15,33,39. ,05,00043
4517630,1,1998,06,23,22,54,39. ,12,00045
4517630,1,1998,09,07,15,38,34. ,06,00043
4517630,1,1998,11,07,15,49,52. ,11,00072
4517630,2,1998,11,09,09,12,53. ,17,00223
4517630,1,1998,12,02,11,02,05. ,11,00103
4517630,2,1999,01,28,10,26,37. ,16,00046
4517630,2,1999,03,16,16,43,56. ,19,00147
4517630,1,1999,03,28,01,37,54. ,10,00024
4517630,2,1999,05,07,21,48,45. ,18,00070
4517630,1,1999,08,20,17,46,35. ,06,00046
4517630,3,1999,08,21,05,33,41. ,26,00176
4517630,1,1999,09,24,14,33,31. ,12,00095
4517630,2,1999,11,07,03,34,43. ,18,00071
4517630,1,1999,12,08,23,35,35. ,05,00030
4517630,1,1999,12,31,14,21,01. ,06,00057
4517630,1,2000,03,03,09,23,34. ,06,00057
4517630,1,2000,03,24,23,00,56. ,09,00044
4517630,1,2000,03,29,15,56,26. ,05,00038
4517630,1,2000,04,15,02,42,10. ,05,00015
4517630,1,2000,06,05,09,55,12. ,09,00039
4517630,2,2000,06,07,06,17,45. ,18,00051
4517630,1,2000,07,01,16,02,54. ,06,00017
4517630,1,2000,07,15,10,31,22. ,13,00040
4517630,1,2000,07,20,06,56,25. ,10,00065
4517630,1,2000,07,30,21,26,38. ,13,00036
4517630,1,2000,09,11,07,50,39. ,13,00038
4517630,1,2000,10,06,13,31,22. ,14,00040
4517630,2,2001,01,06,11,48,25. ,20,00156
4517630,1,2001,01,12,08,01,17. ,06,00016
4517630,3,2001,02,23,07,23,56. ,34,01050
4517630,1,2001,03,17,22,16,18. ,05,00074
4517630,1,2001,03,24,15,28,54. ,10,00030
4517630,2,2001,04,03,23,57,27. ,24,00332
4517630,1,2001,04,04,00,04,49. ,10,00050
4517630,1,2001,05,24,09,53,35. ,09,00080
4517630,1,2001,06,01,00,42,01. ,13,00113
4517630,1,2001,06,01,11,16,57. ,08,00046
4517630,1,2001,06,03,11,33,58. ,11,00060
4517630,2,2001,06,21,08,34,13. ,19,00308
4517630,1,2001,08,25,22,21,57. ,13,00045
4517630,1,2001,08,31,16,09,35. ,06,00042
4517630,1,2001,09,22,18,11,05. ,11,00055
4517630,4,2001,09,27,18,14,53. ,35,01228
4517630,1,2001,10,11,13,38,53. ,05,00044
4517630,2,2001,10,27,03,05,01. ,20,00408
4517630,2,2001,11,17,05,34,23. ,16,00128
4517630,1,2001,12,25,20,10,21. ,11,00083
4517630,1,2002,01,08,14,55,12. ,07,00058
4517630,2,2002,04,11,23,16,15. ,17,00258
4517630,1,2002,04,28,10,34,44. ,12,00071
4517630,1,2002,05,12,18,17,51. ,06,00048
4517630,1,2002,07,06,06,58,48. ,09,00074
4517630,3,2002,08,11,07,56,26. ,26,00499
4517630,1,2002,09,22,09,36,35. ,12,00083
4517630,1,2002,11,03,19,38,05. ,08,00053
4517630,1,2002,11,27,15,22,31. ,12,00098
4517630,1,2003,01,05,18,47,10. ,09,00084
4517630,1,2003,01,19,04,50,47. ,12,00035
4517630,1,2003,01,23,21,43,08. ,07,00017
4517630,1,2003,02,03,06,51,06. ,05,00051
4517630,1,2003,02,07,13,06,52. ,10,00121
4517630,1,2003,03,04,23,43,40. ,13,00112
4517630,1,2003,04,26,18,34,37. ,08,00074
4517630,1,2003,05,18,03,23,59. ,08,00034
4517630,1,2003,06,05,02,06,19. ,08,00047
4517630,2,2003,07,09,02,14,28. ,24,00648
4517630,1,2003,10,05,00,29,42. ,13,00074
4517630,1,2003,10,28,13,31,46. ,08,00058
4517630,2,2003,11,11,07,54,58. ,17,00358
4517630,1,2003,12,14,18,41,33. ,05,00075
4517630,2,2003,12,23,14,35,13. ,15,00048
4517630,3,2004,01,06,14,51,06. ,25,00284
4517630,1,2004,03,03,13,56,26. ,05,00031
4517630,1,2004,03,21,06,41,04. ,05,00043
4517630,1,2004,04,01,07,59,55. ,14,00127
4517630,2,2004,07,27,00,55,22. ,15,00079
4517630,2,2004,09,05,19,08,00. ,17,00071
4517630,3,2004,09,05,23,57,07. ,34,00433
4517630,2,2004,09,06,05,31,06. ,15,00053
4517630,1,2004,09,07,08,30,20. ,10,00034
4517630,1,2004,09,07,15,10,13. ,06,00019
4517630,2,2004,09,08,03,36,48. ,18,00082
4517630,2,2004,09,08,23,58,52. ,19,00079
4517630,2,2004,10,05,08,34,24. ,18,00089
4517630,1,2004,10,23,17,57,37. ,10,00023
4517630,2,2004,11,09,00,08,13. ,15,00043
4517630,2,2005,01,09,19,00,12. ,16,00089
4517630,1,2005,01,29,23,24,08. ,10,00096
4517630,2,2005,06,20,14,04,47. ,15,00073
