station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
2132730,1,2002,04,11,21,05,07. ,10,00028
2132730,2,2002,05,06,17,12,37. ,17,00071
2132730,3,2002,05,12,10,29,51. ,26,00220
2132730,1,2002,06,21,23,15,50. ,10,00042
2132730,1,2002,06,29,02,21,50. ,13,00032
2132730,2,2002,07,24,05,06,37. ,15,00030
2132730,1,2002,08,12,06,56,37. ,14,00036
2132730,1,2002,08,17,22,27,40. ,08,00023
2132730,1,2002,09,19,04,58,50. ,05,00023
2132730,1,2002,10,11,10,05,02. ,11,00025
2132730,2,2002,10,12,20,00,32. ,17,00045
2132730,2,2002,10,14,23,13,46. ,20,00077
2132730,3,2002,11,03,12,37,59. ,34,00571
2132730,1,2002,11,04,04,15,12. ,11,00036
2132730,1,2002,11,16,12,20,11. ,07,00033
2132730,2,2002,11,17,13,57,55. ,17,00049
2132730,2,2002,12,01,18,58,46. ,15,00060
2132730,1,2002,12,02,08,02,56. ,10,00048
2132730,2,2002,12,05,00,51,04. ,21,00091
2132730,2,2002,12,05,00,53,32. ,16,00057
2132730,1,2002,12,18,00,49,16. ,06,00021
2132730,1,2003,01,05,18,51,24. ,13,00064
2132730,1,2003,01,06,13,43,54. ,12,00037
2132730,1,2003,01,27,16,17,15. ,08,00033
2132730,1,2003,02,16,12,04,42. ,11,00027
2132730,2,2003,02,19,14,03,51. ,22,00077
2132730,3,2003,03,03,07,47,17. ,25,00111
2132730,1,2003,03,27,10,11,21. ,10,00032
2132730,2,2003,04,17,03,00,52. ,22,00084
2132730,1,2003,04,29,22,56,07. ,09,00023
2132730,C,2003,05,26,18,24,48. ,55,04026
2132730,2,2003,05,26,18,40,12. ,21,00193
2132730,1,2003,05,26,18,43,09. ,12,00082
2132730,2,2003,05,26,18,48,28. ,21,00120
2132730,2,2003,05,26,18,49,36. ,20,00205
2132730,1,2003,05,26,19,08,22. ,09,00036
2132730,2,2003,05,26,19,10,06. ,18,00117
