station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
6011638,1,2021,01,07,04,17,57. ,06,00069
6011638,1,2021,02,01,23,30,14. ,13,00098
6011638,1,2021,03,15,00,26,25. ,06,00037
6011638,1,2021,05,06,13,32,21. ,10,00097
6011638,2,2021,07,18,14,36,00. ,19,00159
6011638,2,2021,07,18,22,32,54. ,16,00162
6011638,3,2021,07,31,13,09,52. ,28,00583
6011638,1,2021,09,11,11,52,41. ,10,00108
6011638,1,2021,10,15,05,16,31. ,05,00050
6011638,1,2021,11,14,23,23,35. ,05,00049
6011638,3,2021,12,03,09,28,41. ,31,00670
