station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
5112731,2,2001,03,24,15,28,42. ,15,00033
5112731,1,2001,04,03,23,58,18. ,11,00026
5112731,3,2001,08,25,22,21,32. ,30,00426
5112731,1,2002,04,28,10,34,38. ,10,00078
5112731,1,2002,09,20,20,16,34. ,06,00064
5112731,1,2003,02,06,02,37,16. ,12,00084
5112731,1,2003,10,08,23,35,30. ,13,00058
5112731,1,2003,12,23,14,35,12. ,08,00036
5112731,3,2004,01,06,14,51,10. ,26,00185
5112731,1,2004,05,19,23,43,27. ,06,00073
5112731,1,2004,07,27,00,55,45. ,07,00021
5112731,3,2004,09,05,19,07,40. ,32,00263
5112731,3,2004,09,05,23,58,02. ,34,00407
5112731,3,2004,09,07,08,30,10. ,25,00156
5112731,2,2004,09,08,03,37,16. ,16,00056
5112731,1,2004,09,08,23,59,23. ,14,00041
5112731,1,2004,10,05,08,34,33. ,08,00035
5112731,1,2004,12,01,23,30,34. ,14,00072
5112731,1,2005,02,14,00,22,24. ,08,00038
5112731,1,2005,06,20,14,05,11. ,09,00029
5112731,1,2005,08,16,11,49,47. ,13,00019
5112731,2,2005,12,24,11,02,25. ,15,00079
5112731,1,2006,05,15,01,42,37. ,14,00063
5112731,1,2006,06,12,05,03,19. ,12,00022
5112731,1,2007,01,22,02,16,43. ,09,00044
5112731,2,2007,03,25,09,43,18. ,19,00051
5112731,3,2007,04,15,12,19,40. ,26,00163
5112731,1,2007,04,15,18,35,03. ,10,00032
5112731,2,2007,07,16,10,15,28. ,17,00025
5112731,1,2007,07,16,17,24,39. ,13,00062
5112731,2,2007,11,06,10,02,10. ,17,00185
5112731,1,2008,08,06,06,26,12. ,10,00047
5112731,1,2008,08,21,17,48,11. ,08,00095
5112731,1,2008,10,01,09,25,17. ,06,00025
5112731,1,2008,11,10,10,31,17. ,07,00030
5112731,2,2009,02,18,06,47,27. ,16,00071
5112731,1,2009,03,08,06,02,29. ,12,00147
5112731,2,2009,08,11,05,08,07. ,24,00096
5112731,1,2009,10,25,05,50,14. ,12,00096
5112731,1,2010,01,21,04,18,52. ,07,00050
5112731,1,2010,02,16,07,34,03. ,11,00074
5112731,2,2010,07,21,06,19,31. ,23,00158
