station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
2320030,3,1997,11,23,12,51,25,00114
2320030,1,1997,12,02,03,18,12,00028
2320030,1,1997,12,13,15,46,08,00018
2320030,2,1997,12,23,01,32,16,00039
2320030,1,1998,05,14,19,54,09,00023
2320030,1,1998,05,15,03,57,14,00022
2320030,2,1998,09,03,16,58,21,00057
2320030,1,1998,10,14,05,42,14,00032
2320030,1,1999,01,22,07,03,05,00012
2320030,3,1999,02,26,14,18,26,00139
2320030,2,1999,02,26,14,20,17,00051
2320030,1,1999,03,11,20,06,08,00017
2320030,1,1999,03,19,02,56,12,00028
2320030,1,1999,04,08,22,12,05,00009
2320030,1,1999,05,13,03,01,14,00028
2320030,1,1999,07,26,11,46,05,00014
2320030,1,1999,08,18,09,16,05,00013
2320030,2,1999,10,03,06,09,15,00038
2320030,1,1999,11,15,10,36,06,00017
2320030,2,2000,01,28,23,23,17,00041
2320030,1,2000,02,11,16,09,07,00013
2320030,1,2000,04,12,00,09,09,00019
2320030,1,2000,04,13,06,52,05,00013
2320030,1,2000,04,26,21,56,05,00010
2320030,1,2000,07,21,03,41,09,00013
2320030,1,2000,08,27,16,55,05,00018
2320030,1,2000,09,14,02,24,06,00016
2320030,2,2000,10,03,13,14,18,00054
2320030,1,2000,12,22,19,15,12,00024
2320030,1,2001,02,25,06,55,08,00010
2320030,2,2001,04,03,04,54,17,00058
2320030,2,2001,08,14,05,12,20,00063
2320030,1,2001,08,24,18,48,09,00018
2320030,3,2001,12,02,22,02,29,00132
2320030,1,2002,01,27,16,09,11,00030
2320030,1,2002,03,02,20,40,05,00018
2320030,1,2002,04,04,08,43,07,00019
2320030,1,2002,04,11,21,05,07,00017
2320030,1,2002,05,12,10,30,07,00016
2320030,1,2002,06,29,02,21,06,00012
2320030,1,2002,08,12,06,56,08,00019
2320030,1,2002,10,12,20,01,07,00016
2320030,2,2002,10,14,23,13,16,00040
2320030,1,2002,10,25,05,01,08,00021
2320030,2,2002,11,03,12,38,19,00053
2320030,1,2002,11,17,13,57,11,00019
2320030,1,2002,12,01,18,58,06,00021
2320030,1,2003,02,19,14,03,13,00023
2320030,2,2003,03,03,07,48,18,00040
2320030,1,2003,04,17,03,00,12,00028
2320030,1,2003,05,16,18,01,07,00017
2320030,2,2003,07,26,00,13,15,00029
2320030,1,2003,07,26,16,57,10,00014
2320030,1,2003,07,27,15,27,06,00015
2320030,3,2003,09,26,04,52,27,00104
2320030,3,2003,09,26,06,09,25,00123
2320030,1,2003,09,29,11,38,08,00014
2320030,1,2003,11,01,22,12,05,00007
2320030,1,2003,11,15,03,45,06,00009
2320030,1,2003,12,22,17,48,06,00014
2320030,2,2004,02,04,15,08,21,00095
2320030,1,2004,04,23,07,17,08,00018
2320030,1,2004,05,29,12,48,06,00010
2320030,1,2004,07,04,03,44,09,00023
2320030,1,2004,07,21,09,12,10,00019
2320030,1,2004,07,21,09,39,07,00013
2320030,2,2004,08,10,15,13,22,00079
2320030,1,2004,10,16,07,45,08,00031
2320030,1,2004,10,23,17,57,13,00023
2320030,1,2004,10,23,18,05,05,00012
2320030,1,2004,10,23,18,13,06,00014
2320030,1,2004,10,23,18,35,09,00016
2320030,1,2004,10,27,10,42,05,00012
2320030,2,2004,11,29,03,34,16,00030
2320030,1,2004,12,06,23,17,13,00019
2320030,1,2005,01,06,22,01,09,00020
2320030,1,2005,01,18,23,11,08,00013
2320030,2,2005,02,26,21,38,19,00062
2320030,1,2005,05,21,07,02,05,00013
2320030,1,2005,07,02,09,32,10,00020
2320030,3,2005,08,16,11,47,30,00157
2320030,1,2005,08,24,19,16,14,00023
2320030,1,2005,08,31,03,12,10,00015
2320030,1,2005,10,18,01,14,13,00028
2320030,1,2005,10,18,01,15,13,00037
2320030,1,2005,10,19,20,46,08,00011
2320030,1,2005,10,22,22,14,05,00008
2320030,2,2005,11,15,06,40,18,00055
2320030,1,2005,12,02,22,14,14,00023
2320030,1,2005,12,05,03,04,05,00014
2320030,1,2005,12,17,03,33,12,00023
2320030,1,2006,01,18,23,27,06,00011
2320030,1,2006,03,12,07,07,12,00027
2320030,1,2006,06,17,02,11,05,00012
2320030,1,2006,06,17,05,20,07,00015
2320030,1,2006,07,01,08,29,08,00017
2320030,1,2006,07,06,02,09,13,00028
2320030,1,2007,01,13,13,29,14,00024
2320030,1,2007,02,17,09,04,07,00010
2320030,2,2007,03,07,21,59,17,00069
2320030,2,2007,03,25,09,44,17,00049
2320030,1,2007,07,16,10,14,13,00025
2320030,2,2007,07,16,23,20,15,00024
2320030,1,2007,08,22,16,26,11,00019
2320030,1,2007,11,26,22,53,09,00013
2320030,1,2008,04,17,04,20,12,00022
2320030,1,2008,04,29,14,26,10,00018
2320030,1,2008,05,08,01,04,06,00009
2320030,2,2008,05,08,01,47,16,00026
2320030,1,2008,05,29,01,42,05,00014
2320030,1,2008,05,31,23,29,10,00025
2320030,4,2008,06,14,08,44,36,00368
2320030,1,2008,06,14,08,47,06,00009
2320030,1,2008,06,14,09,20,11,00019
2320030,1,2008,06,14,12,28,06,00016
2320030,1,2008,06,16,23,15,12,00023
2320030,1,2008,07,05,11,15,07,00010
2320030,2,2008,07,19,11,40,16,00027
2320030,1,2008,07,21,20,32,10,00013
2320030,3,2008,07,24,00,26,33,00336
2320030,1,2008,07,24,11,28,09,00020
2320030,2,2008,09,11,09,22,15,00023
2320030,2,2008,09,22,16,32,18,00043
2320030,1,2008,09,27,01,54,06,00017
2320030,1,2008,12,04,08,18,09,00013
2320030,1,2008,12,04,12,12,05,00009
2320030,1,2008,12,20,19,31,05,00007
2320030,2,2009,02,15,18,24,17,00045
2320030,1,2009,04,25,22,55,14,00038
2320030,1,2009,06,05,12,31,09,00014
2320030,1,2009,06,23,16,38,09,00021
2320030,1,2009,08,09,19,59,07,00015
2320030,1,2010,03,01,07,08,08,00017
2320030,2,2010,03,14,17,08,23,00064
2320030,1,2010,06,13,12,34,13,00021
2320030,1,2010,06,28,06,04,06,00013
2320030,1,2010,07,04,04,33,07,00013
2320030,2,2010,07,05,06,56,22,00085
2320030,1,2010,07,27,08,32,08,00013
2320030,2,2010,08,10,14,51,19,00040
2320030,2,2010,08,31,11,31,16,00043
2320030,2,2010,09,13,14,48,17,00042
2320030,1,2010,12,06,16,31,12,00022
2320030,3,2011,03,09,11,46,29,00124
2320030,1,2011,03,09,11,58,09,00012
2320030,1,2011,03,09,11,59,09,00012
2320030,1,2011,03,09,13,38,13,00020
2320030,1,2011,03,10,03,17,12,00020
2320030,1,2011,03,10,03,46,09,00012
2320030,2,2011,03,10,06,25,20,00040
2320030,4,2011,03,11,14,48,39,00463
2320030,2,2011,03,11,14,53,23,00063
2320030,1,2011,03,11,14,56,12,00022
2320030,2,2011,03,11,14,58,15,00045
2320030,3,2011,03,11,15,06,28,00131
2320030,4,2011,03,11,15,09,35,00396
2320030,1,2011,03,11,15,13,07,00013
2320030,3,2011,03,11,15,27,26,00119
2320030,1,2011,03,11,15,39,05,00011
2320030,1,2011,03,11,15,41,14,00035
2320030,1,2011,03,11,15,47,05,00012
2320030,2,2011,03,11,15,50,21,00079
2320030,2,2011,03,11,16,05,19,00051
2320030,1,2011,03,11,16,05,07,00014
2320030,1,2011,03,11,16,12,07,00011
2320030,2,2011,03,11,16,16,18,00036
2320030,1,2011,03,11,16,27,14,00032
2320030,3,2011,03,11,16,29,26,00125
2320030,1,2011,03,11,16,32,10,00022
2320030,1,2011,03,11,16,35,05,00013
2320030,2,2011,03,11,16,39,17,00046
2320030,1,2011,03,11,16,56,08,00015
2320030,1,2011,03,11,17,06,07,00012
2320030,1,2011,03,11,17,13,13,00019
2320030,1,2011,03,11,17,21,12,00018
2320030,1,2011,03,11,17,28,08,00013
2320030,1,2011,03,11,17,29,08,00012
2320030,1,2011,03,11,17,32,11,00019
2320030,2,2011,03,11,17,33,17,00045
2320030,1,2011,03,11,17,37,05,00014
2320030,1,2011,03,11,17,42,13,00020
2320030,1,2011,03,11,18,29,05,00011
2320030,2,2011,03,11,18,43,21,00074
2320030,1,2011,03,11,18,48,10,00015
2320030,2,2011,03,11,19,11,22,00073
2320030,1,2011,03,11,19,59,07,00014
2320030,1,2011,03,11,20,32,09,00019
2320030,3,2011,03,11,20,37,32,00254
2320030,2,2011,03,11,20,57,19,00063
2320030,1,2011,03,12,10,35,12,00018
2320030,1,2011,03,12,10,49,10,00015
2320030,2,2011,03,12,12,02,18,00043
2320030,1,2011,03,12,13,07,09,00019
2320030,1,2011,03,12,13,54,07,00013
2320030,2,2011,03,12,19,54,20,00060
2320030,1,2011,03,12,22,17,14,00025
2320030,1,2011,03,12,22,27,05,00014
2320030,1,2011,03,12,23,44,13,00023
2320030,1,2011,03,13,06,59,06,00013
2320030,2,2011,03,13,08,26,18,00035
2320030,1,2011,03,13,14,48,06,00015
2320030,1,2011,03,13,16,57,09,00013
2320030,1,2011,03,13,18,26,11,00023
2320030,1,2011,03,13,18,53,08,00014
2320030,1,2011,03,13,20,39,08,00012
2320030,1,2011,03,14,00,28,06,00014
2320030,1,2011,03,14,15,14,12,00021
2320030,1,2011,03,14,15,44,13,00021
2320030,1,2011,03,14,19,35,06,00014
2320030,1,2011,03,15,18,51,12,00014
2320030,1,2011,03,15,22,29,11,00016
2320030,2,2011,03,16,00,24,17,00042
2320030,1,2011,03,16,04,02,07,00013
2320030,2,2011,03,16,15,29,18,00053
2320030,1,2011,03,17,08,39,12,00025
2320030,2,2011,03,17,13,14,21,00070
2320030,1,2011,03,17,18,00,12,00025
2320030,1,2011,03,17,18,06,09,00018
2320030,1,2011,03,17,21,56,08,00011
2320030,1,2011,03,19,08,33,13,00035
2320030,1,2011,03,19,18,58,07,00010
2320030,1,2011,03,20,21,04,14,00040
2320030,1,2011,03,22,18,20,10,00018
2320030,1,2011,03,22,18,45,13,00021
2320030,1,2011,03,22,20,22,07,00012
2320030,1,2011,03,23,00,50,11,00021
2320030,1,2011,03,23,09,07,11,00024
2320030,2,2011,03,24,17,21,19,00051
2320030,2,2011,03,25,20,37,16,00031
2320030,1,2011,03,26,00,37,05,00023
2320030,1,2011,03,27,12,21,07,00017
2320030,1,2011,03,27,22,42,14,00030
2320030,2,2011,03,28,07,24,23,00063
2320030,1,2011,03,29,19,56,14,00020
2320030,1,2011,03,30,01,37,07,00010
2320030,2,2011,03,31,16,16,19,00046
2320030,4,2011,04,01,19,49,38,00674
2320030,1,2011,04,01,20,24,09,00026
