station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
1170430,1,2003,05,26,18,26,09,00013
1170430,3,2003,09,26,04,52,25,00086
1170430,3,2003,09,26,06,08,25,00104
1170430,1,2003,11,24,21,19,07,00018
1170430,1,2004,06,11,03,13,07,00015
1170430,1,2004,07,04,21,32,07,00016
1170430,2,2004,11,29,03,33,22,00071
1170430,2,2004,12,06,23,16,21,00049
1170430,2,2004,12,14,14,56,15,00038
1170430,1,2004,12,14,17,55,12,00034
1170430,1,2005,01,18,23,10,09,00013
1170430,2,2005,12,13,06,01,21,00226
1170430,1,2007,02,17,09,04,08,00010
1170430,1,2008,04,29,14,27,06,00015
1170430,1,2008,07,24,00,27,08,00018
1170430,1,2008,09,11,09,22,11,00014
1170430,1,2009,10,05,09,35,07,00034
1170430,1,2010,01,15,03,47,05,00014
1170430,2,2010,03,30,10,03,16,00073
1170430,2,2011,03,11,14,49,18,00049
