station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
6222933,1,1998,09,15,08,16,13,00050
6222933,1,1998,09,26,04,17,09,00082
6222933,1,1998,10,07,10,10,12,00097
6222933,2,1998,11,10,11,22,18,00149
6222933,1,1999,01,25,05,03,11,00058
6222933,1,1999,03,02,23,21,12,00097
6222933,2,1999,09,02,06,01,16,00329
6222933,1,1999,12,15,01,29,08,00059
6222933,1,2000,01,13,08,02,11,00067
6222933,2,2000,04,02,21,26,16,00086
6222933,2,2000,10,06,13,31,19,00088
6222933,1,2000,11,14,05,01,10,00059
6222933,1,2001,01,09,13,38,10,00040
6222933,4,2001,03,24,15,28,39,00887
6222933,1,2001,03,26,05,41,14,00054
6222933,1,2001,04,03,21,15,09,00039
6222933,4,2001,04,25,23,40,38,00994
6222933,1,2001,05,09,19,49,05,00063
6222933,1,2001,06,13,00,15,07,00050
6222933,1,2001,09,06,01,29,12,00056
6222933,1,2001,11,05,00,38,11,00071
6222933,2,2002,03,25,22,58,16,00086
6222933,2,2002,04,06,01,57,21,00170
6222933,1,2002,09,25,14,45,06,00035
6222933,2,2002,10,13,19,06,19,00146
6222933,2,2002,11,04,13,36,23,00119
6222933,2,2003,03,26,04,08,16,00075
6222933,1,2003,05,31,03,58,07,00038
6222933,1,2003,11,08,18,02,08,00050
6222933,1,2004,01,23,11,39,05,00037
6222933,1,2004,04,20,22,26,10,00052
6222933,1,2004,12,07,14,23,09,00080
6222933,2,2005,03,20,10,54,17,00037
6222933,1,2005,04,17,22,56,06,00042
6222933,2,2005,05,25,20,31,22,00278
6222933,1,2005,09,04,19,06,06,00031
6222933,2,2005,11,22,00,37,15,00065
6222933,1,2005,12,31,22,27,07,00042
6222933,1,2006,02,01,12,15,06,00027
6222933,1,2006,02,16,03,46,10,00045
6222933,3,2006,03,27,11,50,27,00230
6222933,2,2006,04,22,02,25,17,00082
6222933,1,2006,05,28,20,37,14,00079
6222933,4,2006,06,12,05,01,36,00596
6222933,1,2006,07,31,13,50,05,00034
6222933,2,2006,09,26,07,04,21,00169
6222933,2,2006,11,19,13,29,18,00243
6222933,1,2006,11,28,23,44,09,00183
6222933,1,2007,01,10,21,13,12,00129
6222933,2,2007,04,26,09,03,18,00076
6222933,1,2007,10,14,17,47,09,00057
6222933,1,2007,11,29,20,18,07,00042
6222933,1,2008,03,08,03,52,07,00039
6222933,1,2009,01,25,02,34,10,00085
6222933,2,2009,03,28,12,28,18,00185
6222933,2,2009,04,21,20,43,17,00194
6222933,1,2009,06,14,19,18,09,00050
6222933,1,2009,07,18,05,17,09,00053
6222933,2,2009,08,05,12,51,17,00094
6222933,2,2009,09,03,22,27,16,00109
6222933,1,2009,10,29,02,37,12,00047
6222933,2,2009,10,31,11,52,17,00131
6222933,2,2009,12,16,14,13,24,00185
6222933,1,2010,02,21,11,50,11,00038
6222933,1,2010,04,17,05,35,10,00070
6222933,1,2010,05,13,20,01,14,00092
6222933,2,2010,07,23,14,26,17,00080
6222933,2,2010,08,10,21,24,21,00232
6222933,1,2010,10,30,11,09,06,00045
6222933,1,2011,06,17,21,09,10,00035
6222933,1,2011,07,01,14,22,10,00069
6222933,1,2011,07,05,22,31,07,00052
6222933,2,2011,12,05,01,02,15,00117
6222933,2,2012,01,30,03,18,16,00081
6222933,1,2012,06,15,04,05,07,00064
6222933,1,2012,06,27,17,34,07,00060
6222933,1,2012,09,08,10,41,12,00063
6222933,3,2012,10,10,05,49,27,00460
6222933,2,2012,10,14,00,14,15,00097
6222933,1,2012,10,16,22,40,09,00032
6222933,1,2012,10,27,04,45,13,00054
6222933,1,2012,12,22,15,15,11,00055
6222933,1,2013,02,17,08,35,11,00348
6222933,1,2013,03,11,14,36,09,00040
6222933,1,2013,03,28,19,17,13,00072
6222933,1,2013,08,22,01,57,11,00052
6222933,1,2013,11,02,12,46,05,00094
6222933,4,2014,03,14,02,07,41,01543
6222933,1,2014,03,22,20,06,09,00048
6222933,1,2014,04,04,00,47,08,00036
6222933,1,2014,05,17,07,52,07,00049
6222933,1,2014,08,03,01,10,06,00041
6222933,1,2014,08,14,07,52,07,00031
6222933,2,2014,08,29,04,15,23,00131
6222933,1,2014,10,03,22,12,14,00061
6222933,1,2014,10,16,04,40,09,00053
6222933,1,2014,11,10,12,56,08,00135
6222933,1,2014,11,15,09,13,10,00043
6222933,1,2015,01,03,20,05,07,00073
6222933,1,2015,02,03,14,08,11,00059
