station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
7511131,2,2000,10,06,13,31,20,00051
7511131,2,2001,01,10,19,09,16,00108
7511131,3,2001,03,24,15,28,33,00411
7511131,2,2001,04,25,23,40,20,00103
7511131,2,2002,05,06,18,45,15,00089
7511131,3,2002,11,04,13,36,26,00207
7511131,2,2003,06,25,17,59,23,00397
7511131,3,2005,03,20,10,54,30,00233
7511131,2,2005,03,23,04,34,20,00253
7511131,2,2005,04,20,06,11,22,00126
7511131,2,2005,05,31,11,05,18,00039
7511131,2,2006,03,27,11,50,23,00105
7511131,2,2006,05,20,01,42,20,00259
7511131,2,2006,05,28,20,36,17,00163
7511131,3,2006,06,12,05,01,30,00358
7511131,2,2006,09,26,07,04,22,00192
7511131,2,2006,11,25,23,08,16,00186
7511131,2,2006,11,25,23,52,20,00540
7511131,2,2006,11,29,13,47,17,00262
7511131,2,2007,06,06,23,05,22,00245
7511131,3,2007,06,06,23,42,29,00524
7511131,2,2007,06,06,23,57,15,00168
7511131,3,2007,06,07,00,18,28,00549
7511131,2,2007,06,07,11,19,20,00203
7511131,2,2007,06,07,14,58,17,00220
7511131,3,2007,06,07,17,22,27,00511
7511131,2,2007,06,08,17,01,15,00215
7511131,2,2007,06,08,20,21,18,00196
7511131,2,2009,06,07,21,24,16,00200
7511131,2,2009,06,25,23,04,18,00161
7511131,2,2010,01,26,22,39,17,00266
7511131,2,2010,02,22,13,48,21,00432
7511131,2,2011,04,18,18,58,16,00241
