station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
2410020,1,2006,07,01,08,28,05,00018
2410020,1,2007,03,25,09,43,12,00018
2410020,2,2007,07,16,10,14,19,00045
2410020,1,2007,07,16,15,38,08,00025
2410020,1,2007,11,26,22,52,09,00018
2410020,2,2008,04,17,04,19,20,00070
2410020,2,2008,05,08,01,46,19,00048
2410020,1,2008,05,29,01,42,09,00025
2410020,1,2008,06,04,22,12,05,00033
2410020,4,2008,06,14,08,43,39,01066
2410020,1,2008,06,14,08,46,12,00022
2410020,3,2008,06,14,09,20,30,00748
2410020,1,2008,06,14,10,40,12,00112
2410020,1,2008,06,14,23,42,05,00029
2410020,1,2008,06,15,06,02,07,00068
2410020,1,2008,06,16,23,14,08,00028
2410020,1,2008,06,17,09,19,11,00081
2410020,1,2008,06,22,11,08,05,00060
2410020,1,2008,06,26,23,34,11,00054
2410020,1,2008,06,27,22,57,08,00027
2410020,2,2008,06,29,15,53,17,00266
2410020,1,2008,07,01,20,18,05,00059
2410020,2,2008,07,19,11,40,17,00032
2410020,1,2008,07,21,20,31,11,00021
2410020,3,2008,07,24,00,26,27,00125
2410020,1,2008,10,30,00,49,08,00032
2410020,1,2008,11,12,13,40,07,00090
2410020,1,2009,02,01,06,53,09,00013
2410020,1,2009,10,21,11,58,11,00163
2410020,2,2010,03,13,21,46,18,00054
2410020,2,2010,03,14,17,08,20,00076
2410020,1,2010,04,24,20,17,07,00063
2410020,2,2010,06,13,12,33,18,00041
2410020,1,2010,07,04,04,33,08,00028
2410020,1,2010,07,05,06,56,13,00024
2410020,1,2010,07,27,08,31,06,00012
2410020,1,2010,10,01,20,28,10,00065
2410020,1,2010,10,08,15,53,10,00080
2410020,3,2011,03,09,11,46,25,00085
2410020,1,2011,03,10,03,17,13,00018
2410020,1,2011,03,10,06,25,13,00026
2410020,4,2011,03,11,14,48,42,00725
2410020,2,2011,03,11,14,53,23,00077
2410020,2,2011,03,11,14,56,17,00036
2410020,1,2011,03,11,14,57,14,00022
2410020,2,2011,03,11,14,59,17,00047
2410020,1,2011,03,11,15,05,08,00018
2410020,2,2011,03,11,15,06,18,00052
2410020,2,2011,03,11,15,09,22,00074
2410020,1,2011,03,11,15,11,11,00017
2410020,2,2011,03,11,15,14,17,00043
2410020,2,2011,03,11,15,16,23,00057
2410020,2,2011,03,11,15,20,16,00027
2410020,1,2011,03,11,15,23,13,00035
2410020,2,2011,03,11,15,27,23,00100
2410020,1,2011,03,11,15,30,09,00019
2410020,1,2011,03,11,16,05,10,00021
2410020,2,2011,03,11,16,16,17,00039
2410020,1,2011,03,11,16,27,11,00027
2410020,3,2011,03,11,16,29,25,00101
2410020,1,2011,03,11,16,55,10,00027
2410020,1,2011,03,11,17,06,07,00014
2410020,2,2011,03,11,17,13,17,00027
2410020,2,2011,03,11,17,20,16,00028
2410020,1,2011,03,11,17,28,10,00017
2410020,2,2011,03,11,17,31,15,00047
2410020,2,2011,03,11,17,41,16,00052
2410020,1,2011,03,11,18,16,10,00033
2410020,1,2011,03,11,19,11,08,00020
2410020,1,2011,03,11,20,01,09,00039
2410020,2,2011,03,11,20,31,15,00059
2410020,2,2011,03,11,20,37,19,00072
2410020,1,2011,03,11,20,40,07,00027
2410020,1,2011,03,11,21,14,11,00022
2410020,1,2011,03,11,21,16,07,00021
2410020,1,2011,03,11,21,55,07,00022
2410020,1,2011,03,12,00,15,11,00015
2410020,1,2011,03,12,04,00,11,00015
2410020,1,2011,03,12,04,04,13,00025
2410020,2,2011,03,12,04,47,17,00048
2410020,1,2011,03,12,05,12,11,00024
2410020,1,2011,03,12,06,01,06,00013
2410020,1,2011,03,12,10,48,12,00022
2410020,1,2011,03,12,19,54,13,00030
2410020,1,2011,03,12,22,16,13,00029
2410020,2,2011,03,12,23,44,15,00037
2410020,2,2011,03,13,07,13,15,00024
2410020,2,2011,03,13,08,25,19,00051
2410020,1,2011,03,13,20,38,10,00018
2410020,1,2011,03,15,18,51,14,00018
2410020,2,2011,03,15,22,28,16,00037
2410020,1,2011,03,16,04,02,10,00037
2410020,1,2011,03,17,21,56,11,00020
2410020,2,2011,03,19,18,57,17,00030
2410020,1,2011,03,20,10,31,10,00019
2410020,1,2011,03,22,18,20,14,00029
2410020,1,2011,03,23,07,13,14,00023
2410020,1,2011,03,23,07,37,10,00020
2410020,2,2011,03,24,17,21,16,00050
2410020,1,2011,03,25,20,37,13,00033
2410020,2,2011,03,28,07,24,21,00064
2410020,2,2011,03,29,19,55,16,00028
2410020,1,2011,03,31,16,16,13,00036
2410020,1,2011,04,01,19,50,12,00034
2410020,1,2011,04,01,20,58,09,00018
2410020,1,2011,04,03,16,39,06,00018
2410020,1,2011,04,06,22,55,06,00016
2410020,4,2011,04,07,23,33,40,00690
2410020,1,2011,04,09,18,42,10,00041
2410020,3,2011,04,11,17,16,31,00162
2410020,2,2011,04,11,17,18,15,00028
2410020,1,2011,04,11,20,43,12,00021
2410020,2,2011,04,12,14,08,19,00049
2410020,1,2011,04,22,01,12,07,00026
2410020,2,2011,04,23,00,26,16,00038
2410020,1,2011,04,23,19,13,07,00015
2410020,1,2011,04,28,18,28,08,00023
2410020,1,2011,05,14,08,36,07,00017
2410020,1,2011,06,04,01,01,09,00015
2410020,2,2011,06,18,20,31,15,00043
2410020,2,2011,06,23,06,51,18,00037
2410020,1,2011,06,23,19,35,06,00042
2410020,1,2011,07,08,03,36,09,00018
2410020,2,2011,07,10,09,58,19,00035
2410020,1,2011,07,13,00,38,06,00018
2410020,2,2011,07,23,13,35,15,00039
2410020,2,2011,07,25,03,51,18,00057
2410020,2,2011,07,31,03,54,20,00056
2410020,1,2011,08,11,22,32,06,00017
2410020,1,2011,08,12,03,23,14,00029
2410020,2,2011,08,19,14,37,20,00069
2410020,1,2011,09,17,04,28,10,00014
2410020,1,2011,10,10,11,46,09,00022
2410020,2,2012,01,12,12,21,15,00025
2410020,1,2012,02,08,21,02,10,00015
2410020,1,2012,03,14,18,10,09,00015
2410020,1,2012,03,25,22,23,06,00025
2410020,2,2012,03,27,20,01,23,00069
2410020,1,2012,04,01,23,05,11,00018
2410020,2,2012,04,12,23,51,18,00030
2410020,1,2012,04,13,19,11,14,00021
2410020,1,2012,05,16,01,01,07,00029
2410020,1,2012,05,24,00,04,10,00014
2410020,1,2012,06,18,05,33,14,00029
2410020,2,2012,08,30,04,05,17,00084
2410020,1,2012,10,03,18,40,09,00023
2410020,1,2012,10,06,01,19,05,00025
2410020,1,2012,10,25,19,32,10,00045
