A196201011417395  05  38222  19  141414  35  58     47J   1212  2 66宮城県沖                  4K
2220500 011417495 2 // ///// ///// N///// E///// Z/////                                         
2120000 011418014 1 // ///// ///// N///// E///// Z/////                                         
2220100 011417527 1 // ///// ///// N///// E///// Z/////                                         
2500000 011417588 1 // ///// ///// N///// E///// Z/////                                         
A196201041316035  03  35071  10  139178  11 1526 26 52D   1113  3 99相模湾                   14K
3110000 041316234 3 // ///// ///// N///// E///// Z/////                                         
3500000 041316270 3 // ///// ///// N///// E///// Z/////                                         
3000000 041316343 2 // ///// ///// N///// E///// Z/////                                         
3010200 041316316 2 // ///// ///// N///// E///// Z/////                                         
3420070 041316250 2 // ///// ///// N///// E///// Z/////                                         
3550000 041316245 2 // ///// ///// N///// E///// Z/////                                         
3600300 041316250 2 // ///// ///// N///// E///// Z/////                                         
4400000 041316237 2 // ///// ///// N///// E///// Z/////                                         
2500000 041316480 1 // ///// ///// N///// E///// Z/////                                         
2500200 041316398 1 // ///// ///// N///// E///// Z/////                                         
2510000 041316410 1 // ///// ///// N///// E///// Z/////                                         
3300000 041316290 1 // ///// ///// N///// E///// Z/////                                         
3400000 041316328 1 // ///// ///// N///// E///// Z/////                                         
3420200 041316000 1 // ///// ///// N///// E///// Z/////                                         
A196201041335413  03  33390  11  135180  10  450 48 64J   11141 5207和歌山県南方沖           44K
5350000 041335560 4 // ///// ///// N///// E///// Z/////                                         
5500000 041335538 4 // ///// ///// N///// E///// Z/////                                         
6000000 041335544 4 // ///// ///// N///// E///// Z/////                                         
6300000 041335596 4 // ///// ///// N///// E///// Z/////                                         
4010000 041336157 3 // ///// ///// N///// E///// Z/////                                         
4210300 041337000 3 // ///// ///// N///// E///// Z/////                                         
4220000 041336222 3 // ///// ///// N///// E///// Z/////                                         
4502300 041336000 3 // ///// ///// N///// E///// Z/////                                         
4510000 041336140 3 // ///// ///// N///// E///// Z/////                                         
4610000 041336065 3 // ///// ///// N///// E///// Z/////                                         
4620000 041335562 3 // ///// ///// N///// E///// Z/////                                         
5000000 041336123 3 // ///// ///// N///// E///// Z/////                                         
5110300 041336051 3 // ///// ///// N///// E///// Z/////                                         
5202300 041335597 3 // ///// ///// N///// E///// Z/////                                         
5310700 041335596 3 // ///// ///// N///// E///// Z/////                                         
5400000 041336007 3 // ///// ///// N///// E///// Z/////                                         
5510800 041335517 3 // ///// ///// N///// E///// Z/////                                         
5814600 041336043 3 // ///// ///// N///// E///// Z/////                                         
6011670 041336007 3 // ///// ///// N///// E///// Z/////                                         
6100000 041336013 3 // ///// ///// N///// E///// Z/////                                         
6111300 041336000 3 // ///// ///// N///// E///// Z/////                                         
6310000 041336055 3 // ///// ///// N///// E///// Z/////                                         
4000000 041336230 2 // ///// ///// N///// E///// Z/////                                         
4320000 041336151 2 // ///// ///// N///// E///// Z/////                                         
4601670 041336067 2 // ///// ///// N///// E///// Z/////                                         
4614300 041336000 2 // ///// ///// N///// E///// Z/////                                         
5100100 041336102 2 // ///// ///// N///// E///// Z/////                                         
5300000 041336126 2 // ///// ///// N///// E///// Z/////                                         
5320000 041336045 2 // ///// ///// N///// E///// Z/////                                         
5630100 041337000 2 // ///// ///// N///// E///// Z/////                                         
5800000 041336000 2 // ///// ///// N///// E///// Z/////                                         
5910400 041337000 2 // ///// ///// N///// E///// Z/////                                         
6320200 041336141 2 // ///// ///// N///// E///// Z/////                                         
3600300 041336421 1 // ///// ///// N///// E///// Z/////                                         
3900100 041336412 1 // ///// ///// N///// E///// Z/////                                         
4433000 041336007 1 // ///// ///// N///// E///// Z/////                                         
5600000 041336131 1 // ///// ///// N///// E///// Z/////                                         
5700000 041336224 1 // ///// ///// N///// E///// Z/////                                         
5920000 041336192 1 // ///// ///// N///// E///// Z/////                                         
5920800 041337000 1 // ///// ///// N///// E///// Z/////                                         
6210000 041336170 1 // ///// ///// N///// E///// Z/////                                         
6220000 041336185 1 // ///// ///// N///// E///// Z/////                                         
7420000 041335400 1 // ///// ///// N///// E///// Z/////                                         
7620000 041336370 1 // ///// ///// N///// E///// Z/////                                         
A196201041829098  03  33434  11  135180  11  531 44 42J   1111  5207紀伊水道                  1K
4620000 041829252 1 // ///// ///// N///// E///// Z/////                                         
A196201061039197  03  40540  11  141573  23  67     41D   1212  2 60青森県東方沖              2K
2020000 061039321 2 // ///// ///// N///// E///// Z/////                                         
2030000 061039166 1 // ///// ///// N///// E///// Z/////                                         
A196201072350     99  3414   99  13510   99   0            8 1      詳細不明                  1N
5500000 072350435 1 // ///// ///// N///// E///// Z/////                                         
A196201081425     99  3306   99  13947   99   0            8 1      詳細不明                  1N
3580000 081425361 1 // ///// ///// N///// E///// Z/////                                         
A196201092140491  03  42488  11  145091  15  493 34 59J   1113  1 27釧路沖                    9K
1610000 092141015 3 // ///// ///// N///// E///// Z/////                                         
1670000 092141017 3 // ///// ///// N///// E///// Z/////                                         
1400000 092141124 2 // ///// ///// N///// E///// Z/////                                         
1560000 092141012 2 // ///// ///// N///// E///// Z/////                                         
1570400 092141137 2 // ///// ///// N///// E///// Z/////                                         
1520000 092141196 1 // ///// ///// N///// E///// Z/////                                         
2020000 092141414 1 // ///// ///// N///// E///// Z/////                                         
2120000 092141511 1 // ///// ///// N///// E///// Z/////                                         
2510000 092142262 1 // ///// ///// N///// E///// Z/////                                         
