5102060 110911260 1 11 ///// 00026 N00025 E00024 Z00006                                         
A1999011109535252 016 374370 046 1414671 095 427819335D41V5111  2 69ïüìáåßâ´                  2K
2510900 110954061 1 07 54157 00053 N00049 E00043 Z00035                                         
2511500 110954059 1 08 54059 00100 N00057 E00058 Z00099                                         
A1999011200313113 003 315098 009 1301812 015  70308729V   5112  7273é≠éôìáåßéFñÄínï˚          2K
7705200 120031326 2 18 31338 00384 N00346 E00307 Z00045                                         
7705232 120031320 2 19 ///// 00419 N00277 E00311 Z00147                                         
A1999011200452887 003 315110 010 1301815 016  72508635V35d5113  7273é≠éôìáåßéFñÄínï˚          9K
7705200 120045304 3 28 45316 00923 N00722 E00814 Z00107                                         
7705232 120045300 3 28 ///// 00933 N00546 E00771 Z00376                                         
7705230 120045290 2 22 ///// 00245 N00245 E00154 Z00103                                         
7705231 120045310 2 22 ///// 00303 N00189 E00227 Z00135                                         
7705233 120045340 2 21 ///// 00146 N00130 E00131 Z00092                                         
7410160 120044500 1 09 ///// 00043 N00026 E00042 Z00017                                         
7700400 120045332 1 08 45333 00046 N00029 E00030 Z00045                                         
7705300 120045322 1 13 45321 00123 N00099 E00082 Z00121                                         
7705610 120045328 1 14 45354 00046 N00043 E00033 Z00034                                         
A1999011202092282 003 315095 009 1301811 014  66808522V   5112  7273é≠éôìáåßéFñÄínï˚          1K
7705200 120209243 2 17 09254 00410 N00373 E00277 Z00048                                         
A1999011211322887 031 265135 136 1404169 2464688235560D59V5112  8332è¨ä}å¥èîìáêºï˚â´          5K
3590000 121134135 2 18 34196 00092 N00055 E00074 Z00036                                         
3590001 121133300 2 18 34197 00100 N00061 E00100 Z00023                                         
3200000 121135126 1 05 35187 00069 N00067 E00052 Z00045                                         
3314030 121136246 1 06 36291 00012 N00011 E00009 Z00006                                         
3314930 121136232 1 05 36254 00009 N00007 E00009 Z00003                                         
A1999011220584486 002 385287 009 1410076 011 104605729V   5112  2 50ã{èÈåßñkïî                1K
2205200 122058471 2 16 58484 00126 N00122 E00087 Z00058                                         
A1999011222095039 025 390490 066 1433509 129 36     49D53V5211  2 63éOó§â´                   10K
2020431 122211230 1 05 ///// 00011 N///// E///// Z/////                                         
2020730 122211250 1 05 ///// 00010 N///// E///// Z/////                                         
