A1969010107521747 023 341354 056 1350783 076  630102      5711  5190ãIà…êÖìπ                  1S
5500000 010752000 1 // ///// ///// N///// E///// Z/////                                         
A1969010116283165 017 362607 058 1380631 102  0     42J   5213  4145í∑ñÏåßíÜïî                4K
4210170 011628    3 // ///// ///// N///// E///// Z/////                                         
4200000 011628372 2 // ///// ///// N///// E///// Z/////                                         
4200001 011628344 2 // ///// ///// N///// E///// Z/////                                         
4210000 011628362 1 // ///// ///// N///// E///// Z/////                                         
A19690101162856   99  3633   99  13812   99   0            8 1      è⁄ç◊ïsñæ                  1N
4200001 01162856  1 // ///// ///// N///// E///// Z/////                                         
A1969010116342669 010 362578 034 1380754 047  0     41J   5212  4145í∑ñÏåßíÜïî                4K
4200000 011634320 2 // ///// ///// N///// E///// Z/////                                         
4200001 011634260 2 // ///// ///// N///// E///// Z/////                                         
4210170 011634    2 // ///// ///// N///// E///// Z/////                                         
4210000 011634315 1 // ///// ///// N///// E///// Z/////                                         
A196901012005590  99  3633   99  13812   99   0            8 1      è⁄ç◊ïsñæ                  1N
4200001 012005590 1 // ///// ///// N///// E///// Z/////                                         
A196901020106112  99  3633   99  13812   99   0            8 1      è⁄ç◊ïsñæ                  1N
4200001 020106112 1 // ///// ///// N///// E///// Z/////                                         
A196901020141201  99  3633   99  13812   99   0            8 1      è⁄ç◊ïsñæ                  1N
4200001 020141201 1 // ///// ///// N///// E///// Z/////                                         
A1969010221365232 020 350713 060 1353562 086 145432039J   5111  5183ãûìsï{ìÏïî                1K
5110300 022136564 1 // ///// ///// N///// E///// Z/////                                         
A196901022156     99  3244   99  13016   99   0            8 1      è⁄ç◊ïsñæ                  1N
7321701 022156    1 // ///// ///// N///// E///// Z/////                                         
A196901022339026  99  3633   99  13812   99   0            8 1      è⁄ç◊ïsñæ                  1N
4200001 022339026 1 // ///// ///// N///// E///// Z/////                                         
A1969010303070769 024 420298 097 1423063 101 701132345D   5112  1 30âYâÕâ´                    2K
1520000 030307185 2 // ///// ///// N///// E///// Z/////                                         
1560000 030307261 1 // ///// ///// N///// E///// Z/////                                         
A196901031508575  99  3633   99  13812   99   0            8 1      è⁄ç◊ïsñæ                  1N
4200001 031508575 1 // ///// ///// N///// E///// Z/////                                         
A1969010411343078 031 404871 131 1421245 276 58     41J   5212  2 60ê¬êXåßìåï˚â´              1K
2020000 041134435 2 // ///// ///// N///// E///// Z/////                                         
A1969010413380277 048 331815 292 1323182 309 35           5711  6235à§ïQåßìÏó\                1S
6220000 041338000 1 // ///// ///// N///// E///// Z/////                                         
A1969010423020950 036 345577 140 1400695 133 896831440D   5111  3108êÁótåßìÏìåâ´              2K
3420000 042302229 1 // ///// ///// N///// E///// Z/////                                         
3600300 042302258 1 // ///// ///// N///// E///// Z/////                                         
A1969010508042716 017 362680 055 1380596 098  0           5211  4145í∑ñÏåßíÜïî                2K
4200000 050804325 1 // ///// ///// N///// E///// Z/////                                         
4200001 050804296 1 // ///// ///// N///// E///// Z/////                                         
A196901052011249  99  3633   99  13812   99   0            8 1      è⁄ç◊ïsñæ                  1N
4200001 052011249 1 // ///// ///// N///// E///// Z/////                                         
A1969010610014615 013 325175 068 1304622 055  823213      5111  7269åFñ{åßåFñ{ínï˚            1K
7415370 061001    1 // ///// ///// N///// E///// Z/////                                         
