A199301011038273  05  38504  10  142344  20  193 38 37V   1111  2 65ã{èÈåßâ´                  1K
2110000 011038502 1 // ///// ///// N///// E///// Z/////                                         
A199301011719410  04  38534  08  142346  17  280 31 46V   1111  2 65ã{èÈåßâ´                  5K
2020000 011720012 1 // ///// ///// N///// E///// Z/////                                         
2100000 011719573 1 // ///// ///// N///// E///// Z/////                                         
2110000 011719546 1 // ///// ///// N///// E///// Z/////                                         
2120000 011720052 1 // ///// ///// N///// E///// Z/////                                         
2220500 011720000 1 // ///// ///// N///// E///// Z/////                                         
A199301021301302  04  39384  07  142036  30  458 24 31V   1111  2 62ä‚éËåßâ´                  1K
2100000 021301037 1 // ///// ///// N///// E///// Z/////                                         
A199301022056421  01  32466  06  130292  05   66 33 36J35V1111  7269óLñæäC                    1K
7321701 022056000 1 // ///// ///// N///// E///// Z/////                                         
A199301041057598  02  24152  10  123379  07   99 37 26V   1111  7290êºï\ìáïtãﬂ                1K
8070070 041058000 1 // ///// ///// N///// E///// Z/////                                         
A199301051031590  04  38581  07  142315  19  292 30 51J54V1113  2 65ã{èÈåßâ´                  5K
2110000 051032117 3 // ///// ///// N///// E///// Z/////                                         
2120000 051032217 3 // ///// ///// N///// E///// Z/////                                         
2100000 051032133 2 // ///// ///// N///// E///// Z/////                                         
2220500 051032186 2 // ///// ///// N///// E///// Z/////                                         
2020000 051032029 1 // ///// ///// N///// E///// Z/////                                         
A199301051745281  01  36451  05  139481  05  119 30 29V   1111  3 84ì»ñÿåßñkïî                1K
3100000 051745000 1 // ///// ///// N///// E///// Z/////                                         
A199301060620455  03  36373  06  141270  16  426 40 47J44V1111  3111àÔèÈåßâ´                  2K
3000000 060621012 1 // ///// ///// N///// E///// Z/////                                         
3010200 060621000 1 // ///// ///// N///// E///// Z/////                                         
A199301060810260  02  36061  05  139547  08  572 25 39J35V1112  3 88àÔèÈåßìÏïî                3K
3010200 060810000 2 // ///// ///// N///// E///// Z/////                                         
3000000 060810385 1 // ///// ///// N///// E///// Z/////                                         
3500000 060810375 1 // ///// ///// N///// E///// Z/////                                         
A199301061425376  01  34074  04  135078  03  104 15 28V   1111  5190ãIà…êÖìπ                  1K
5500000 061425402 1 // ///// ///// N///// E///// Z/////                                         
A199301071049053  01  31524  04  131013  06  140 20 34V   1111  7277ã{çËåßìÏïîéRâàÇ¢          1K
7630000 071049000 1 // ///// ///// N///// E///// Z/////                                         
A199301080236154  04  24281  19  123506  09   4     12V   1211  7290êºï\ìáïtãﬂ                1K
8070070 080236000 1 // ///// ///// N///// E///// Z/////                                         
A199301080238303  01  24236  07  123485  04   59 13 18V   1111  7290êºï\ìáïtãﬂ                1K
8070070 080238000 1 // ///// ///// N///// E///// Z/////                                         
A199301080245207  01  24234  05  123484  03   70 10 21V   1112  7290êºï\ìáïtãﬂ                1K
8070070 080245000 2 // ///// ///// N///// E///// Z/////                                         
A199301080247125  01  24237  07  123482  03   78 12 19V   1113  7290êºï\ìáïtãﬂ                1K
8070070 080247000 3 // ///// ///// N///// E///// Z/////                                         
A199301080328377  01  24236  05  123483  03   72 10 25V   1111  7290êºï\ìáïtãﬂ                1K
8070070 080328000 1 // ///// ///// N///// E///// Z/////                                         
A199301080338293  01  24239  05  123484  02   68 09 16V   1111  7290êºï\ìáïtãﬂ                1K
8070070 080338000 1 // ///// ///// N///// E///// Z/////                                         
A199301080340065  01  24235  06  123482  03   56 11 15V   1111  7290êºï\ìáïtãﬂ                1K
8070070 080340000 1 // ///// ///// N///// E///// Z/////                                         
A199301080353     99  2423   99  12345   99   0            8 1      è⁄ç◊ïsñæ                  1N
8070070 080353000 1 // ///// ///// N///// E///// Z/////                                         
A199301080758     99  2423   99  12345   99   0            8 1      è⁄ç◊ïsñæ                  1N
8070070 080758000 1 // ///// ///// N///// E///// Z/////                                         
A199301080827     99  2423   99  12345   99   0            8 1      è⁄ç◊ïsñæ                  1N
8070070 080827000 1 // ///// ///// N///// E///// Z/////                                         
A199301080834468  02  24273  11  123483  04   53 21       1111  7290êºï\ìáïtãﬂ                1K
8070070 080834000 1 // ///// ///// N///// E///// Z/////                                         
A199301080840149  01  24226  06  123484  03   68 12 16V   1112  7290êºï\ìáïtãﬂ                1K
8070070 080840000 2 // ///// ///// N///// E///// Z/////                                         
A199301081450017  02  24296  11  123442  05   48 33 13V   1111  7290êºï\ìáïtãﬂ                1K
8070070 081450000 1 // ///// ///// N///// E///// Z/////                                         
A199301081619263  05  38539  09  142321  21  208 34 47J48V1112  2 65ã{èÈåßâ´                  5K
2110000 081619039 2 // ///// ///// N///// E///// Z/////                                         
2020000 081619058 1 // ///// ///// N///// E///// Z/////                                         
2100000 081619042 1 // ///// ///// N///// E///// Z/////                                         
2120000 081619050 1 // ///// ///// N///// E///// Z/////                                         
2220500 081619456 1 // ///// ///// N///// E///// Z/////                                         
A199301081938136  01  24260  08  123484  04   47 18 13V   1111  7290êºï\ìáïtãﬂ                1K
