A1997010118352309 007 352759 026 1362003 028 120718332V   1111  5197滋賀県北部                1K
5000000 011835285 1 07 35320 00030 N00029 E00019 Z00018                                         
A1997010203535586 011 415358 036 1405855 069  92514627V   1111  1 16渡島地方東部              1K
1060001 020353577 1 11 53591 00408 N00350 E00364 Z00219                                         
A1997010208192743 084 280805 246 1301346 407 27     34V   1211  7296奄美大島近海              1K
7780800 020819341 1 05 19341 00034 N00019 E00018 Z00032                                         
A1997010220114702 013 352861 069 1354583 0563594011648D48V1111  5181福井県嶺南                2K
2503101 022013508 1 06 13536 00033 N00017 E00032 Z00007                                         
2510900 022014018 1 12 14033 00085 N00070 E00066 Z00027                                         
A1997010309565650 036 240033 184 1233489 084 262122940V   1111  7290西表島付近                1K
8070070 030957057 1 14 57128 00088 N00086 E00046 Z00032                                         
A1997010319165299 033 303250 132 1305246 173 128833632V   1111  7298種子島近海                1K
7760001 031916560 1 07 16592 00037 N00036 E00035 Z00028                                         
A1997010421315247 007 334878 026 1311075 029 105516639V   1112  6243周防灘                    4K
7111400 042131560 2 16 31586 00495 N00455 E00263 Z00134                                         
7020000 042132011 1 08 32026 00026 N00023 E00014 Z00016                                         
7020100 042131566 1 12 31587 00054 N00034 E00049 Z00039                                         
7500000 042131571 1 09 32005 00101 N00097 E00091 Z00047                                         
A1997010423005732 011 334897 035 1311010 049  81527625V   1111  6243周防灘                    1K
7111400 042301009 1 06 01034 00128 N00102 E00090 Z00057                                         
A1997010519341794 077 243759 258 1222297 335 30     51V54d1211  8311台湾付近                  3K
8060000 051934312 1 14 34399 00040 N00037 E00028 Z00033                                         
8060001 051934296 1 13 34384 00031 N00027 E00028 Z00020                                         
8070070 051934508 1 06 35036 00026 N00024 E00016 Z00008                                         
A1997010608215488 012 361213 043 1400693 073 530718737V40d1112  3 88茨城県南部               20K
3000200 060822069 2 17 22152 00199 N00153 E00160 Z00031                                         
3010200 060822032 2 19 22090 00392 N00213 E00321 Z00211                                         
3015600 060822045 2 19 22110 00140 N00103 E00087 Z00065                                         
3100070 060822085 2 17 22195 00108 N00097 E00065 Z00052                                         
3110100 060822076 2 15 22167 00171 N00147 E00139 Z00032                                         
3110200 060822053 2 17 22123 00250 N00240 E00167 Z00046                                         
3111400 060822112 2 15 22114 00119 N00066 E00111 Z00050                                         
2503101 060822225 1 05 22232 00030 N00018 E00029 Z00007                                         
3000000 060822055 1 09 22129 00066 N00057 E00064 Z00032                                         
3003170 060822139 1 09 22147 00067 N00038 E00062 Z00036                                         
3010000 060822036 1 11 22036 00166 N00066 E00078 Z00166                                         
3015400 060822047 1 08 22120 00043 N00030 E00039 Z00030                                         
3100000 060822101 1 06 22215 00032 N00029 E00023 Z00022                                         
3110000 060822127 1 06 22129 00066 N00058 E00052 Z00019                                         
3113600 060822119 1 10 22152 00085 N00066 E00056 Z00025                                         
3200700 060822147 1 06 22254 00049 N00035 E00046 Z00012                                         
3201300 060822198 1 06 22191 00049 N00036 E00043 Z00014                                         
3215300 060822133 1 07 22129 00051 N00048 E00035 Z00051                                         
3300800 060822123 1 08 22144 00037 N00031 E00037 Z00014                                         
3403400 060822100 1 06 22162 00054 N00045 E00041 Z00017                                         
A1997010718025448 020 421684 086 1425803 095 655225348D48V1113  1 11日高地方東部             14K
1520000 071803053 3 32 03140 00335 N00307 E00320 Z00088                                         
1570400 071803050 3 27 03127 00402 N00390 E00367 Z00221                                         
1510300 071803099 2 20 03232 00079 N00062 E00069 Z00016                                         
1560500 071803066 2 15 03150 00096 N00069 E00085 Z00052                                         
1020000 071803265 1 05 03357 00020 N00016 E00016 Z00015                                         
1460100 071803324 1 06 03369 00021 N00016 E00019 Z00007                                         
1520200 071803066 1 14 03172 00041 N00041 E00027 Z00030                                         
1560000 071803125 1 13 03213 00046 N00043 E00038 Z00026                                         
1560300 071803190 1 10 03232 00030 N00028 E00024 Z00022                                         
1560800 071803167 1 13 03270 00067 N00050 E00044 Z00060                                         
1610000 071803336 1 13 03348 00052 N00044 E00035 Z00032                                         
1610002 071803157 1 12 03272 00056 N00052 E00038 Z00022                                         
1610200 071803300 1 06 03400 00020 N00019 E00015 Z00007                                         
1660000 071803514 1 06 03529 00022 N00019 E00018 Z00011                                         
A1997010814351950 016 335113 067 1352502 056 586919632D37V1111  5191和歌山県北部              3K
5500400 081435295 1 05 35363 00064 N00059 E00060 Z00025                                         
5510100 081435324 1 10 35415 00060 N00054 E00047 Z00040                                         
5510800 ///////// 1 // ///// ///// N///// E///// Z/////                                         
A1997010822362921 004 350923 020 1353109 023 147710340D42V1112  5183京都府南部               20K
5110300 082236340 2 23 36377 00303 N00193 E00288 Z00109                                         
5111200 082236339 2 20 36356 00212 N00194 E00095 Z00106                                         
5310610 082236463 2 16 36469 00074 N00068 E00035 Z00054                                         
5314000 082236354 2 15 36393 00120 N00082 E00070 Z00071                                         
4010600 082236368 1 09 36415 00037 N00036 E00024 Z00018                                         
5010001 082236367 1 09 36366 00092 N00082 E00062 Z00092                                         
5010100 082236300 1 07 36460 00042 N00033 E00034 Z00028                                         
5100000 082236364 1 05 36415 00073 N00054 E00072 Z00016                                         
5100100 082236363 1 05 36410 00043 N00032 E00034 Z00037                                         
5111100 082236380 1 09 36418 00096 N00095 E00053 Z00062                                         
5113500 082236331 1 09 36358 00164 N00112 E00122 Z00085                                         
5202700 082236363 1 10 36416 00059 N00058 E00049 Z00023                                         
5310110 082236446 1 08 36450 00032 N00026 E00027 Z00015                                         
5310310 082236499 1 11 36501 00043 N00031 E00039 Z00019                                         
5310700 082236473 1 08 36476 00035 N00033 E00024 Z00008                                         
5311400 082236435 1 07 36525 00068 N00037 E00064 Z00032                                         
5311610 082236402 1 07 36407 00029 N00020 E00027 Z00012                                         
5311700 082236394 1 09 36397 00050 N00037 E00033 Z00041                                         
5312100 082236416 1 07 36421 00035 N00028 E00031 Z00014                                         
5400000 082236406 1 06 36486 00039 N00032 E00027 Z00028                                         
A1997010908460186 016 334611 056 1391869 059 228820432V   1111  3104三宅島近海                1K
3570001 090846101 1 05 46159 00036 N00035 E00026 Z00015                                         
A1997010914184491 014 340708 050 1350716 053 100531625V   1111  5190紀伊水道                  1K
5500300 091418464 1 08 18474 00112 N00059 E00110 Z00058                                         
A1997010915364473 044 262891 141 1425464 238 82     46V   1211  8333父島近海                  2K
3590000 ///////// 1 // ///// ///// N///// E///// Z/////                                         
3590001 ///////// 1 // ///// ///// N///// E///// Z/////                                         
A1997010916134054 020 333747 088 1352026 069 136531027V   1111  5207和歌山県南方沖            1K
5510200 091613422 1 05 13435 00109 N00057 E00099 Z00053                                         
A1997011007461513 022 284552 118 1283893 211142     44V   1211  7285奄美大島北西沖            2K
7780800 100747030 1 05 47043 00019 N00011 E00018 Z00005                                         
7780900 100746546 1 06 46556 00020 N00012 E00016 Z00011                                         
A1997011013185977 027 281460 140 1285700 185 30     34V   1211  7296奄美大島近海              1K
7780900 101319161 1 05 19169 00031 N00022 E00020 Z00015                                         
A1997011104195691 027 430680 093 1455336 133 800924452D53V1113  1 27根室半島南東沖           21K
1610200 110420151 3 25 20293 00207 N00190 E00181 Z00067                                         
1650000 110420157 3 25 20311 00431 N00268 E00431 Z00187                                         
1660000 110420134 3 29 20263 00326 N00302 E00280 Z00205                                         
1400500 110420198 2 17 20202 00086 N00070 E00043 Z00086                                         
1550300 110420240 2 18 20460 00078 N00078 E00060 Z00023                                         
1560300 110420500 2 15 21007 00054 N00046 E00042 Z00033                                         
1560800 110420262 2 20 20481 00102 N00089 E00054 Z00074                                         
1600000 110420180 2 17 20346 00119 N00087 E00095 Z00077                                         
1610000 110420100 2 24 20345 00182 N00150 E00166 Z00149                                         
1650200 110420164 2 16 20323 00106 N00088 E00103 Z00051                                         
1670000 110420096 2 20 20191 00185 N00174 E00140 Z00078                                         
1400300 110420246 1 14 20445 00032 N00022 E00030 Z00015                                         
1460100 110421260 1 05 21287 00018 N00017 E00015 Z00006                                         
1510300 110421138 1 11 21194 00031 N00026 E00022 Z00007                                         
1520000 110420505 1 14 21105 00053 N00021 E00052 Z00007                                         
1560000 110420322 1 08 20564 00026 N00020 E00023 Z00014                                         
1560500 110420520 1 06 20546 00030 N00020 E00022 Z00014                                         
1570400 110420468 1 12 20590 00059 N00048 E00057 Z00016                                         
1610002 110420331 1 13 20445 00055 N00041 E00048 Z00027                                         
2020000 ///////// 1 // ///// ///// N///// E///// Z/////                                         
2021500 ///////// 1 // ///// ///// N///// E///// Z/////                                         
