N.SDM         1383443355205 976
N.SHJH        1383651352974 977
N.SIZ         1381959350689 978
N.SMB         1382882352514 979
N.SSN         1384841351593 980
N.SSW         1380778360653 981
N.ST1H        1395510343574 982
N.ST2H        1395036344438 983
N.ST3H        1393861344790 984
N.ST4H        1393427345359 985
N.ST5H        1392528345648 986
N.ST6H        1392267350580 987
N.TOE         1374325350489 988
N.TR2         1385303353091 989
N.TYMH        1395071345848 990
N.YMI         1392618360305 991
N.YMK         1390358352941 992
N.YRO         1400918351720 993
N.YSK         1394178351266 994
N.YST         1401217361537 995
GS.KNG        1382594345948 996
N.YFT         1393754352225 997
N.OTR2        1375394364934 998
N2NJM         1391697342542 999
N2OHR         13941253621591000
HU.RBN        14058144527331001
HU.TNK        14204764446681002
HU.TOI        14140734413481003
HU.HRK        14307494328131004
HU.NBT        14423204338101005
HU.RUS        14514624406401006
HU.URH        14340204255721007
HU.MYR        14317014217681008
HU.MUJ        14234924217131009
HU.HIC        14227294253571010
HU.HAM        14122764336931011
HU.HSS        14113734258031012
HU.SKB        14301974314451013
HU.OKT        13930344211501014
HU.ESH        14100454153201015
HU.MOS        13922764130471016
HU.MSK        14119834305241017
HU.SRK        14010444124781018
HU.TMU        14256844321041019
HU.OKS        13928704204961020
HU.RBS        14102074516671022
HU.TUR        14118874424971023
HU.AIB        14238544354551024
HU.KNP        14342494345761025
HU.SYJ        14028984321971026
HU.AKK        14450384301151027
HU.IWN        14302544240381028
HU.KMU        14257814214481029
HU.MSN        14232254225541030
HU.STD        14143674335081031
HU.AKA        14058904313931032
HU.IMG        14008424223561033
HU.KIW        13924954210001034
HU.KKJ        14010344146801035
HU.GAM        14001714128941036
HU.TES        14423934329141037
HU.OON        14035334155301038
HU.NMR        14544294322051039
HU.ERM        14309204201061041
HU.MSR        14216264422011042
HU.ODT        14512704333251043
HU.HTU        14519494312451044
HU.MED        14115524308691045
HU.NKN        14126564308211046
HU.STZ        14127664258241047
HU.KMI        13956054208141048
HU.ASA        14235574407141049
HU.NNB        14104154225571050
HU.NTK        14302134218591051
HU.TKD        14255854314331052
M.KOB1        14423674141221053
M.KOB2        14503374156451054
M.KOB3        14448644215171055
HU.NIT        14430174329861056
HU.KUT        14420314332441057
HU2MSR        14216124422011058
HU2MSN        14232284225501059
HU.MDD        14437764340341060
HU3MSN        14229104225911061
HU.MSU        14430634333241062
HU.NUK        14311474322021063
HU.MUD        14241924222671064
HU.NER        14204954448731065
HU2MOS        13922894130541066
HU2RUS        14514574406371067
HU2NUK        14311604321971068
HU2ODT        14512704333311069
HU.MTD        13920684129871070
TU.OGA        13946533954051101
TU.NIB        14015613948401102
TU.HOJ        14010243920561103
TU.SNR        14145413906521104
TU.KWT        14045393845351105
TU.TB2        13933203911881106
TU.YMZ        14014673655631107
TU.IWK        14052673713471108
HR.MMA        14024604109671109
HR.HRD        14028424035211110
TU.KG2        14133703923351111
TU.SKT        13956803855201112
TU.HS5        14134804024891113
TU.MR3        14025343829881114
TU.MY3        14158603935591115
TU.FUT        14012734008961116
TU.SAW        14046113924351117
TU.HMK        14114373951051118
TU.ATM        13939523834071119
TU.KMF        14041833812831120
TU.SBT        13927033758111121
TU.KTA        14053523741801122
TU.KNY        13933333724191123
TU.MAI        13955293713231124
HR.TMR        14123034106051125
TU.SAD        13830153819171126
TU.WYG        14107183844541127
TU.FD2        14151294000711128
TU.FKU        13954704038061129
TU.HD3        14124884122001130
TU.IW3        14006653933311131
TU.EN3        14135863823871132
TU.SWU        14047343929341133
HR.IWS        13957414028721134
TU.HSK        14134774024881135
TU.MYK        14158843935561136
TU.AOB        14050613815031137
E.SOB1        14314353910001141
E.SOB2        14259063912181142
E.SOB3        14229883914711143
TU.GJM        14006753957291145
TU.TAZ        14039063936861146
TU.KSN        14131803858591147
TU.SN3        14145823908411148
TU.KN5        14134963816581149
TU.NSK        14032523943871150
TU.DIT        14125323903841151
TU.KRS        14109013915971152
TU.AT2        13939513834331153
LG.SBG        14116364038461154
LG.UTB        14057054026551155
LG.OAT        14047944037781156
LG.IKM        14059004129001157
LG.NKD        14117544023691158
E.IMT1        14043233905691159
E.IMT2        14059223905201160
E.IMT3        14051323853021161
TU.UGI        14053073848241162
TU.GNY        14042963851581163
TU.GTO        14054473914371164
TU.ISB        14054313906971165
E.TAIW        14051993827121166
HU.P01        14105243949531167
KU.PKU        14103503839441168
DP.HIZ        14112933848761169
NU.TP1        14147453937591170
TU5KNQ        14134963816581171
HR2HRD        14028444035291172
TU.AO5        14050663815131173
TU2KNY        13933343724221174
N.TYO         14033733607131201
N.ISS         13911083618851202
N.NGO         13853263725631203
N.ANJ         13703403455911204
N.HAZ         13706343447311205
N.HOU         13737463500011206
N.KSG         13626083525071207
N.SYK         13656873603921208
N.TKR         13932123548171209
N.TKN         13652583453321210
N.NUK         13717963455141211
N.TYH         13723413439861212
N.TKT         13647643530231213
N.YOK         13627383459101214
N.OYM         13617013445971215
N.WAT         13635203421191216
N.FRK         13711903614691217
N.ASH         13724233513161222
N.KGI         13703423518351223
N.NEO         13636813537951224
N.URS         13622153432831225
GI.OMA        13813623436201226
M.HOBS        13913483500181227
DP.TDO        13858443723331229
DP.OJK        13849253715361230
DP.YMK        13855143718241231
DP.OSK        13649373608381232
OK.KOM        13901983513211233
OK.OWD        13901123514781234
OK.KIN        13900643516721235
OK.MHK        13901893511911236
OK.KZR        13859913514451237
OK.KZY        13901893515531238
OK.TNM        13905413514891239
OK.SSN        13856523513321240
E.AKIS        13649893715771241
E.ATRG        13648583708711242
KU.MUY        13645193720731243
KU.MSD        13643943716151244
E.NSYM        13839323728021245
GS.ICU        13608283354011246
GI.TSK        14005403606041247
GS.MYM        13610893406751248
GS.TYS        13721483502441249
GS.ITA        13618773427181250
GS.ANO        13624103447231251
OK.YGW        13905393509991252
NU.MUR        13723543549511253
NU2NGR        13727063555431254
GS.NSZ        13706343450661255
GS3MYM        13610903406751256
DP.YKE        13734003615501263
DP2FMJ        13649623631241264
E3DDR         13911393600181265
DP2AMJ        13701563615241266
E2ASI         13751013607521267
E2MTU         13750193626591268
DP.ABU        13534243451791301
DP.TNJ        13512643502071302
DP.WTJ        13523913517131303
DP.KGM        13545783503751304
DP.OHM        13604833510621305
DP.KTN        13542153446491306
DP.IKD        13347413403781307
DP.ISI        13427333403631308
DP.SNT        13401063524821309
DP.OYT        13439793519501310
DP.MZT        13426523459391311
DP.TTT        13414113531071312
DP.QMT        13350793505501313
DP.KMJ        13630163622051314
DP.KAJ        13631513603111315
DP.AZJ        13619263528821316
DP.HKJ        13612583556441317
DP.KTJ        13719433616981318
DP.NRJ        13714113630961319
DP.NNJ        13657723659051320
DP.HRJ        13708283724051321
DP.MYO        13528063455711322
DP.YGI        13530543504281323
DP.KHK        13539573510841324
DP.BHO        13552203514871325
DP.UJT        13554293451121326
DP.RKO        13517943446021327
