station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
3420001,2,2009,06,06,14,53,05. ,16,00039
3420001,1,2009,06,10,13,07,09. ,05,00020
3420001,2,2009,06,29,06,13,36. ,15,00103
3420001,1,2009,08,06,06,33,36. ,08,00034
3420001,3,2009,08,09,19,56,44. ,31,00369
3420001,3,2009,08,11,05,07,28. ,29,00324
3420001,3,2009,08,13,07,49,29. ,29,00268
3420001,1,2009,08,13,07,53,20. ,05,00017
3420001,1,2009,08,13,10,54,12. ,06,00016
3420001,1,2009,08,13,18,11,40. ,08,00028
3420001,1,2009,08,21,08,51,41. ,06,00041
3420001,1,2009,09,01,21,02,59. ,06,00015
3420001,1,2009,09,04,11,30,52. ,09,00040
3420001,1,2009,09,26,15,08,03. ,14,00068
3420001,2,2009,12,15,17,54,43. ,15,00117
3420001,2,2009,12,17,23,45,48. ,19,00098
3420001,1,2009,12,18,02,30,18. ,05,00020
3420001,1,2009,12,18,05,42,00. ,13,00047
3420001,2,2009,12,18,08,45,54. ,21,00123
3420001,1,2009,12,18,20,49,25. ,14,00055
3420001,1,2009,12,19,00,53,39. ,11,00036
3420001,1,2009,12,19,22,10,04. ,05,00020
3420001,1,2009,12,24,07,22,51. ,05,00019
3420001,1,2009,12,24,09,27,04. ,09,00034
3420001,1,2010,01,17,15,06,34. ,06,00015
3420001,1,2010,01,21,02,59,48. ,06,00030
3420001,1,2010,02,15,23,32,43. ,08,00035
3420001,2,2010,02,17,04,59,45. ,21,00127
3420001,1,2010,02,18,10,17,35. ,07,00018
3420001,2,2010,03,14,17,10,10. ,16,00032
3420001,1,2010,03,16,07,30,52. ,11,00060
3420001,1,2010,05,03,19,30,12. ,06,00016
3420001,1,2010,06,06,07,20,01. ,06,00032
3420001,1,2010,06,13,12,34,23. ,09,00019
3420001,1,2010,07,23,06,07,09. ,05,00011
3420001,1,2010,09,18,10,50,07. ,08,00034
3420001,1,2010,09,27,02,55,29. ,07,00031
3420001,1,2010,11,05,19,14,26. ,05,00027
3420001,3,2010,11,30,12,27,35. ,29,00169
3420001,1,2010,12,06,03,20,32. ,08,00040
3420001,1,2010,12,22,02,23,00. ,14,00038
3420001,1,2011,01,13,06,36,35. ,06,00015
3420001,1,2011,01,25,14,25,21. ,09,00017
3420001,3,2011,02,05,10,56,28. ,29,00243
3420001,1,2011,02,08,12,22,16. ,10,00034
3420001,1,2011,02,24,07,15,44. ,06,00018
3420001,2,2011,02,26,04,12,46. ,23,00175
3420001,2,2011,03,09,11,48,00. ,16,00028
3420001,1,2011,03,10,03,18,40. ,11,00015
3420001,1,2011,03,10,06,26,13. ,12,00019
3420001,4,2011,03,11,14,49,30. ,44,00779
3420001,3,2011,03,11,14,50,30. ,34,00305
3420001,2,2011,03,11,14,53,30. ,23,00071
3420001,1,2011,03,11,14,55,30. ,11,00026
3420001,1,2011,03,11,14,56,30. ,13,00032
3420001,1,2011,03,11,14,58,30. ,07,00016
3420001,1,2011,03,11,15,04,30. ,09,00020
3420001,2,2011,03,11,15,08,30. ,23,00186
3420001,1,2011,03,11,15,07,30. ,09,00023
3420001,2,2011,03,11,15,09,30. ,15,00031
3420001,1,2011,03,11,15,11,30. ,13,00020
3420001,1,2011,03,11,15,14,30. ,11,00025
3420001,4,2011,03,11,15,16,30. ,38,00338
3420001,2,2011,03,11,15,19,30. ,16,00033
3420001,2,2011,03,11,15,20,30. ,17,00035
3420001,1,2011,03,11,15,21,30. ,12,00025
3420001,3,2011,03,11,15,27,30. ,25,00144
3420001,1,2011,03,11,15,26,30. ,12,00066
3420001,1,2011,03,11,15,29,30. ,12,00024
3420001,1,2011,03,11,15,30,30. ,08,00019
3420001,1,2011,03,11,15,32,30. ,05,00011
3420001,1,2011,03,11,15,34,30. ,11,00025
3420001,1,2011,03,11,15,36,30. ,07,00012
3420001,2,2011,03,11,15,57,30. ,16,00033
3420001,1,2011,03,11,16,00,30. ,10,00029
3420001,1,2011,03,11,16,14,30. ,09,00018
