station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
7133530,2,2002,11,04,13,36,25. ,15,00046
7133530,1,2003,05,31,03,58,54. ,06,00027
7133530,1,2003,09,01,16,22,55. ,06,00088
7133530,1,2004,09,06,10,03,44. ,10,00077
7133530,1,2004,11,04,03,13,39. ,06,00031
7133530,4,2005,03,20,10,53,54. ,39,01092
7133530,1,2005,03,20,11,40,23. ,09,00054
7133530,1,2005,03,20,11,50,24. ,11,00058
7133530,2,2005,03,20,20,08,45. ,15,00084
7133530,1,2005,03,20,20,38,37. ,13,00059
7133530,1,2005,03,21,06,17,21. ,08,00048
7133530,1,2005,03,21,15,37,50. ,06,00033
7133530,1,2005,03,21,23,59,45. ,12,00073
7133530,1,2005,03,22,15,55,54. ,13,00077
7133530,1,2005,03,24,23,39,04. ,07,00043
7133530,1,2005,03,25,03,43,39. ,05,00030
7133530,1,2005,03,25,21,03,43. ,08,00036
7133530,2,2005,04,01,21,52,30. ,20,00134
7133530,1,2005,04,06,08,00,13. ,07,00048
7133530,1,2005,04,10,20,34,57. ,05,00024
7133530,3,2005,04,20,06,11,37. ,34,00568
7133530,1,2005,04,20,06,23,07. ,13,00073
7133530,1,2005,04,20,06,45,10. ,10,00049
7133530,2,2005,04,20,09,09,54. ,24,00200
7133530,2,2005,05,02,01,24,14. ,20,00131
7133530,1,2005,05,31,11,05,33. ,05,00009
7133530,1,2005,06,03,04,17,14. ,12,00048
7133530,1,2005,07,05,05,10,24. ,12,00058
7133530,2,2005,10,02,00,29,29. ,17,00136
7133530,1,2005,12,31,22,27,17. ,06,00023
7133530,1,2006,01,31,00,20,03. ,06,00033
7133530,1,2006,03,27,11,50,58. ,10,00021
7133530,2,2006,06,12,05,01,48. ,22,00092
7133530,1,2006,07,11,03,09,38. ,11,00061
7133530,2,2006,09,26,07,04,19. ,15,00078
7133530,1,2007,06,06,23,43,10. ,07,00037
7133530,1,2007,06,07,20,51,01. ,08,00038
7133530,1,2008,03,31,03,45,46. ,05,00032
7133530,2,2008,09,03,23,32,13. ,22,00266
7133530,1,2009,06,04,21,05,06. ,12,00247
7133530,2,2009,06,09,01,19,06. ,19,00264
7133530,3,2009,06,25,23,04,00. ,32,00514
7133530,1,2009,06,25,23,24,39. ,06,00046
7133530,1,2009,06,25,23,45,55. ,12,00063
7133530,2,2009,06,27,04,15,45. ,15,00100
7133530,1,2009,07,04,13,50,41. ,09,00062
7133530,1,2009,08,17,20,40,31. ,09,00070
7133530,2,2009,08,31,21,11,46. ,17,00131
7133530,1,2009,09,16,21,38,10. ,12,00135
7133530,1,2009,09,17,02,10,16. ,11,00108
7133530,1,2009,09,29,00,12,14. ,08,00052
7133530,1,2010,05,13,20,01,44. ,06,00021
7133530,1,2011,02,05,22,16,29. ,14,00204
7133530,2,2011,03,23,20,16,50. ,17,00124
7133530,1,2011,10,05,23,33,46. ,09,00044
7133530,1,2012,12,17,04,24,52. ,07,00102
7133530,1,2013,06,04,00,04,18. ,07,00086
7133530,3,2014,03,14,02,07,10. ,25,00190
7133530,1,2014,08,29,04,15,32. ,11,00027
7133530,1,2014,11,17,19,38,19. ,08,00048
7133530,1,2015,05,27,16,11,25. ,09,00039
7133530,1,2015,07,11,04,23,33. ,05,00053
7133530,1,2015,07,13,02,52,25. ,14,00033
7133530,1,2015,08,21,16,55,14. ,05,00021
7133530,1,2015,08,26,07,52,30. ,05,00013
7133530,1,2015,12,28,20,08,06. ,05,00033
7133530,3,2016,04,14,21,26,49. ,30,00457
7133530,1,2016,04,14,21,42,49. ,05,00023
7133530,2,2016,04,14,22,08,10. ,18,00092
7133530,1,2016,04,14,22,22,44. ,13,00083
7133530,1,2016,04,14,22,39,09. ,09,00036
7133530,1,2016,04,14,23,28,36. ,06,00027
7133530,1,2016,04,14,23,30,20. ,11,00065
7133530,2,2016,04,14,23,43,57. ,17,00107
7133530,2,2016,04,15,00,04,02. ,21,00120
7133530,1,2016,04,15,00,06,47. ,10,00044
7133530,1,2016,04,15,00,34,43. ,05,00033
7133530,1,2016,04,15,01,53,26. ,12,00044
7133530,1,2016,04,15,02,15,01. ,08,00038
7133530,1,2016,04,15,05,11,00. ,10,00040
7133530,1,2016,04,15,07,30,17. ,05,00026
7133530,1,2016,04,15,15,28,13. ,05,00024
7133530,4,2016,04,16,01,25,20. ,38,00884
7133530,1,2016,04,16,01,27,20. ,12,00061
7133530,2,2016,04,16,01,30,30. ,20,00148
7133530,1,2016,04,16,01,34,44. ,08,00041
7133530,1,2016,04,16,01,37,05. ,06,00023
7133530,2,2016,04,16,01,44,23. ,22,00198
7133530,3,2016,04,16,01,46,08. ,30,00299
7133530,1,2016,04,16,01,57,22. ,05,00019
