station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
5803833,1,1998,04,22,20,33,48. ,05,00025
5803833,1,1998,05,23,04,50,12. ,08,00045
5803833,1,1999,03,16,16,44,22. ,06,00027
5803833,1,1999,04,17,17,31,18. ,14,00248
5803833,1,1999,10,30,06,26,18. ,08,00048
5803833,3,2000,10,06,13,30,31. ,30,00670
5803833,1,2000,10,08,13,18,11. ,06,/////
5803833,2,2001,01,12,08,00,14. ,16,00180
5803833,1,2001,01,20,05,20,01. ,06,00075
5803833,1,2001,01,24,00,03,58. ,07,00075
5803833,3,2001,03,24,15,28,19. ,26,00376
5803833,1,2001,08,25,22,21,56. ,06,00031
5803833,1,2001,10,12,19,08,32. ,06,00126
5803833,1,2002,09,16,10,10,59. ,12,00130
5803833,1,2003,12,13,12,32,44. ,09,00159
5803833,1,2004,09,05,19,07,55. ,10,00027
5803833,1,2004,09,05,23,58,21. ,13,00048
5803833,1,2005,02,14,00,22,32. ,06,00059
5803833,1,2005,03,20,10,55,32. ,12,00018
5803833,2,2006,06,12,05,02,38. ,17,00116
5803833,2,2007,04,26,09,03,18. ,15,00114
5803833,1,2008,03,14,20,06,10. ,05,00073
5803833,1,2008,04,17,00,58,46. ,06,00047
5803833,1,2009,04,11,23,51,00. ,07,00133
5803833,1,2009,09,12,11,01,59. ,08,00274
5803833,1,2009,09,13,00,33,10. ,05,00257
5803833,1,2011,06,04,01,57,59. ,07,00044
5803833,1,2011,07,05,19,19,26. ,07,00016
5803833,2,2011,11,21,19,16,49. ,16,00182
5803833,3,2013,04,13,05,33,33. ,28,00564
5803833,1,2013,11,20,10,58,02. ,08,00181
5803833,3,2014,03,14,02,07,27. ,27,00434
5803833,1,2015,02,14,16,18,15. ,08,00133
5803833,1,2016,01,01,00,47,38. ,14,00320
5803833,2,2016,04,16,01,27,00. ,16,00028
5803833,1,2016,10,21,12,12,32. ,06,00101
5803833,3,2016,10,21,14,07,31. ,31,00593
5803833,1,2016,10,21,14,30,15. ,09,00086
5803833,1,2016,10,21,14,50,31. ,07,00080
5803833,1,2016,10,21,14,53,26. ,13,00135
5803833,1,2016,10,21,15,02,49. ,08,00089
5803833,2,2018,04,09,01,32,54. ,17,00113
5803833,2,2018,06,18,07,58,57. ,20,00183
5803833,1,2018,06,26,17,00,34. ,08,00087
5803833,1,2019,11,26,15,09,51. ,05,00035
