station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
7780934,1,2012,07,29,23,56,47. ,06,00028
7780934,1,2012,08,12,15,33,20. ,10,00036
7780934,2,2012,09,09,01,48,41. ,16,00123
7780934,1,2012,09,20,09,26,32. ,10,00074
7780934,2,2012,12,03,23,29,40. ,15,00076
7780934,2,2012,12,16,06,02,17. ,17,00136
7780934,1,2013,01,05,13,12,21. ,09,00028
7780934,1,2013,01,08,20,03,37. ,11,00211
7780934,1,2013,01,11,06,22,24. ,13,00070
7780934,1,2013,01,28,05,58,18. ,10,00025
7780934,1,2013,01,31,18,05,23. ,06,00056
7780934,2,2013,02,26,01,01,15. ,21,00087
7780934,1,2013,03,03,16,02,45. ,09,00061
7780934,2,2013,03,06,05,33,26. ,15,00045
7780934,1,2013,03,22,08,52,49. ,06,00042
7780934,2,2013,06,21,16,31,17. ,20,00180
7780934,1,2013,06,25,18,57,42. ,07,00042
7780934,1,2013,07,24,20,54,41. ,10,00076
7780934,2,2013,10,03,13,14,02. ,21,00078
7780934,1,2013,11,16,03,58,20. ,14,00046
7780934,2,2013,11,19,17,30,26. ,18,00216
7780934,1,2014,01,10,23,28,11. ,09,00129
7780934,2,2014,01,17,07,56,15. ,23,00165
7780934,2,2014,02,02,15,05,59. ,15,00086
7780934,1,2014,02,21,22,13,33. ,10,00056
7780934,3,2014,03,03,05,11,58. ,26,00167
