station,intensity,year,month,day,hour,minute,intensity_equip,acceleration_max_comb
2502332,2,2011,06,09,19,38,18,00117
2502332,1,2011,06,11,07,36,05,00020
2502332,1,2011,06,12,05,09,11,00061
2502332,1,2011,06,12,17,10,07,00041
2502332,1,2011,06,14,05,59,05,00039
2502332,1,2011,06,18,13,39,11,00186
2502332,2,2011,06,18,20,31,23,00158
2502332,1,2011,06,19,04,10,06,00039
2502332,2,2011,06,20,03,58,20,00161
2502332,1,2011,06,25,16,06,08,00041
2502332,1,2011,06,30,19,23,06,00030
2502332,1,2011,07,03,02,11,12,00132
2502332,1,2011,07,04,20,00,11,00105
2502332,1,2011,07,07,00,15,13,00039
2502332,2,2011,07,08,03,35,23,00267
2502332,2,2011,07,10,09,57,18,00091
2502332,2,2011,07,15,21,01,16,00069
2502332,1,2011,07,16,14,18,07,00071
2502332,1,2011,07,19,10,39,08,00041
2502332,1,2011,07,22,10,36,05,00050
2502332,1,2011,07,23,03,00,05,00100
2502332,1,2011,07,23,13,35,06,00023
2502332,2,2011,07,25,03,51,22,00162
2502332,1,2011,07,29,10,59,06,00036
2502332,1,2011,07,29,23,54,14,00050
2502332,1,2011,07,30,12,16,07,00106
2502332,3,2011,07,31,03,54,33,00617
2502332,1,2011,08,01,13,29,07,00031
2502332,1,2011,08,02,10,46,05,00076
2502332,1,2011,08,02,13,39,12,00125
2502332,1,2011,08,05,20,16,06,00048
2502332,1,2011,08,07,12,35,09,00074
2502332,1,2011,08,11,22,32,06,00024
2502332,3,2011,08,12,03,22,28,00456
2502332,1,2011,08,15,15,27,10,00044
2502332,1,2011,08,16,19,16,11,00091
2502332,1,2011,08,17,20,45,08,00032
2502332,3,2011,08,19,14,36,25,00217
2502332,1,2011,08,22,06,40,10,00074
2502332,1,2011,08,22,07,06,07,00036
2502332,1,2011,08,22,20,24,08,00014
2502332,1,2011,08,22,21,21,08,00058
2502332,1,2011,08,23,00,26,06,00037
2502332,1,2011,08,23,07,05,07,00055
2502332,1,2011,08,23,17,27,06,00031
2502332,1,2011,08,27,11,35,05,00038
2502332,1,2011,08,30,03,22,07,00035
2502332,2,2011,08,30,19,41,15,00694
2502332,1,2011,09,07,02,55,11,00041
2502332,1,2011,09,08,22,38,09,00045
2502332,1,2011,09,10,15,00,10,00059
2502332,2,2011,09,15,17,00,19,00084
2502332,2,2011,09,21,22,31,19,00174
2502332,1,2011,09,23,04,59,12,00076
2502332,2,2011,09,26,14,39,16,00178
2502332,2,2011,09,26,17,20,15,00167
2502332,1,2011,09,29,19,05,14,00099
2502332,1,2011,09,30,15,35,05,00029
2502332,1,2011,10,01,06,37,05,00065
2502332,2,2011,10,10,11,46,18,00155
2502332,1,2011,10,19,16,05,06,00054
2502332,1,2011,10,19,22,46,06,00042
2502332,1,2011,10,20,06,14,10,00127
2502332,1,2011,10,20,06,21,09,00075
2502332,1,2011,10,25,12,54,06,00043
2502332,2,2011,10,26,02,09,16,00125
2502332,1,2011,11,03,19,35,06,00026
2502332,2,2011,11,20,10,23,18,00156
2502332,2,2011,11,20,10,25,17,00142
2502332,2,2011,11,24,04,24,15,00090
2502332,1,2011,11,26,09,16,09,00112
2502332,1,2011,11,28,23,33,08,00062
2502332,1,2011,12,05,10,02,06,00020
2502332,1,2011,12,19,02,20,08,00054
2502332,1,2011,12,22,05,10,14,00070
2502332,1,2011,12,25,12,37,07,00068
2502332,1,2011,12,27,11,25,10,00391
2502332,1,2011,12,31,08,11,08,00061
2502332,2,2012,01,01,14,30,19,00095
2502332,1,2012,01,03,03,29,06,00022
2502332,1,2012,01,07,19,43,13,00081
2502332,1,2012,01,09,16,11,09,00049
2502332,1,2012,01,09,17,50,11,00046
2502332,1,2012,01,12,10,40,07,00040
2502332,2,2012,01,12,12,21,24,00226
2502332,2,2012,01,23,20,45,22,00222
2502332,1,2012,01,28,14,21,07,00031
2502332,1,2012,02,05,08,59,08,00047
2502332,1,2012,02,06,07,06,08,00027
2502332,1,2012,02,08,21,02,06,00019
2502332,1,2012,02,14,12,28,14,00056
2502332,1,2012,02,14,15,22,14,00056
2502332,1,2012,02,18,23,20,08,00034
2502332,1,2012,02,19,14,55,13,00105
2502332,2,2012,02,28,14,21,15,00105
2502332,2,2012,02,29,18,00,15,00106
2502332,2,2012,03,01,07,32,19,00175
2502332,2,2012,03,10,02,25,22,00218
2502332,1,2012,03,14,18,10,05,00021
2502332,2,2012,03,14,21,05,16,00066
2502332,1,2012,03,16,04,20,06,00028
2502332,1,2012,03,17,20,24,08,00056
2502332,1,2012,03,17,22,48,06,00033
2502332,1,2012,03,25,22,23,14,00073
2502332,1,2012,03,27,20,02,11,00016
2502332,1,2012,03,30,13,38,09,00046
2502332,2,2012,04,01,23,04,22,00308
2502332,1,2012,04,12,20,20,11,00049
2502332,2,2012,04,12,23,51,20,00093
2502332,2,2012,04,13,19,10,21,00150
2502332,1,2012,04,13,21,12,09,00043
2502332,1,2012,04,14,17,46,08,00044
2502332,1,2012,04,19,12,33,09,00038
2502332,1,2012,04,25,05,22,05,00024
2502332,1,2012,04,26,05,45,05,00030
2502332,1,2012,04,29,19,29,05,00019
2502332,1,2012,04,29,21,17,09,00052
2502332,1,2012,05,08,04,00,09,00037
2502332,1,2012,05,18,17,19,09,00074
2502332,1,2012,05,29,01,37,07,00030
2502332,1,2012,05,31,14,49,07,00038
2502332,1,2012,06,01,17,48,12,00070
2502332,1,2012,06,17,16,13,08,00054
2502332,1,2012,06,18,05,33,08,00025
2502332,1,2012,06,21,08,56,07,00057
2502332,1,2012,06,28,13,55,06,00032
2502332,2,2012,06,28,14,52,21,00223
2502332,1,2012,07,06,02,04,14,00172
2502332,1,2012,07,06,02,53,07,00083
2502332,1,2012,07,16,04,31,07,00059
2502332,1,2012,07,26,15,00,12,00170
2502332,1,2012,08,03,22,20,07,00050
2502332,1,2012,08,07,13,19,10,00038
2502332,1,2012,08,17,20,37,13,00092
2502332,1,2012,08,20,20,43,06,00022
2502332,2,2012,08,21,01,43,22,00165
2502332,2,2012,08,26,03,37,17,00123
2502332,1,2012,08,28,22,55,05,00017
2502332,1,2012,08,30,04,05,10,00047
2502332,1,2012,08,31,23,26,11,00061
2502332,1,2012,09,30,22,39,06,00082
2502332,1,2012,10,02,03,41,08,00037
2502332,1,2012,10,02,06,27,11,00063
