station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
1410320,1,2006,06,13,11,41,06. ,06,00037
1410320,1,2007,02,17,09,03,56. ,08,00014
1410320,1,2007,04,19,00,08,24. ,05,00031
1410320,1,2007,04,27,01,38,36. ,11,00058
1410320,1,2007,07,16,23,21,33. ,09,00023
1410320,1,2008,06,26,08,38,08. ,05,00021
1410320,2,2008,07,24,00,28,20. ,21,00142
1410320,2,2008,09,11,09,21,48. ,17,00037
1410320,1,2009,01,11,14,57,46. ,11,00068
1410320,1,2009,02,28,09,36,43. ,05,00020
1410320,1,2009,03,12,17,41,18. ,10,00138
1410320,1,2009,03,20,15,52,54. ,08,00027
1410320,1,2009,06,05,12,31,35. ,06,00016
1410320,2,2009,11,19,00,23,58. ,16,00210
1410320,1,2009,12,26,10,16,39. ,07,00110
1410320,1,2010,01,15,03,47,06. ,07,00034
1410320,1,2010,04,09,03,42,10. ,05,00037
1410320,1,2010,07,08,21,24,06. ,10,00055
1410320,1,2010,10,14,22,59,37. ,11,00069
1410320,2,2011,03,11,14,49,50. ,20,00054
1410320,1,2011,03,11,15,10,37. ,10,00021
1410320,2,2011,03,11,15,28,20. ,19,00102
1410320,2,2011,04,07,23,35,10. ,16,00103
1410320,1,2011,06,14,21,49,39. ,08,00017
1410320,2,2011,06,23,06,52,34. ,15,00045
1410320,1,2011,06,25,02,40,20. ,05,00028
1410320,1,2011,07,10,09,59,34. ,09,00040
1410320,1,2011,08,22,09,07,39. ,13,00074
1410320,1,2011,11,24,19,26,29. ,12,00048
1410320,1,2012,03,11,17,33,42. ,12,00085
1410320,1,2012,03,14,18,09,28. ,14,00070
1410320,1,2012,05,24,00,03,37. ,07,00018
1410320,2,2012,07,22,13,42,37. ,15,00066
1410320,1,2012,08,22,10,33,46. ,11,00053
1410320,3,2012,08,25,23,16,43. ,25,00319
1410320,2,2012,12,07,17,20,50. ,19,00128
1410320,3,2013,02,02,23,17,57. ,31,00557
1410320,1,2013,04,19,12,08,39. ,05,00015
1410320,1,2013,07,16,23,09,53. ,05,00033
1410320,1,2013,10,26,02,13,03. ,10,00041
1410320,1,2014,04,21,16,47,31. ,06,00047
1410320,1,2014,08,10,12,44,32. ,08,00030
1410320,1,2015,03,25,09,35,09. ,08,00045
1410320,1,2015,06,04,04,34,29. ,12,00071
1410320,2,2015,08,14,13,44,05. ,16,00075
1410320,2,2016,01,14,12,26,13. ,23,00167
1410320,1,2016,07,24,11,51,55. ,09,00040
1410320,1,2016,10,12,04,03,08. ,07,00032
1410320,1,2017,02,27,18,11,19. ,09,00034
1410320,1,2017,04,30,23,43,17. ,10,00056
1410320,1,2017,09,10,17,45,20. ,09,00033
1410320,1,2017,11,03,12,45,48. ,12,00074
1410320,1,2018,01,24,19,52,36. ,10,00024
1410320,1,2018,04,14,04,00,51. ,08,00018
1410320,1,2018,07,16,02,14,22. ,08,00042
1410320,2,2018,09,06,03,08,36. ,17,00071
1410320,2,2018,12,30,04,09,12. ,15,00092
1410320,1,2019,03,02,12,24,16. ,12,00036
1410320,1,2019,03,28,11,17,38. ,05,00037
1410320,2,2019,04,28,02,25,28. ,16,00086
1410320,2,2019,05,30,01,02,58. ,19,00320
1410320,3,2020,05,31,03,14,11. ,28,00189
