station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
7703934,2,2011,05,29,05,19,04. ,16,00080
7703934,1,2011,10,05,23,33,57. ,13,00034
7703934,2,2011,10,26,06,58,13. ,15,00102
7703934,1,2012,06,04,15,51,22. ,11,00041
7703934,4,2012,08,17,08,46,51. ,39,01135
7703934,1,2012,10,13,13,51,23. ,06,00044
7703934,1,2013,08,04,03,23,34. ,08,00049
7703934,1,2013,10,20,15,35,41. ,11,00044
7703934,1,2013,12,05,18,58,30. ,12,00078
7703934,2,2014,03,14,02,07,50. ,17,00045
7703934,1,2014,12,19,12,35,03. ,13,00071
7703934,2,2015,04,12,04,56,27. ,17,00119
7703934,2,2015,05,30,20,25,27. ,15,00035
7703934,2,2015,07,13,02,52,53. ,21,00084
7703934,1,2015,08,26,07,52,24. ,12,00028
7703934,3,2015,10,03,04,10,01. ,27,00353
7703934,3,2015,11,14,05,52,12. ,29,00244
7703934,2,2015,11,15,04,21,10. ,16,00048
7703934,4,2016,04,14,21,26,49. ,41,00807
7703934,1,2016,04,14,21,28,40. ,11,00033
7703934,1,2016,04,14,21,41,27. ,09,00033
7703934,2,2016,04,14,21,42,38. ,24,00155
7703934,2,2016,04,14,22,07,15. ,16,00092
7703934,3,2016,04,14,22,08,10. ,33,00312
7703934,1,2016,04,14,22,10,04. ,10,00029
7703934,1,2016,04,14,22,22,42. ,12,00048
7703934,3,2016,04,14,22,38,56. ,30,00278
7703934,1,2016,04,14,22,43,39. ,13,00044
7703934,1,2016,04,14,23,28,41. ,13,00050
7703934,2,2016,04,14,23,30,24. ,15,00060
7703934,2,2016,04,14,23,43,57. ,24,00170
7703934,4,2016,04,15,00,04,01. ,37,00655
7703934,2,2016,04,15,00,06,43. ,19,00090
7703934,2,2016,04,15,00,34,40. ,19,00086
7703934,1,2016,04,15,00,50,56. ,12,00049
7703934,2,2016,04,15,01,53,24. ,17,00056
7703934,1,2016,04,15,03,37,22. ,12,00043
7703934,1,2016,04,15,05,11,03. ,08,00032
7703934,1,2016,04,15,07,30,25. ,11,00035
7703934,1,2016,04,15,07,47,17. ,12,00037
7703934,1,2016,04,15,09,53,26. ,08,00040
7703934,1,2016,04,15,13,50,26. ,09,00032
7703934,A,2016,04,16,01,25,19. ,46,01294
7703934,2,2016,04,16,01,27,10. ,21,00144
7703934,1,2016,04,16,01,28,10. ,11,00040
7703934,2,2016,04,16,01,29,35. ,15,00057
7703934,3,2016,04,16,01,30,37. ,31,00331
7703934,2,2016,04,16,01,33,47. ,17,00082
7703934,1,2016,04,16,01,37,45. ,08,00032
7703934,2,2016,04,16,01,38,45. ,20,00113
7703934,3,2016,04,16,01,44,22. ,29,00261
7703934,1,2016,04,16,01,45,20. ,12,00049
