station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
2504733,1,2005,01,27,08,44,14. ,07,00045
2504733,1,2005,02,05,01,41,35. ,11,00121
2504733,1,2005,02,05,10,17,11. ,10,00045
2504733,1,2005,02,08,11,30,09. ,09,00053
2504733,2,2005,02,16,04,47,05. ,16,00136
2504733,1,2005,02,23,21,59,34. ,05,00027
2504733,2,2005,04,01,13,44,37. ,17,00391
2504733,2,2005,04,04,02,57,27. ,23,00383
2504733,2,2005,04,11,07,22,58. ,15,00066
2504733,1,2005,05,07,00,28,08. ,07,00081
2504733,1,2005,05,08,15,05,21. ,10,00103
2504733,1,2005,05,14,00,15,03. ,13,00124
2504733,1,2005,05,15,15,56,02. ,14,00117
2504733,1,2005,05,27,17,07,44. ,14,00085
2504733,1,2005,05,29,05,57,04. ,06,00053
2504733,1,2005,06,20,01,16,02. ,09,00054
2504733,1,2005,07,11,07,27,50. ,13,00139
2504733,1,2005,07,16,15,26,50. ,08,00083
2504733,1,2005,07,19,13,32,13. ,08,00087
2504733,2,2005,07,23,16,35,31. ,19,00152
2504733,1,2005,07,23,16,38,19. ,05,00031
2504733,1,2005,07,28,19,16,08. ,13,00099
2504733,1,2005,08,04,15,38,18. ,09,00059
2504733,2,2005,08,10,15,13,27. ,17,00198
2504733,4,2005,08,16,11,46,51. ,42,01484
2504733,1,2005,08,24,19,16,36. ,08,00038
2504733,1,2005,09,06,18,13,47. ,07,00033
2504733,2,2005,09,11,05,07,02. ,20,00242
2504733,1,2005,09,12,04,29,14. ,08,00036
2504733,1,2005,10,12,13,30,38. ,10,00055
2504733,1,2005,10,16,16,06,20. ,07,00050
2504733,1,2005,10,18,03,48,59. ,12,00076
2504733,3,2005,10,19,20,45,02. ,27,00356
2504733,3,2005,10,22,22,12,58. ,31,00857
2504733,2,2005,11,12,06,02,28. ,17,00156
2504733,1,2005,11,12,13,14,30. ,09,00105
2504733,2,2005,11,15,06,39,47. ,21,00263
2504733,1,2005,11,16,06,18,32. ,08,00054
2504733,1,2005,11,17,10,53,48. ,07,00049
2504733,2,2005,12,02,22,13,34. ,23,00214
2504733,2,2005,12,05,07,21,01. ,15,00068
2504733,2,2005,12,17,03,32,42. ,22,00195
2504733,2,2005,12,28,18,46,36. ,19,/////
2504733,2,2006,01,18,23,25,49. ,18,00129
2504733,1,2006,02,01,20,36,36. ,09,00056
2504733,1,2006,02,03,13,04,32. ,06,00067
2504733,2,2006,02,03,13,38,09. ,16,00081
2504733,1,2006,02,03,13,40,05. ,10,00047
2504733,1,2006,02,09,22,05,58. ,07,00035
2504733,1,2006,03,10,17,56,14. ,14,00123
2504733,1,2006,03,22,20,16,58. ,08,00067
2504733,1,2006,03,28,22,35,34. ,08,00028
2504733,2,2006,03,29,19,28,55. ,23,00472
2504733,1,2006,04,02,20,47,29. ,07,00045
2504733,1,2006,04,06,15,41,23. ,09,00088
2504733,1,2006,04,08,14,54,01. ,11,00224
2504733,3,2006,04,10,09,21,38. ,25,00506
2504733,1,2006,04,22,23,36,44. ,06,00061
2504733,1,2006,04,24,13,28,59. ,05,00053
2504733,1,2006,05,01,16,01,27. ,05,00027
