station,intensity,year,month,day,hour,minute,second,intensity_equip,acceleration_max_comb
7030360,3,1998,05,23,04,49,51. ,30,00415
7030360,2,1999,02,07,18,14,58. ,21,00666
7030360,1,1999,10,30,06,26,13. ,07,00036
7030360,1,1999,11,04,23,31,36. ,07,00070
7030360,1,2000,01,17,20,56,52. ,06,00044
7030360,1,2000,04,02,21,26,32. ,06,00033
7030360,1,2000,05,04,11,02,25. ,07,00055
7030360,1,2000,09,07,14,52,03. ,10,00074
7030360,3,2000,10,06,13,30,46. ,27,00252
7030360,1,2000,10,08,13,18,33. ,07,00048
7030360,1,2000,12,01,03,46,55. ,10,00130
7030360,1,2001,01,05,05,15,18. ,14,00221
7030360,1,2001,01,09,13,38,04. ,12,00079
7030360,B,2001,03,24,15,28,04. ,54,06624
7030360,1,2001,03,24,15,45,34. ,05,00040
7030360,1,2001,03,24,15,48,19. ,14,00121
7030360,1,2001,03,24,16,25,35. ,13,00117
7030360,1,2001,03,24,16,29,28. ,05,00072
7030360,2,2001,03,24,17,02,42. ,17,00191
7030360,1,2001,03,24,22,37,44. ,12,00114
7030360,1,2001,03,25,02,20,11. ,07,00059
7030360,1,2001,03,25,09,11,05. ,05,00052
7030360,3,2001,03,25,19,19,22. ,31,00636
7030360,2,2001,03,26,02,16,11. ,20,00213
7030360,3,2001,03,26,05,41,03. ,34,00822
7030360,1,2001,03,26,07,25,51. ,07,00062
7030360,1,2001,03,28,06,15,55. ,12,00102
7030360,3,2001,04,03,21,14,55. ,26,00325
7030360,1,2001,04,06,07,22,48. ,07,00087
7030360,1,2001,04,25,23,40,39. ,08,00045
7030360,1,2001,08,24,21,44,44. ,13,00173
7030360,1,2001,09,06,01,30,06. ,06,00028
7030360,1,2001,11,02,21,56,57. ,06,00068
7030360,1,2002,01,17,08,25,59. ,05,00036
7030360,3,2002,03,25,22,58,28. ,30,00553
7030360,1,2002,04,06,01,57,26. ,10,00062
7030360,1,2002,09,16,10,11,43. ,06,00016
7030360,1,2002,09,25,14,45,29. ,10,00074
7030360,1,2002,10,13,19,06,54. ,13,00129
7030360,1,2002,11,04,13,36,48. ,12,00028
7030360,1,2003,05,31,03,58,42. ,08,00046
7030360,1,2003,08,14,23,46,38. ,05,00021
7030360,1,2004,03,21,10,10,36. ,11,00333
7030360,2,2004,04,20,22,26,55. ,17,00150
7030360,1,2004,07,17,19,41,37. ,12,00097
7030360,1,2004,09,05,19,08,09. ,05,00034
7030360,1,2004,09,05,23,59,30. ,10,00039
7030360,1,2004,09,21,10,13,27. ,13,00130
7030360,1,2005,01,02,12,30,15. ,07,00057
7030360,1,2005,02,22,20,55,52. ,13,00080
7030360,2,2005,03,20,10,54,14. ,23,00173
7030360,1,2005,04,20,06,12,11. ,10,00044
7030360,1,2005,05,25,20,31,47. ,07,00059
7030360,1,2005,09,04,19,06,39. ,14,00130
7030360,1,2006,02,01,12,15,27. ,10,00122
7030360,1,2006,03,27,11,51,11. ,05,00017
7030360,1,2006,05,28,20,36,55. ,08,00045
7030360,1,2006,06,06,23,29,19. ,08,00062
7030360,3,2006,06,12,05,01,54. ,34,00819
7030360,1,2006,09,04,13,32,24. ,08,00066
7030360,3,2006,09,26,07,04,04. ,28,00321
7030360,1,2007,02,28,05,11,53. ,05,00059
7030360,2,2007,04,26,09,03,18. ,16,00107
7030360,1,2007,06,06,23,43,24. ,09,00030
7030360,1,2007,06,07,17,22,51. ,05,00020
7030360,2,2008,03,08,03,52,29. ,16,00224
7030360,1,2008,09,19,07,23,43. ,08,00044
7030360,1,2009,01,25,02,34,00. ,11,00083
7030360,1,2009,03,28,12,28,03. ,09,00068
7030360,1,2009,06,25,23,04,40. ,07,00041
7030360,1,2009,07,18,05,17,03. ,10,00070
7030360,1,2009,09,02,06,40,37. ,09,00138
7030360,1,2009,12,16,14,13,33. ,12,00074
7030360,2,2010,02,21,11,49,52. ,16,00219
7030360,1,2010,04,10,16,41,16. ,12,00133
7030360,1,2010,04,17,05,35,20. ,05,00045
7030360,1,2010,05,13,20,01,37. ,09,00044
7030360,2,2010,07,23,14,26,11. ,16,00126
7030360,1,2010,10,30,11,09,11. ,09,00050
