code_prime,address,codes_ordered,lat,lon,datetime_b_s,datetime_e_s
4400730,西伊豆町仁科,[4400730],3446,13847,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4400731,西伊豆町宇久須,"[4400731, 4400732]",3451,13847,"['1998-06-15 12:00:00', '2010-01-05 12:00:00']","['2010-01-05 12:00:00', '2022-01-01 00:00:00']"
4401330,函南町仁田,[4401330],3505,13857,['1998-06-15 12:00:00'],['2005-09-02 12:00:00']
4401331,函南町平井,[4401331],3505,13857,['2005-09-02 12:00:00'],['2022-01-01 00:00:00']
4401800,伊豆市中伊豆グラウンド,[4401800],3458,13901,['2012-10-02 12:00:00'],['2022-01-01 00:00:00']
4401830,伊豆市土肥,[4401830],3455,13848,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4401831,伊豆市市山,"[4401831, 4401833]",3454,13856,"['1998-06-15 12:00:00', '2011-01-06 12:00:00']","['2011-01-06 12:00:00', '2018-03-25 12:00:00']"
4401832,伊豆市八幡,[4401832],3457,13900,['2003-09-02 12:00:00'],['2022-01-01 00:00:00']
4401834,伊豆市湯ケ島,[4401834],3454,13856,['2018-03-25 12:00:00'],['2022-01-01 00:00:00']
4401840,伊豆市小立野,"[4401840, 4401820, 4401841]",3459,13857,"['2002-03-20 12:00:00', '2011-08-02 12:00:00', '2012-03-27 12:00:00']","['2011-08-02 12:00:00', '2012-03-27 12:00:00', '2022-01-01 00:00:00']"
4401860,中伊豆町八幡,[4401860],3457,13900,['1998-06-15 12:00:00'],['2003-09-02 12:00:00']
4401930,伊豆の国市長岡,"[4401930, 4401933]",3502,13856,"['1998-06-15 12:00:00', '2007-11-27 18:00:00']","['2007-11-27 18:00:00', '2022-01-01 00:00:00']"
4401931,伊豆の国市四日町,[4401931],3504,13857,['1998-06-15 12:00:00'],['2020-03-17 12:00:00']
4401932,伊豆の国市田京,[4401932],3501,13857,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4410021,沼津市西間門,[4410021],3507,13851,['2021-07-01 12:00:00'],['2022-01-01 00:00:00']
4410030,沼津市高島本町,"[4410030, 4410033]",3506,13851,"['1998-06-15 12:00:00', '2010-01-05 12:00:00']","['2010-01-05 12:00:00', '2022-01-01 00:00:00']"
4410031,沼津市御幸町,[4410031],3506,13852,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4410032,沼津市戸田,"[4410032, 4410034]",3458,13847,"['1998-06-15 12:00:00', '2015-04-03 12:00:00']","['2015-04-03 12:00:00', '2022-01-01 00:00:00']"
4410035,沼津市原,[4410035],3508,13848,['2021-03-17 12:00:00'],['2022-01-01 00:00:00']
4410070,沼津測候所,[4410070],3506,13851,['1919-01-01 00:00:00'],['1939-10-31 23:59:00']
4410100,三島市東本町,"[4410100, 4410101]",3507,13856,"['1930-06-01 00:00:00', '2004-03-01 12:00:00']","['2004-03-01 12:00:00', '2022-01-01 00:00:00']"
4410130,三島市大社町,[4410130],3507,13855,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4410200,富士宮市弓沢町,"[4410200, 4410210, 4410201]",3513,13837,"['1996-04-01 12:00:00', '2009-09-14 15:00:00', '2010-01-05 12:00:00']","['2009-08-21 15:00:00', '2010-01-05 12:00:00', '2022-01-01 00:00:00']"
4410221,富士宮市野中,[4410221],3513,13836,['2007-06-08 12:00:00'],['2022-01-01 00:00:00']
4410230,富士宮市猪之頭,[4410230],3522,13834,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4410231,富士宮市長貫,[4410231],3512,13834,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4410270,大宮測候所,[4410270],3513,13838,['1930-01-01 00:00:00'],['1938-12-31 23:59:59']
4410300,富士市富士総合運動公園,[4410300],3512,13841,['2012-10-02 12:00:00'],['2022-01-01 00:00:00']
4410331,富士市本市場,[4410331],3509,13840,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4410332,富士市永田町,[4410332],3510,13841,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4410333,富士市岩渕,"[4410333, 4410334]",3509,13837,"['1998-06-15 12:00:00', '2010-03-31 13:00:00']","['2009-08-21 15:00:00', '2022-01-01 00:00:00']"
4410335,富士市吉永,[4410335],3510,13843,['2011-10-11 13:00:00'],['2022-01-01 00:00:00']
4410336,富士市大淵,[4410336],3513,13841,['2011-10-11 13:00:00'],['2022-01-01 00:00:00']
4410400,御殿場市萩原,[4410400],3519,13856,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
4410420,御殿場市役所,[4410420],3519,13856,['2004-11-01 12:00:00'],['2014-07-18 12:00:00']
4410421,御殿場市茱萸沢,[4410421],3519,13854,['2014-07-18 12:00:00'],['2022-01-01 00:00:00']
4410430,御殿場市竈,[4410430],3517,13855,['2022-01-13 12:00:00'],['2022-01-01 00:00:00']
4410520,裾野市石脇,[4410520],3512,13855,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
4410530,裾野市佐野,[4410530],3510,13854,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4410630,静岡清水町堂庭,"[4410630, 4410631]",3506,13854,"['1998-06-15 12:00:00', '2022-03-29 12:00:00']","['2022-03-29 12:00:00', '2022-01-01 00:00:00']"
4410730,長泉町中土狩,[4410730],3508,13854,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4410830,小山町藤曲,[4410830],3522,13859,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4410831,小山町須走,[4410831],3522,13852,['2021-03-17 12:00:00'],['2022-01-01 00:00:00']
4420200,島田市中央町,[4420200],3450,13811,['1996-04-01 12:00:00'],['2020-05-13 12:00:00']
4420201,島田市川根町家山,[4420201],3456,13805,['2008-03-19 12:00:00'],['2022-01-01 00:00:00']
4420202,島田市旗指,[4420202],3451,13810,['2020-05-13 12:00:00'],['2022-02-09 12:00:00']
4420203,島田市元島田,[4420203],3450,13811,['2022-02-09 12:00:00'],['2022-01-01 00:00:00']
4420220,島田市川根町笹間上,[4420220],3501,13809,['2014-07-29 12:00:00'],['2022-01-01 00:00:00']
4420230,島田市金谷代官町,"[4420230, 4420231]",3450,13808,"['1998-06-15 12:00:00', '2022-02-01 12:00:00']","['2022-02-01 12:00:00', '2022-01-01 00:00:00']"
4420270,川根町家山,[4420270],3457,13805,['1996-04-01 12:00:00'],['2008-03-19 12:00:00']
4420320,焼津市東小川,[4420320],3451,13819,['2004-11-01 12:00:00'],['2010-10-05 12:00:00']
4420330,焼津市本町,"[4420330, 4420332]",3452,13819,"['1998-06-15 12:00:00', '2014-07-23 12:00:00']","['2014-07-23 12:00:00', '2021-02-10 12:00:00']"
4420331,焼津市宗高,[4420331],3448,13817,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4420333,焼津市石津,[4420333],3451,13819,['2021-02-10 12:00:00'],['2022-01-01 00:00:00']
4420430,藤枝市瀬戸新屋,[4420430],3451,13814,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4420431,藤枝市岡出山,[4420431],3452,13815,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4420432,藤枝市岡部町岡部,[4420432],3455,13817,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4421330,吉田町住吉,[4421330],3446,13815,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4421800,静岡駿河区曲金,"[4421800, 4421801]",3459,13824,"['1940-01-01 00:00:00', '2010-03-31 13:00:00']","['2010-03-31 13:00:00', '2022-01-01 00:00:00']"
4421830,静岡駿河区有明町,[4421830],3458,13824,['1998-06-15 12:00:00'],['2010-07-01 12:00:00']
4421831,静岡駿河区用宗,[4421831],3456,13822,['2021-03-17 12:00:00'],['2022-01-01 00:00:00']
4421900,静岡葵区峰山,[4421900],3504,13812,['1996-04-01 12:00:00'],['2009-08-21 15:00:00']
4421920,静岡葵区駒形通,[4421920],3458,13822,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
4421921,静岡葵区梅ヶ島,[4421921],3515,13820,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
4421930,静岡葵区追手町県庁,[4421930],3459,13823,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4421931,静岡葵区追手町市役所,[4421931],3459,13823,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4422000,静岡清水区千歳町,[4422000],3501,13829,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
4422020,静岡清水区庵原町,[4422020],3502,13829,['2004-11-01 12:00:00'],['2010-10-05 12:00:00']
4422021,静岡清水区蒲原新栄,[4422021],3508,13837,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
4422030,静岡清水区旭町,[4422030],3501,13829,['1998-06-15 12:00:00'],['2011-08-02 12:00:00']
4422031,静岡清水区蒲原新田,[4422031],3507,13836,['1998-06-15 12:00:00'],['2010-07-01 12:00:00']
4422032,静岡清水区由比北田,"[4422032, 4422033]",3506,13834,"['1998-06-15 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
4422034,静岡清水区谷津,[4422034],3504,13831,['2021-03-17 12:00:00'],['2022-01-01 00:00:00']
4422120,川根本町東藤川,[4422120],3506,13808,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
4422130,川根本町上長尾,[4422130],3503,13805,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4422131,川根本町千頭,[4422131],3507,13808,['1998-06-15 12:00:00'],['2010-07-01 12:00:00']
4422200,牧之原市鬼女新田,[4422200],3441,13811,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
4422230,牧之原市相良,[4422230],3441,13812,['1998-06-15 12:00:00'],['2011-08-02 12:00:00']
4422240,牧之原市静波,"[4422240, 4422220]",3444,13813,"['2001-09-18 12:00:00', '2011-08-02 12:00:00']","['2011-08-02 12:00:00', '2022-01-01 00:00:00']"
4430130,磐田市見付,[4430130],3444,13751,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4430131,磐田市国府台,[4430131],3443,13751,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4430132,磐田市福田,[4430132],3441,13753,['2003-09-02 12:00:00'],['2022-01-01 00:00:00']
4430133,磐田市岡,[4430133],3441,13749,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4430134,磐田市森岡,[4430134],3444,13749,['1998-06-15 12:00:00'],['2021-07-01 12:00:00']
4430135,磐田市下野部,[4430135],3450,13751,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4430160,福田町福田,[4430160],3441,13753,['1998-06-15 12:00:00'],['2003-09-02 12:00:00']
4430200,掛川市篠場,[4430200],3445,13759,['2012-10-02 12:00:00'],['2022-01-01 00:00:00']
4430230,掛川市西大渕,[4430230],3441,13759,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4430231,掛川市三俣,[4430231],3440,13803,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4430240,掛川市長谷,[4430240],3446,13800,['2001-07-19 12:00:00'],['2022-01-01 00:00:00']
4430300,袋井市新屋,[4430300],3445,13755,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
4430330,袋井市浅名,[4430330],3442,13756,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4430630,湖西市新居町浜名,"[4430630, 4430631]",3441,13734,"['1998-06-15 12:00:00', '2013-08-07 12:00:00']","['2013-08-07 12:00:00', '2022-01-01 00:00:00']"
4430640,湖西市吉美,[4430640],3443,13732,['2001-09-18 12:00:00'],['2022-01-01 00:00:00']
4431230,静岡森町森,"[4431230, 4431231]",3450,13756,"['1998-06-15 12:00:00', '2002-11-12 12:00:00']","['2002-11-12 12:00:00', '2022-01-01 00:00:00']"
4432800,御前崎市御前崎,"[4432800, 4432801]",3436,13813,"['1932-04-01 00:00:00', '2018-10-24 12:00:00']","['2018-10-24 12:00:00', '2022-01-01 00:00:00']"
4432830,御前崎市池新田,[4432830],3438,13808,['2004-04-01 12:00:00'],['2022-01-01 00:00:00']
4432831,御前崎市白羽,[4432831],3437,13812,['1998-06-15 12:00:00'],['2011-08-02 12:00:00']
4432870,浜岡町池新田,[4432870],3438,13808,['2000-11-30 12:00:00'],['2004-04-01 12:00:00']
4432930,静岡菊川市赤土,[4432930],3442,13805,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4432931,静岡菊川市堀之内,[4432931],3445,13805,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4433000,浜松中区三組町（測候所）,[4433000],3443,13743,['1882-12-01 00:00:00'],['2012-11-27 12:00:00']
4433001,浜松中区高丘東,[4433001],3445,13743,['2012-11-27 12:00:00'],['2022-01-01 00:00:00']
4433020,浜松中区三組町,[4433020],3443,13743,['2013-01-07 12:00:00'],['2022-01-01 00:00:00']
4433030,浜松中区中央一丁目,[4433030],3443,13744,['1998-06-15 12:00:00'],['2010-07-01 12:00:00']
4433031,浜松中区元城町,[4433031],3443,13744,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4433130,浜松東区流通元町,[4433130],3444,13747,['2011-05-12 13:00:00'],['2022-01-01 00:00:00']
4433230,浜松西区舞阪町,[4433230],3441,13736,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4433231,浜松西区雄踏,[4433231],3442,13739,['2011-05-12 13:00:00'],['2022-01-01 00:00:00']
4433260,浜松市雄踏町,[4433260],3442,13738,['1998-06-15 12:00:00'],['2007-03-30 12:00:00']
4433330,浜松南区江之島町,[4433330],3440,13745,['2011-05-12 13:00:00'],['2022-01-01 00:00:00']
4433400,浜松北区三ヶ日町,[4433400],3448,13733,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
4433401,浜松北区滝沢町,[4433401],3452,13743,['2007-07-02 12:00:00'],['2022-01-01 00:00:00']
4433430,浜松北区細江町,[4433430],3448,13739,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4433431,浜松北区引佐町,[4433431],3450,13740,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4433530,浜松浜北区西美薗,[4433530],3448,13747,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4433620,浜松天竜区春野町,[4433620],3459,13754,['2007-03-01 12:00:00'],['2022-01-01 00:00:00']
4433630,浜松天竜区二俣町鹿島,[4433630],3451,13749,['1998-06-15 12:00:00'],['2022-01-01 00:00:00']
4433631,浜松天竜区二俣町二俣,[4433631],3452,13749,['1998-06-15 12:00:00'],['2010-07-01 12:00:00']
4433632,浜松天竜区龍山町,"[4433632, 4433635, 4433636]",3458,13750,"['1998-06-15 12:00:00', '2012-09-18 12:00:00', '2013-12-14 12:00:00']","['2012-09-18 12:00:00', '2013-12-14 12:00:00', '2022-01-01 00:00:00']"
4433633,浜松天竜区水窪町,"[4433633, 4433634]",3510,13752,"['1998-06-15 12:00:00', '2011-11-08 10:00:00']","['2011-11-08 10:00:00', '2022-01-01 00:00:00']"
4433640,浜松天竜区佐久間町,"[4433640, 4433622]",3505,13749,"['2001-09-18 12:00:00', '2011-08-02 12:00:00']","['2011-08-02 12:00:00', '2022-01-01 00:00:00']"
4433660,浜松市春野町,[4433660],3459,13754,['2001-09-18 12:00:00'],['2007-03-01 12:00:00']
4433670,佐久間通報所,[4433670],3505,13748,['1956-12-01 00:00:00'],['1972-12-31 23:59:59']
4500000,豊橋市向山,[4500000],3445,13724,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
4500030,豊橋市東松山町,[4500030],3446,13723,['1997-11-10 12:00:00'],['2022-01-01 00:00:00']
4500130,豊川市諏訪,"[4500130, 4500136]",3450,13722,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4500131,豊川市一宮町,"[4500131, 4500137]",3451,13725,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4500132,豊川市赤坂町,[4500132],3452,13718,['1997-11-10 12:00:00'],['2022-01-01 00:00:00']
4500133,豊川市御津町,"[4500133, 4500138]",3449,13719,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4500134,豊川市小坂井町,"[4500134, 4500135]",3448,13722,"['1997-11-10 12:00:00', '2021-12-20 12:00:00']","['2021-12-20 12:00:00', '2022-01-01 00:00:00']"
4500220,蒲郡市御幸町,[4500220],3450,13713,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
4500230,蒲郡市神ノ郷町,[4500230],3450,13713,['1997-11-10 12:00:00'],['2010-03-29 23:59:00']
4500231,蒲郡市水竹町,[4500231],3450,13714,['2010-03-29 00:00:00'],['2022-01-01 00:00:00']
4500300,新城市乗本,[4500300],3456,13734,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
4500301,新城市矢部,[4500301],3455,13730,['2012-10-02 12:00:00'],['2021-03-25 12:00:00']
4500302,新城市作手清岳,[4500302],3458,13725,['2022-03-25 12:00:00'],['2022-01-01 00:00:00']
4500320,新城市長篠,[4500320],3456,13734,['2004-11-01 12:00:00'],['2023-07-13 12:00:00']
4500321,新城市作手高里松風呂,[4500321],3459,13726,['2015-03-26 12:00:00'],['2022-01-01 00:00:00']
4500322,新城市大野,[4500322],3457,13736,['2023-07-13 12:00:00'],['2022-01-01 00:00:00']
4500330,新城市東入船,"[4500330, 4500332]",3454,13730,"['1997-11-10 12:00:00', '2018-06-05 12:00:00']","['2018-06-05 12:00:00', '2022-01-01 00:00:00']"
4500331,新城市作手高里縄手上,"[4500331, 4500333]",3459,13725,"['2003-04-01 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4500830,設楽町田口,"[4500830, 4500832]",3506,13734,"['1997-11-10 12:00:00', '2013-12-24 12:00:00']","['2013-12-24 12:00:00', '2022-01-01 00:00:00']"
4500831,設楽町津具,[4500831],3510,13737,['1997-11-10 12:00:00'],['2022-01-01 00:00:00']
4500860,津具村見出原,[4500860],3510,13738,['1997-11-10 12:00:00'],['2000-11-30 12:00:00']
4500930,東栄町本郷,"[4500930, 4500931]",3505,13742,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4501030,豊根村下黒川,"[4501030, 4501032]",3509,13743,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4501031,豊根村富山,"[4501031, 4501033]",3511,13749,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4502300,田原市福江町,"[4502300, 4502302]",3438,13706,"['1946-03-13 00:00:00', '2009-10-01 13:00:00']","['2009-08-21 15:00:00', '2022-01-01 00:00:00']"
4502301,田原市石神町,[4502301],3438,13708,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
4502320,田原市古田町,[4502320],3437,13707,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
4502330,田原市田原町,"[4502330, 4502332]",3440,13716,"['2002-03-20 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4502331,田原市赤羽根町,"[4502331, 4502333]",3437,13713,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4510000,名古屋千種区日和町,[4510000],3510,13658,['1926-01-01 00:00:00'],['2022-01-01 00:00:00']
4510140,名古屋東区筒井,[4510140],3511,13656,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4510240,名古屋北区萩野通,[4510240],3513,13655,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4510340,名古屋西区八筋町,[4510340],3513,13653,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4510440,名古屋中村区大宮町,[4510440],3510,13652,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4510530,名古屋中区市役所,[4510530],3511,13654,['1997-11-10 12:00:00'],['2022-01-01 00:00:00']
4510531,名古屋中区県庁,"[4510531, 4510532]",3511,13654,"['1997-11-10 12:00:00', '2006-05-19 12:00:00']","['2006-05-19 12:00:00', '2022-01-01 00:00:00']"
4510640,名古屋昭和区阿由知通,[4510640],3509,13656,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4510740,名古屋瑞穂区塩入町,[4510740],3507,13655,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4510840,名古屋熱田区一番,[4510840],3507,13654,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4510940,名古屋中川区東春田,[4510940],3509,13649,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4511040,名古屋港区金城ふ頭,[4511040],3503,13651,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4511041,名古屋港区春田野,[4511041],3507,13649,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4511042,名古屋港区善進本町,[4511042],3506,13651,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4511140,名古屋南区鳴尾,[4511140],3505,13656,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4511240,名古屋守山区下志段味,[4511240],3514,13701,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4511241,名古屋守山区西新,[4511241],3512,13658,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4511320,名古屋緑区有松町,[4511320],3504,13658,['2004-08-09 12:00:00'],['2022-01-01 00:00:00']
4511440,名古屋名東区名東本町,[4511440],3510,13659,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4511540,名古屋天白区島田,[4511540],3507,13658,['2000-01-12 12:00:00'],['2022-01-01 00:00:00']
4511600,岡崎市伝馬通,[4511600],3457,13710,['1996-04-01 12:00:00'],['2008-01-29 08:30:00']
4511601,岡崎市若宮町,[4511601],3457,13711,['2008-01-30 20:30:00'],['2022-01-01 00:00:00']
4511630,岡崎市樫山町,"[4511630, 4511631]",3455,13718,"['1997-11-10 12:00:00', '2016-01-08 12:00:00']","['2016-01-08 12:00:00', '2022-01-01 00:00:00']"
4511700,一宮市千秋,[4511700],3518,13651,['2012-10-02 12:00:00'],['2022-01-01 00:00:00']
4511730,一宮市緑,"[4511730, 4511733, 4511736]",3518,13649,"['1997-11-10 12:00:00', '2011-08-02 12:00:00', '2023-03-16 12:00:00']","['2011-08-02 12:00:00', '2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4511731,一宮市西五城,"[4511731, 4511734]",3518,13645,"['2002-03-20 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4511732,一宮市木曽川町,"[4511732, 4511735]",3520,13647,"['2002-03-20 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4511830,瀬戸市苗場町,[4511830],3514,13705,['1997-11-10 12:00:00'],['2023-03-16 12:00:00']
4511831,瀬戸市追分町,[4511831],3513,13705,['2023-03-16 12:00:00'],['2022-01-01 00:00:00']
4511930,半田市東洋町,"[4511930, 4511931]",3454,13656,"['1997-11-10 12:00:00', '2012-10-12 12:00:00']","['2012-07-03 12:00:00', '2022-01-01 00:00:00']"
4512030,春日井市鳥居松町,"[4512030, 4512031]",3515,13658,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512130,愛知津島市埋田町,"[4512130, 4512131]",3510,13644,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512230,碧南市港本町,[4512230],3453,13700,['1997-11-10 12:00:00'],['2003-04-01 12:00:00']
4512231,碧南市松本町,"[4512231, 4512232]",3453,13700,"['2003-04-01 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512330,刈谷市寿町,"[4512330, 4512331]",3459,13700,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512400,豊田市小坂本町,[4512400],3505,13709,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
4512401,豊田市大洞町,[4512401],3516,13715,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
4512420,豊田市小坂町,[4512420],3505,13709,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
4512421,豊田市藤岡飯野町,[4512421],3512,13712,['2004-05-26 12:00:00'],['2022-01-01 00:00:00']
4512430,豊田市長興寺,"[4512430, 4512445]",3504,13710,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512431,豊田市小原町,"[4512431, 4512436, 4512448]",3514,13717,"['1997-11-10 12:00:00', '2011-08-02 12:00:00', '2023-03-16 12:00:00']","['2011-08-02 12:00:00', '2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512432,豊田市足助町,"[4512432, 4512446]",3508,13719,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512433,豊田市大沼町,"[4512433, 4512437]",3502,13719,"['1997-11-10 12:00:00', '2011-08-02 12:00:00']","['2011-08-02 12:00:00', '2022-01-01 00:00:00']"
4512434,豊田市小渡町,"[4512434, 4512438, 4512449]",3514,13722,"['1997-11-10 12:00:00', '2011-08-02 12:00:00', '2023-03-16 12:00:00']","['2011-08-02 12:00:00', '2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512435,豊田市稲武町,"[4512435, 4512447]",3513,13731,"['2003-04-01 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512440,豊田市駒場町,[4512440],3501,13703,['2014-04-08 12:00:00'],['2022-01-01 00:00:00']
4512441,豊田市坂上町,[4512441],3504,13715,['2014-04-08 12:00:00'],['2022-01-01 00:00:00']
4512442,豊田市畝部西町,[4512442],3501,13709,['2014-04-08 12:00:00'],['2022-01-01 00:00:00']
4512443,豊田市百々町,[4512443],3506,13712,['2014-04-08 12:00:00'],['2022-01-01 00:00:00']
4512444,豊田市保見町,[4512444],3508,13708,['2014-04-08 12:00:00'],['2022-01-01 00:00:00']
4512520,安城市和泉町,[4512520],3455,13703,['2004-11-01 12:00:00'],['2022-01-01 00:00:00']
4512530,安城市横山町,"[4512530, 4512531]",3457,13705,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512600,西尾市一色町,"[4512600, 4512601, 4512610]",3449,13702,"['1996-04-01 12:00:00', '2016-03-23 12:00:00', '2023-07-13 12:00:00']","['2016-03-23 12:00:00', '2023-07-13 12:00:00', '2022-01-01 00:00:00']"
4512630,西尾市寄住町,[4512630],3452,13704,['1997-11-10 12:00:00'],['2007-03-30 12:00:00']
4512631,西尾市矢曽根町,"[4512631, 4512636]",3452,13703,"['2007-03-30 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512632,西尾市吉良町,"[4512632, 4512635]",3448,13704,"['1997-11-10 12:00:00', '2020-12-21 12:00:00']","['2020-12-21 12:00:00', '2022-01-01 00:00:00']"
4512633,西尾市西幡豆町,"[4512633, 4512634]",3448,13708,"['1997-11-10 12:00:00', '2011-08-02 12:00:00']","['2011-08-02 12:00:00', '2022-01-01 00:00:00']"
4512730,犬山市五郎丸,"[4512730, 4512731]",3522,13657,"['1997-11-10 12:00:00', '2023-03-16 12:00:00']","['2023-03-16 12:00:00', '2022-01-01 00:00:00']"
4512800,常滑市新開町,[4512800],3453,13650,['1996-04-01 12:00:00'],['2022-02-25 12:00:00']
4512801,中部国際空港,[4512801],3452,13649,['2008-04-01 12:00:00'],['2022-01-01 00:00:00']
