code_prime,address,codes_ordered,lat,lon,datetime_b_s,datetime_e_s
1000000,石狩市花川,[1000000],4310,14119,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1000001,石狩市聚富,[1000001],4317,14125,['2012-10-02 12:00:00'],['2022-01-01 00:00:00']
1000020,石狩市厚田,[1000020],4324,14126,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1000021,石狩市浜益,[1000021],4336,14123,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1000022,石狩市花畔,[1000022],4310,14118,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1000120,当別町白樺,[1000120],4313,14131,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1000230,新篠津村第４７線,"[1000230, 1000231]",4314,14139,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1010000,札幌中央区北２条,[1010000],4304,14120,['1876-01-01 00:00:00'],['2022-01-01 00:00:00']
1010040,札幌中央区南４条,[1010040],4303,14121,['2011-01-06 12:00:00'],['2022-01-01 00:00:00']
1010120,札幌北区太平,[1010120],4308,14121,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1010140,札幌北区篠路,[1010140],4309,14121,['2011-01-06 12:00:00'],['2022-01-01 00:00:00']
1010141,札幌北区新琴似,[1010141],4307,14120,['2011-01-06 12:00:00'],['2022-01-01 00:00:00']
1010240,札幌東区元町,"[1010240, 1010241]",4306,14122,"['2011-01-06 12:00:00', '2013-06-11 12:00:00']","['2013-06-11 12:00:00', '2022-01-01 00:00:00']"
1010330,札幌白石区本郷通,[1010330],4303,14124,['2002-07-29 12:00:00'],['2011-05-12 13:00:00']
1010340,札幌白石区北郷,"[1010340, 1010341]",4303,14125,"['2011-01-06 12:00:00', '2020-03-30 12:00:00']","['2020-03-30 12:00:00', '2022-01-01 00:00:00']"
1010440,札幌豊平区月寒東,[1010440],4302,14124,['2011-01-06 12:00:00'],['2022-01-01 00:00:00']
1010520,札幌南区定山渓温泉,"[1010520, 1010521]",4258,14110,"['2006-03-01 12:00:00', '2022-04-22 12:00:00']","['2022-04-22 12:00:00', '2022-01-01 00:00:00']"
1010540,札幌南区真駒内,[1010540],4259,14121,['2011-01-06 12:00:00'],['2018-02-22 12:00:00']
1010541,札幌南区簾舞,[1010541],4258,14115,['2011-01-06 12:00:00'],['2018-02-21 12:00:00']
1010542,札幌南区川沿,[1010542],4300,14120,['2018-02-22 12:00:00'],['2022-01-01 00:00:00']
1010543,札幌南区石山,[1010543],4258,14120,['2018-02-21 12:00:00'],['2022-01-01 00:00:00']
1010640,札幌西区琴似,[1010640],4304,14118,['2011-01-06 12:00:00'],['2022-01-01 00:00:00']
1010740,札幌厚別区もみじ台,[1010740],4302,14130,['2011-01-06 12:00:00'],['2022-01-01 00:00:00']
1010840,札幌手稲区前田,[1010840],4307,14116,['2011-01-06 12:00:00'],['2022-01-01 00:00:00']
1010900,江別市高砂町,[1010900],4306,14132,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1010920,江別市緑町,[1010920],4307,14133,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1011040,札幌清田区平岡,[1011040],4300,14127,['2011-01-06 12:00:00'],['2022-01-01 00:00:00']
1020000,千歳市北栄,[1020000],4250,14138,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1020001,新千歳空港,[1020001],4247,14141,['2007-07-02 12:00:00'],['2022-01-01 00:00:00']
1020020,千歳市若草,[1020020],4247,14136,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1020021,千歳市支笏湖温泉,[1020021],4247,14124,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1020100,恵庭市漁平,[1020100],4251,14127,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1020130,恵庭市京町,[1020130],4253,14135,['2002-07-29 12:00:00'],['2022-01-01 00:00:00']
1020220,北広島市共栄,[1020220],4300,14133,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1050000,八雲町大新,[1050000],4212,14015,['1994-07-15 12:00:00'],['1998-02-09 11:00:00']
1050001,八雲町上の湯,[1050001],4207,14022,['1998-02-09 11:00:00'],['2022-01-01 00:00:00']
1050020,八雲町住初町,[1050020],4216,14016,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1050021,八雲町熊石雲石町,[1050021],4208,13959,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1050120,長万部町平里,[1050120],4230,14021,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1060000,函館市美原,"[1060000, 1060002]",4149,14045,"['1873-01-01 00:00:00', '2019-03-26 12:00:00']","['2019-03-26 12:00:00', '2022-01-01 00:00:00']"
1060001,函館市尾札部町,[1060001],4153,14102,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1060020,函館市大森町,[1060020],4146,14044,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1060021,函館市泊町,[1060021],4143,14100,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1060022,函館市新浜町,[1060022],4150,14108,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1060023,函館市川汲町,[1060023],4154,14058,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1060030,函館市日ノ浜町,"[1060030, 1060031]",4147,14106,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1060300,七飯町桜町,"[1060300, 1060301]",4154,14041,"['1996-04-01 12:00:00', '2014-12-17 12:00:00']","['2014-12-17 12:00:00', '2022-01-01 00:00:00']"
1060320,七飯町本町,[1060320],4154,14042,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1060820,鹿部町宮浜,[1060820],4203,14048,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1061000,渡島森町上台町,"[1061000, 1061020]",4206,14034,"['1938-02-01 00:00:00', '2006-03-01 12:00:00']","['2002-03-02 12:00:00', '2022-01-01 00:00:00']"
1061001,渡島森町姫川,[1061001],4204,14035,['2002-03-02 12:00:00'],['2004-03-01 12:00:00']
1061002,渡島森町御幸町,"[1061002, 1061003]",4206,14035,"['2004-03-01 12:00:00', '2013-12-04 12:00:00']","['2013-12-04 12:00:00', '2022-01-01 00:00:00']"
1061030,渡島森町砂原,"[1061030, 1061031]",4207,14040,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1061130,渡島北斗市中央,"[1061130, 1061132]",4149,14039,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1061131,渡島北斗市本町,"[1061131, 1061133]",4153,14039,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1070000,渡島松前町福山,[1070000],4126,14007,['1995-11-25 15:00:00'],['2022-01-01 00:00:00']
1070001,渡島松前町清部,[1070001],4131,14000,['2013-07-30 12:00:00'],['2022-01-01 00:00:00']
1070120,福島町福島,[1070120],4129,14015,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1070200,知内町小谷石,[1070200],4132,14025,['1998-02-09 11:00:00'],['2022-01-01 00:00:00']
1070230,知内町重内,"[1070230, 1070231]",4136,14025,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1070320,木古内町木古内,"[1070320, 1070321]",4141,14026,"['2006-03-01 12:00:00', '2018-10-29 12:00:00']","['2018-10-29 12:00:00', '2022-01-01 00:00:00']"
1100000,檜山江差町姥神,"[1100000, 1100001]",4152,14008,"['1941-01-01 00:00:00', '2020-09-12 12:00:00']","['2020-09-12 12:00:00', '2022-01-01 00:00:00']"
1100020,檜山江差町中歌町,[1100020],4152,14008,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1100100,上ノ国町早川,[1100100],4141,14003,['1994-07-15 12:00:00'],['1998-02-09 11:00:00']
1100120,上ノ国町湯ノ岱,[1100120],4145,14015,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1100121,上ノ国町小砂子,[1100121],4139,14000,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1100130,上ノ国町大留,"[1100130, 1100131]",4148,14007,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1100220,厚沢部町木間内,[1100220],4156,14022,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1100230,厚沢部町新町,"[1100230, 1100231]",4155,14014,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1100330,乙部町緑町,"[1100330, 1100331]",4158,14008,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1100820,今金町今金,[1100820],4226,14001,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1100900,せたな町北檜山区豊岡,[1100900],4225,13953,['2012-07-03 12:00:00'],['2022-01-01 00:00:00']
1100920,せたな町大成区都,[1100920],4214,13949,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1100921,せたな町瀬棚区本町,[1100921],4227,13951,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1100922,せたな町瀬棚区北島歌,[1100922],4236,13950,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1100930,せたな町北檜山区徳島,"[1100930, 1100931]",4225,13953,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1150000,小樽市勝納町,[1150000],4311,14101,['1943-01-01 00:00:00'],['2022-01-01 00:00:00']
1150020,小樽市花園町,[1150020],4311,14100,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1150100,積丹町日司町,[1150100],4321,14028,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1150120,積丹町美国町,[1150120],4318,14036,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1150121,積丹町余別町,[1150121],4319,14023,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1150230,古平町浜町,"[1150230, 1150231, 1150232]",4316,14038,"['2002-07-29 12:00:00', '2011-05-12 13:00:00', '2022-04-29 12:00:00']","['2011-05-12 13:00:00', '2022-04-29 12:00:00', '2022-01-01 00:00:00']"
1150330,仁木町西町,"[1150330, 1150331]",4309,14046,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1150400,余市町朝日町,[1150400],4312,14047,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1150420,余市町浜中町,[1150420],4312,14047,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1150520,赤井川村赤井川,[1150520],4305,14049,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1160020,ニセコ町中央通,[1160020],4248,14041,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1160130,真狩村真狩,"[1160130, 1160131, 1160132]",4246,14048,"['2002-07-29 12:00:00', '2011-05-12 13:00:00', '2012-06-23 12:00:00']","['2011-05-12 13:00:00', '2012-06-23 12:00:00', '2022-01-01 00:00:00']"
1160230,留寿都村留寿都,"[1160230, 1160231]",4244,14053,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1160320,喜茂別町喜茂別,[1160320],4248,14056,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1160430,京極町京極,"[1160430, 1160431]",4251,14053,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1160500,倶知安町南１条,[1160500],4254,14045,['1944-01-01 00:00:00'],['2022-01-01 00:00:00']
1160520,倶知安町北４条,[1160520],4254,14046,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1170000,島牧村江ノ島,[1170000],4239,14002,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1170020,島牧村泊,[1170020],4242,14004,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1170100,寿都町新栄,"[1170100, 1170101]",4248,14013,"['1884-01-01 00:00:00', '2008-11-04 12:00:00']","['2008-11-04 12:00:00', '2022-01-01 00:00:00']"
1170120,寿都町渡島,[1170120],4247,14014,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1170220,黒松内町黒松内,"[1170220, 1170221]",4240,14018,"['2006-03-01 12:00:00', '2007-09-26 12:00:00']","['2007-09-26 12:00:00', '2022-01-01 00:00:00']"
1170320,蘭越町蘭越,[1170320],4248,14032,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1170430,共和町南幌似,"[1170430, 1170431]",4259,14037,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1170500,岩内町清住,"[1170500, 1170520]",4259,14031,"['1996-04-01 12:00:00', '2015-07-30 12:00:00']","['2015-05-28 12:00:00', '2022-01-01 00:00:00']"
1170501,岩内町高台,[1170501],4259,14031,['2015-05-28 12:00:00'],['2022-01-01 00:00:00']
1170630,泊村茅沼村,"[1170630, 1170631]",4304,14030,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1170720,神恵内村神恵内,[1170720],4309,14026,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1190000,奥尻町米岡,[1190000],4204,13926,['1995-04-13 15:00:00'],['2000-11-30 12:00:00']
1190001,奥尻町松江,[1190001],4205,13928,['2000-11-30 12:00:00'],['2022-01-01 00:00:00']
1190021,奥尻町青苗,[1190021],4204,13927,['2006-06-20 12:00:00'],['2012-11-15 16:00:00']
1190030,奥尻町奥尻,"[1190030, 1190031]",4210,13931,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1190070,奥尻町奥尻（臨時）,[1190070],4210,13931,['1993-07-15 17:00:00'],['1995-04-13 15:00:00']
1200020,深川市１条,[1200020],4343,14203,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1200070,鷹泊通報所,[1200070],4354,14206,['1959-10-01 00:00:00'],['1975-01-25 23:59:00']
1200130,妹背牛町妹背牛,"[1200130, 1200131]",4342,14158,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1200230,秩父別町役場,"[1200230, 1200231]",4346,14157,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1200300,北竜町竜西,[1200300],4345,14143,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1200330,北竜町和,"[1200330, 1200331]",4344,14153,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1200420,沼田町沼田,[1200420],4348,14156,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1200470,石狩沼田通報所,[1200470],4348,14157,['1959-10-01 00:00:00'],['1978-04-01 23:59:00']
1210000,芦別市旭町,[1210000],4330,14213,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1210020,芦別市北２条,[1210020],4331,14211,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1210130,赤平市泉町,"[1210130, 1210131]",4333,14203,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1210200,滝川市大町,[1210200],4333,14155,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1210220,滝川市新町,[1210220],4333,14155,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1210270,滝川通報所,[1210270],4334,14157,['1958-10-01 00:00:00'],['1982-12-31 23:59:59']
1210330,砂川市西６条,"[1210330, 1210331]",4330,14154,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2021-05-04 12:00:00']"
1210332,砂川市西７条,[1210332],4330,14154,['2021-05-04 12:00:00'],['2022-01-01 00:00:00']
1210430,歌志内市本町,"[1210430, 1210431]",4331,14202,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1210530,奈井江町奈井江,"[1210530, 1210531]",4326,14153,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1210630,上砂川町上砂川,"[1210630, 1210631, 1210632]",4329,14159,"['2002-07-29 12:00:00', '2011-05-12 13:00:00', '2019-08-27 12:00:00']","['2011-05-12 13:00:00', '2019-08-27 12:00:00', '2022-01-01 00:00:00']"
1210730,浦臼町ウラウスナイ,[1210730],4326,14149,['2002-07-29 12:00:00'],['2022-01-01 00:00:00']
1210830,新十津川町中央,"[1210830, 1210831, 1210832]",4333,14153,"['2002-07-29 12:00:00', '2011-05-12 13:00:00', '2019-02-07 12:00:00']","['2011-05-12 13:00:00', '2019-02-07 12:00:00', '2022-01-01 00:00:00']"
1210930,雨竜町フシコウリウ,"[1210930, 1210931, 1210932]",4339,14153,"['2002-07-29 12:00:00', '2011-05-12 13:00:00', '2018-05-03 12:00:00']","['2011-05-12 13:00:00', '2018-05-03 12:00:00', '2022-01-01 00:00:00']"
1220000,夕張市若菜,[1220000],4302,14158,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1220020,夕張市清水沢宮前町,[1220020],4300,14201,['2006-03-01 12:00:00'],['2010-10-05 12:00:00']
1220070,夕張通報所,[1220070],4302,14158,['1963-10-01 00:00:00'],['1978-04-01 23:59:00']
1220100,岩見沢市５条,[1220100],4313,14147,['1947-01-01 00:00:00'],['2022-01-01 00:00:00']
1220120,岩見沢市鳩が丘,"[1220120, 1220121]",4312,14147,"['2006-03-01 12:00:00', '2022-07-01 12:00:00']","['2022-07-01 12:00:00', '2022-01-01 00:00:00']"
1220130,岩見沢市北村赤川,"[1220130, 1220132]",4316,14142,"['2004-05-26 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1220131,岩見沢市栗沢町東本町,"[1220131, 1220133, 1220134]",4307,14145,"['2002-07-29 12:00:00', '2011-05-12 13:00:00', '2016-02-19 12:00:00']","['2011-05-12 13:00:00', '2016-02-19 12:00:00', '2022-01-01 00:00:00']"
1220160,北村赤川,[1220160],4316,14142,['2002-07-29 12:00:00'],['2004-05-26 12:00:00']
1220200,美唄市西４条,[1220200],4320,14151,['1996-04-01 12:00:00'],['2000-11-30 12:00:00']
1220201,美唄市西５条,[1220201],4320,14151,['2000-11-30 12:00:00'],['2022-01-01 00:00:00']
1220220,美唄市西３条,[1220220],4320,14151,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1220330,三笠市若松町,[1220330],4315,14152,['2002-07-29 12:00:00'],['2011-05-12 13:00:00']
1220331,三笠市幸町,[1220331],4315,14153,['2011-05-12 13:00:00'],['2022-01-01 00:00:00']
1220630,南幌町栄町,"[1220630, 1220631]",4304,14139,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1220720,由仁町新光,[1220720],4300,14147,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1220830,長沼町中央,"[1220830, 1220831]",4301,14142,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1220930,栗山町松風,"[1220930, 1220931]",4303,14147,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1221020,月形町円山公園,[1221020],4321,14140,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1250000,士別市東６条,"[1250000, 1250002]",4411,14224,"['1996-04-01 12:00:00', '2019-10-30 12:00:00']","['2019-10-30 12:00:00', '2022-01-01 00:00:00']"
1250001,士別市朝日町,[1250001],4407,14236,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1250021,士別市東３条,[1250021],4411,14224,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1250100,名寄市大通,[1250100],4421,14228,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1250120,名寄市西５条,[1250120],4422,14227,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1250130,名寄市風連町,"[1250130, 1250131]",4418,14225,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1250170,名寄通報所,[1250170],4422,14227,['1959-05-01 00:00:00'],['1973-12-31 23:59:59']
1250220,和寒町西町,[1250220],4401,14225,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1250330,剣淵町仲町,"[1250330, 1250331]",4406,14222,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1250620,下川町北町,[1250620],4419,14239,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1250720,美深町西町,[1250720],4429,14221,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1250721,美深町仁宇布,[1250721],4433,14234,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1250820,音威子府村音威子府,[1250820],4444,14216,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1250920,上川中川町中川,[1250920],4449,14204,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1251020,幌加内町平和,[1251020],4400,14209,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1251021,幌加内町朱鞠内,[1251021],4417,14210,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1260000,旭川市８条通,[1260000],4346,14222,['1889-01-01 00:00:00'],['2004-10-01 12:00:00']
1260001,旭川市宮前１条,[1260001],4345,14222,['2004-10-01 12:00:00'],['2022-01-01 00:00:00']
1260020,旭川市７条,[1260020],4346,14222,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1260130,鷹栖町南１条,"[1260130, 1260131]",4351,14221,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1260230,東神楽町南１条,"[1260230, 1260231, 1260232]",4342,14227,"['2002-07-29 12:00:00', '2011-05-12 13:00:00', '2023-01-12 12:00:00']","['2011-05-12 13:00:00', '2023-01-12 12:00:00', '2022-01-01 00:00:00']"
1260330,当麻町３条,"[1260330, 1260331]",4350,14231,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1260430,比布町北町,"[1260430, 1260431]",4353,14229,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1260520,愛別町南町,[1260520],4355,14234,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1260600,上川町白川,[1260600],4349,14251,['1994-07-15 12:00:00'],['1997-12-19 14:00:00']
1260601,上川地方上川町越路,[1260601],4353,14245,['1997-12-19 14:00:00'],['2022-01-01 00:00:00']
1260620,上川地方上川町花園町,[1260620],4351,14246,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1260621,上川地方上川町清川,[1260621],4346,14254,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1260730,東川町東町,[1260730],4342,14231,['2002-07-29 12:00:00'],['2022-01-01 00:00:00']
1260820,美瑛町本町,[1260820],4335,14228,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1260821,美瑛町忠別,[1260821],4337,14241,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1270000,富良野市若松町,[1270000],4321,14223,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1270020,富良野市末広町,[1270020],4321,14223,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1270070,富良野通報所,[1270070],4320,14224,['1958-10-01 00:00:00'],['1978-03-31 23:59:00']
1270100,上富良野町大町,[1270100],4327,14228,['1996-04-01 12:00:00'],['2022-01-01 00:00:00']
1270230,中富良野町市街地,[1270230],4324,14226,['2002-07-29 12:00:00'],['2011-05-12 13:00:00']
1270231,中富良野町本町,[1270231],4324,14226,['2011-05-12 13:00:00'],['2022-01-01 00:00:00']
1270300,南富良野町幾寅,[1270300],4310,14235,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1270320,南富良野町役場,[1270320],4310,14234,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1270420,占冠村中央,[1270420],4259,14224,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1300030,苫前町旭,"[1300030, 1300031]",4418,14139,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1300100,羽幌町南３条,[1300100],4422,14142,['1921-01-01 00:00:00'],['2022-01-01 00:00:00']
1300101,羽幌町焼尻,[1300101],4426,14125,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1300120,羽幌町南町,[1300120],4422,14142,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1300200,初山別村有明,[1300200],4424,14151,['1994-07-15 12:00:00'],['2022-01-01 00:00:00']
1300220,初山別村初山別,[1300220],4432,14146,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1300320,遠別町本町,[1300320],4443,14148,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1300420,天塩町川口,[1300420],4453,14145,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1310000,留萌市大町,"[1310000, 1310001]",4357,14138,"['1943-01-01 00:00:00', '2008-11-04 12:00:00']","['2008-11-04 12:00:00', '2022-01-01 00:00:00']"
1310020,留萌市幸町,[1310020],4356,14138,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1310120,増毛町見晴町,[1310120],4351,14132,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1310121,増毛町岩尾,[1310121],4346,14122,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1310220,小平町鬼鹿,[1310220],4409,14140,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1310221,小平町達布,[1310221],4403,14151,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1350000,稚内市開運,"[1350000, 1350002]",4525,14141,"['1938-01-01 00:00:00', '2014-03-19 12:00:00']","['2014-03-19 12:00:00', '2022-01-01 00:00:00']"
1350001,稚内市恵北,[1350001],4519,14154,['1996-01-13 09:00:00'],['2022-01-01 00:00:00']
1350020,稚内市中央,[1350020],4525,14140,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1350021,稚内市宗谷岬,[1350021],4531,14157,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1350022,稚内市沼川,"[1350022, 1350023]",4515,14151,"['2006-06-20 12:00:00', '2012-03-27 12:00:00']","['2012-03-27 12:00:00', '2022-01-01 00:00:00']"
1350070,稚内公園,[1350070],4525,14140,['1994-07-15 12:00:00'],['1996-01-13 09:00:00']
1350120,猿払村鬼志別,[1350120],4520,14206,['2006-03-01 12:00:00'],['2013-12-12 12:00:00']
1350121,猿払村浅茅野,[1350121],4513,14214,['2006-06-20 12:00:00'],['2022-01-01 00:00:00']
1350122,猿払村浜鬼志別,[1350122],4520,14210,['2013-12-12 12:00:00'],['2022-01-01 00:00:00']
1350220,豊富町西６条,[1350220],4506,14146,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
1350330,幌延町宮園町,"[1350330, 1350331]",4501,14151,"['2002-07-29 12:00:00', '2011-05-12 13:00:00']","['2011-05-12 13:00:00', '2022-01-01 00:00:00']"
1360020,浜頓別町クッチャロ,[1360020],4508,14221,['2006-03-01 12:00:00'],['2022-01-01 00:00:00']
