code,address,lat,lon,from,to,latitude,longitude,date_b,date_e,duration,ge1_raw,rge1_ras,ge1_raw_py,rge1_ras_py,ge2_raw,rge2_ras,ge2_raw_py,rge2_ras_py,ge3_raw,rge3_ras,ge3_raw_py,rge3_ras_py,ge4_raw,rge4_ras,ge4_raw_py,rge4_ras_py,ge5_raw,rge5_ras,ge5_raw_py,rge5_ras_py,ge6_raw,rge6_ras,ge6_raw_py,rge6_ras_py,ge7_raw,rge7_ras,ge7_raw_py,rge7_ras_py,freq2,freq3,freq4,est7,est6,est5,slope,intmax,intercept,rvalue
1000000,石狩市花川,4310,14119,199604011200,,43.166666666666664,141.31666666666666,1996-04-01,2019-12-31,23.748605378618315,190.0,125.0,8.000469794789025,8.000469794789025,75.0,52.0,3.1580801821535625,3.1580801821535625,17.0,11.0,0.7158315079548074,0.7158315079548074,5.0,4.0,0.2105386788102375,0.2105386788102375,1.0,1.0,0.0421077357620475,0.0421077357620475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1580801821535625,0.7158315079548074,0.2105386788102375,0.002634207541116603,0.010872170623527494,0.04487273391412022,-0.6156662707217355,5.0,53.742007320208025,-0.9987686001362226
1000020,石狩市厚田＊,4324,14126,200603011200,,43.4,141.43333333333334,2006-03-01,2019-12-31,13.834644106312929,62.0,48.0,4.481503067484662,4.481503067484662,15.0,12.0,1.084234613101128,1.084234613101128,1.0,1.0,0.0722823075400752,0.0722823075400752,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084234613101128,0.0722823075400752,0.0722823075400752,0.0007922822205146746,0.003068495845549567,0.011884233307720121,-0.5880456295278407,4.0,10.356173478729797,-0.8660254037844386
1000021,石狩市浜益＊,4336,14123,200603011200,,43.6,141.38333333333333,2006-03-01,2019-12-31,13.834644106312929,49.0,39.0,3.541833069463685,3.541833069463685,9.0,8.0,0.6505407678606768,0.6505407678606768,1.0,1.0,0.0722823075400752,0.0722823075400752,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6505407678606768,0.0722823075400752,0.0722823075400752,0.0018562130692218921,0.005568639207665672,0.016705917622997005,-0.4771212547196624,4.0,4.059537982388272,-0.8660254037844387
1000022,石狩市花畔＊,4310,14118,200606201200,,43.166666666666664,141.3,2006-06-20,2019-12-31,13.530736428537205,97.0,57.0,7.168863314447592,7.168863314447592,48.0,31.0,3.5474787535410766,3.5474787535410766,12.0,8.0,0.8868696883852691,0.8868696883852691,2.0,2.0,0.14781161473087817,0.14781161473087817,1.0,1.0,0.07390580736543909,0.07390580736543909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5474787535410766,0.8868696883852691,0.14781161473087817,0.003948075494505255,0.015085959756146036,0.05764484039902517,-0.5821874962510405,5.0,46.956738293645095,-0.9872689686500243
1000120,当別町白樺＊,4313,14131,200603011200,,43.21666666666667,141.51666666666668,2006-03-01,2019-12-31,13.834644106312929,146.0,93.0,10.55321690085098,10.55321690085098,45.0,33.0,3.252703839303384,3.252703839303384,13.0,9.0,0.9396699980209776,0.9396699980209776,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.252703839303384,0.9396699980209776,0.0722823075400752,0.00029853294803400417,0.002002619895982337,0.013433982661530196,-0.8266062568876719,4.0,182.48873802139042,-0.980449780560714
1010000,札幌中央区北２条,4304,14120,187699999999,,43.06666666666667,141.33333333333334,1996-04-01,2019-12-31,23.748605378618315,162.0,109.0,6.821453193451695,6.821453193451695,38.0,26.0,1.600093958957805,1.600093958957805,7.0,6.0,0.2947541503343325,0.2947541503343325,3.0,2.0,0.1263232072861425,0.1263232072861425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.600093958957805,0.2947541503343325,0.1263232072861425,0.002434285444437293,0.008663685392679263,0.030834282296205728,-0.5513311709485739,4.0,17.607175735818398,-0.982061082873183
1010120,札幌北区太平＊,4308,14121,200603011200,,43.13333333333333,141.35,2006-03-01,2019-12-31,13.834644106312929,205.0,120.0,14.817873045715416,14.817873045715416,84.0,55.0,6.071713833366317,6.071713833366317,23.0,14.0,1.6624930734217296,1.6624930734217296,3.0,3.0,0.21684692262022562,0.21684692262022562,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.071713833366317,1.6624930734217296,0.21684692262022562,0.002949229361287947,0.013660072138637718,0.06326994206761123,-0.6657444439483575,5.0,134.87133507197842,-0.9936452437034453
1010900,江別市高砂町,4306,14132,199604011200,,43.1,141.53333333333333,1996-04-01,2019-12-31,23.748605378618315,271.0,176.0,11.411196391514872,11.411196391514872,81.0,57.0,3.4107265967258473,3.4107265967258473,19.0,13.0,0.8000469794789025,0.8000469794789025,5.0,4.0,0.2105386788102375,0.2105386788102375,1.0,1.0,0.0421077357620475,0.0421077357620475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4107265967258473,0.8000469794789025,0.2105386788102375,0.0024495173298703225,0.010461751060281915,0.04468155171333437,-0.6305238653252759,5.0,63.49617637218389,-0.9993394184467383
1010920,江別市緑町＊,4307,14133,200603011200,,43.11666666666667,141.55,2006-03-01,2019-12-31,13.834644106312929,326.0,173.0,23.564032258064515,23.564032258064515,106.0,70.0,7.661924599247971,7.661924599247971,26.0,16.0,1.8793399960419552,1.8793399960419552,4.0,4.0,0.2891292301603008,0.2891292301603008,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.661924599247971,1.8793399960419552,0.2891292301603008,0.002874259505613823,0.01404135668244697,0.06859495362148701,-0.6888830952437167,5.0,190.85680222563522,-0.9982003556418009
1020000,千歳市北栄,4250,14138,199604011200,,42.833333333333336,141.63333333333333,1996-04-01,2019-12-31,23.748605378618315,498.0,267.0,20.969652409499655,20.969652409499655,166.0,112.0,6.989884136499885,6.989884136499885,37.0,26.0,1.5579862231957575,1.5579862231957575,7.0,5.0,0.2947541503343325,0.2947541503343325,2.0,2.0,0.084215471524095,0.084215471524095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.989884136499885,1.5579862231957575,0.2947541503343325,0.0038891354101962057,0.01729365778101513,0.07689899371021827,-0.648033796118096,5.0,133.68714150377318,-0.998565271435625
1020001,新千歳空港,4247,14141,200707021200,,42.78333333333333,141.68333333333334,2007-07-02,2019-12-31,12.498545486902538,432.0,165.0,34.564021905805035,34.564021905805035,135.0,70.0,10.801256845564074,10.801256845564074,34.0,19.0,2.7203165388828037,2.7203165388828037,7.0,4.0,0.560065169769989,0.560065169769989,1.0,1.0,0.08000930996714128,0.08000930996714128,1.0,1.0,0.08000930996714128,0.08000930996714128,0.0,0.0,0.0,0.0,10.801256845564074,2.7203165388828037,0.560065169769989,0.011664838592428074,0.04426835450899206,0.16799951370144767,-0.5792146454032268,6.0,132.24560617132366,-0.9741248829200487
1020020,千歳市若草＊,4247,14136,200603011200,,42.78333333333333,141.6,2006-03-01,2019-12-31,13.834644106312929,477.0,207.0,34.47866069661587,34.47866069661587,179.0,97.0,12.938533049673461,12.938533049673461,52.0,34.0,3.7586799920839105,3.7586799920839105,12.0,8.0,0.8673876904809025,0.8673876904809025,2.0,2.0,0.1445646150801504,0.1445646150801504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.938533049673461,3.7586799920839105,0.8673876904809025,0.008394541710737008,0.03743054164770509,0.16689957550018283,-0.649229120353491,5.0,294.17166178348316,-0.9965441693147146
1020021,千歳市支笏湖温泉＊,4247,14124,200606201200,,42.78333333333333,141.4,2006-06-20,2019-12-31,13.530736428537205,434.0,176.0,32.07512039660057,32.07512039660057,137.0,73.0,10.125095609065156,10.125095609065156,34.0,18.0,2.5127974504249293,2.5127974504249293,6.0,4.0,0.44343484419263457,0.44343484419263457,2.0,2.0,0.14781161473087817,0.14781161473087817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.125095609065156,2.5127974504249293,0.44343484419263457,0.007317857779830245,0.030933132580008616,0.13075666677339925,-0.6260399381135888,5.0,176.46701180776958,-0.9966729567705865
