code,address,lat,lon,from,to,latitude,longitude,date_b,date_e,duration,ge1_raw,rge1_ras,ge1_raw_py,rge1_ras_py,ge2_raw,rge2_ras,ge2_raw_py,rge2_ras_py,ge3_raw,rge3_ras,ge3_raw_py,rge3_ras_py,ge4_raw,rge4_ras,ge4_raw_py,rge4_ras_py,ge5_raw,rge5_ras,ge5_raw_py,rge5_ras_py,ge6_raw,rge6_ras,ge6_raw_py,rge6_ras_py,ge7_raw,rge7_ras,ge7_raw_py,rge7_ras_py,freq2,freq3,freq4,est7,est6,est5,slope,intmax,intercept,rvalue
1020100,恵庭市漁平,4251,14127,199407151200,,42.85,141.45,1996-04-01,2019-12-31,23.748605378618315,130.0,92.0,5.474005649066175,5.474005649066175,48.0,37.0,2.02117131657828,2.02117131657828,11.0,9.0,0.4631850933825225,0.4631850933825225,3.0,3.0,0.1263232072861425,0.1263232072861425,1.0,1.0,0.0421077357620475,0.0421077357620475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.02117131657828,0.4631850933825225,0.1263232072861425,0.0028940256991563,0.010526933940511872,0.038291414696216206,-0.5607995142565324,5.0,24.383665005935942,-0.9978995387484162
1020130,恵庭市京町＊,4253,14135,200207291200,,42.88333333333333,141.58333333333334,2002-07-29,2019-12-31,17.424040192474862,481.0,223.0,27.605537790697674,27.605537790697674,151.0,88.0,8.66618753928347,8.66618753928347,29.0,20.0,1.6643671433060967,1.6643671433060967,7.0,4.0,0.40174379321181647,0.40174379321181647,1.0,1.0,0.057391970458830925,0.057391970458830925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.66618753928347,1.6643671433060967,0.40174379321181647,0.0023795158510137937,0.012356961175129194,0.06417040231885619,-0.7154230799764207,5.0,242.35398323329846,-0.998153291308887
1020220,北広島市共栄＊,4300,14133,200603011200,,43.0,141.55,2006-03-01,2019-12-31,13.834644106312929,177.0,111.0,12.79396843459331,12.79396843459331,69.0,43.0,4.987479220265189,4.987479220265189,22.0,15.0,1.5902107658816544,1.5902107658816544,3.0,3.0,0.21684692262022562,0.21684692262022562,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.987479220265189,1.5902107658816544,0.21684692262022562,0.003467234542556274,0.01507190300341207,0.06551684270449808,-0.638184869831431,5.0,101.68978040767269,-0.9930148972247216
1050120,長万部町平里＊,4230,14021,200603011200,,42.5,140.35,2006-03-01,2019-12-31,13.834644106312929,98.0,78.0,7.08366613892737,7.08366613892737,36.0,30.0,2.6021630714427073,2.6021630714427073,5.0,5.0,0.36141153770037604,0.36141153770037604,2.0,2.0,0.1445646150801504,0.1445646150801504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6021630714427073,0.36141153770037604,0.1445646150801504,0.001587039850138181,0.006733239840275936,0.028566717302487225,-0.627636252551653,4.0,39.26825474848924,-0.9783982899357541
1060000,函館市美原（旧）,4149,14045,187399999999,201903261200.0,41.81666666666667,140.75,1996-04-01,2019-03-26,22.981991416661533,237.0,167.0,10.312422265904218,10.312422265904218,65.0,51.0,2.8283014653323804,2.8283014653323804,15.0,13.0,0.6526849535382416,0.6526849535382416,3.0,2.0,0.13053699070764832,0.13053699070764832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8283014653323804,0.6526849535382416,0.13053699070764832,0.0013255723243207284,0.006170203377397127,0.028720733693615778,-0.6678960509615965,4.0,62.75896675991429,-0.999639430424693
1060001,函館市尾札部町,4153,14102,199407151200,,41.88333333333333,141.03333333333333,1996-04-01,2019-12-31,23.748605378618315,257.0,183.0,10.821688090846207,10.821688090846207,50.0,38.0,2.105386788102375,2.105386788102375,9.0,7.0,0.3789696218584275,0.3789696218584275,5.0,4.0,0.2105386788102375,0.2105386788102375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.105386788102375,0.3789696218584275,0.2105386788102375,0.005517674306400417,0.017448418195215098,0.055176743064004115,-0.4999999999999999,4.0,17.44841819521506,-0.9623148743662032
1060020,函館市大森町＊,4146,14044,200603011200,,41.766666666666666,140.73333333333332,2006-03-01,2019-12-31,13.834644106312929,98.0,70.0,7.08366613892737,7.08366613892737,65.0,46.0,4.698349990104888,4.698349990104888,14.0,11.0,1.0119523055610529,1.0119523055610529,2.0,2.0,0.1445646150801504,0.1445646150801504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.698349990104888,1.0119523055610529,0.1445646150801504,0.0008355178820036958,0.004763184781457476,0.027154331165120085,-0.7559416804894371,4.0,163.51120257596966,-0.9976896926619646
1060021,函館市泊町＊,4143,14100,200603011200,,41.71666666666667,141.0,2006-03-01,2019-12-31,13.834644106312929,883.0,279.0,63.8252775578864,63.8252775578864,268.0,133.0,19.371658420740154,19.371658420740154,60.0,40.0,4.336938452404512,4.336938452404512,13.0,12.0,0.9396699980209776,0.9396699980209776,2.0,2.0,0.1445646150801504,0.1445646150801504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.371658420740154,4.336938452404512,0.9396699980209776,0.006286574317884292,0.03183950324537828,0.1612569764789839,-0.7045522293171229,5.0,537.3777235491433,-0.9984843386230516
1060022,函館市新浜町＊,4150,14108,200603011200,,41.833333333333336,141.13333333333333,2006-03-01,2019-12-31,13.834644106312929,710.0,257.0,51.3204383534534,51.3204383534534,290.0,143.0,20.961869186621808,20.961869186621808,67.0,38.0,4.8429146051850385,4.8429146051850385,12.0,11.0,0.8673876904809025,0.8673876904809025,2.0,2.0,0.1445646150801504,0.1445646150801504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.961869186621808,4.8429146051850385,0.8673876904809025,0.005563574038943725,0.029407196820252154,0.15543663457550286,-0.7230997563358127,5.0,641.2866015712011,-0.998979648035319
1060023,函館市川汲町＊,4154,14058,200603011200,,41.9,140.96666666666667,2006-03-01,2019-12-31,13.834644106312929,370.0,189.0,26.744453789827826,26.744453789827826,100.0,60.0,7.22823075400752,7.22823075400752,16.0,10.0,1.1565169206412031,1.1565169206412031,4.0,3.0,0.2891292301603008,0.2891292301603008,1.0,1.0,0.0722823075400752,0.0722823075400752,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,7.22823075400752,1.1565169206412031,0.2891292301603008,0.011455973715564586,0.037970298104094344,0.12585080709071228,-0.5204119982655925,6.0,50.340322836284926,-0.9638945253034057
1060320,七飯町本町＊,4154,14042,200606201200,,41.9,140.7,2006-06-20,2019-12-31,13.530736428537205,168.0,112.0,12.416175637393767,12.416175637393767,38.0,28.0,2.8084206798866855,2.8084206798866855,4.0,4.0,0.29562322946175634,0.29562322946175634,2.0,2.0,0.14781161473087817,0.14781161473087817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8084206798866855,0.29562322946175634,0.14781161473087817,0.0013765623644444768,0.006000296236094881,0.026154684924445053,-0.6393768004764144,4.0,41.15603188337476,-0.9563601460289952
1060820,鹿部町宮浜＊,4203,14048,200603011200,,42.05,140.8,2006-03-01,2019-12-31,13.834644106312929,169.0,109.0,12.215709974272709,12.215709974272709,52.0,40.0,3.7586799920839105,3.7586799920839105,8.0,7.0,0.5782584603206016,0.5782584603206016,3.0,3.0,0.21684692262022562,0.21684692262022562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7586799920839105,0.5782584603206016,0.21684692262022562,0.0025902361436572043,0.010784013021678952,0.04489742649005822,-0.6194410444575684,4.0,56.159944553786495,-0.9841273481618481
1061020,渡島森町上台町＊,4206,14034,200603011200,,42.1,140.56666666666666,2006-03-01,2019-12-31,13.834644106312929,136.0,89.0,9.830393825450228,9.830393825450228,37.0,27.0,2.6744453789827825,2.6744453789827825,4.0,4.0,0.2891292301603008,0.2891292301603008,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6744453789827825,0.2891292301603008,0.0722823075400752,0.00027928597825186194,0.001698830283748109,0.01033358119531889,-0.7841008620334975,4.0,86.05085036269297,-0.9911358283976032
1070000,渡島松前町福山,4126,14007,199511251500,,41.43333333333333,140.11666666666667,1996-04-01,2019-12-31,23.748605378618315,115.0,84.0,4.842389612635462,4.842389612635462,35.0,29.0,1.4737707516716625,1.4737707516716625,7.0,6.0,0.2947541503343325,0.2947541503343325,1.0,1.0,0.0421077357620475,0.0421077357620475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4737707516716625,0.2947541503343325,0.0421077357620475,0.00021508716487203693,0.0012724728277036716,0.0075280507705212845,-0.7720340221751377,4.0,54.55727248779481,-0.9985105982152163
1070120,福島町福島＊,4129,14015,200603011200,,41.483333333333334,140.25,2006-03-01,2019-12-31,13.834644106312929,162.0,109.0,11.709733821492183,11.709733821492183,46.0,35.0,3.324986146843459,3.324986146843459,9.0,6.0,0.6505407678606768,0.6505407678606768,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.324986146843459,0.6505407678606768,0.0722823075400752,0.0002545949542306356,0.001726746991630846,0.011711367894609246,-0.831378915840787,4.0,168.07464517737995,-0.9963797895733814
1150000,小樽市勝納町,4311,14101,194399999999,,43.18333333333333,141.01666666666668,1996-04-01,2019-12-31,23.748605378618315,245.0,168.0,10.316395261701636,10.316395261701636,75.0,54.0,3.1580801821535625,3.1580801821535625,11.0,9.0,0.4631850933825225,0.4631850933825225,3.0,2.0,0.1263232072861425,0.1263232072861425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1580801821535625,0.4631850933825225,0.1263232072861425,0.0009113256752098627,0.004556628376049313,0.022783141880246587,-0.6989700043360189,4.0,71.1973183757706,-0.9938673490332969
1150020,小樽市花園町＊,4311,14100,200603011200,,43.18333333333333,141.0,2006-03-01,2019-12-31,13.834644106312929,64.0,44.0,4.626067682564813,4.626067682564813,17.0,14.0,1.2287992281812785,1.2287992281812785,3.0,3.0,0.21684692262022562,0.21684692262022562,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2287992281812785,0.21684692262022562,0.0722823075400752,0.0009275220106327638,0.003824271219924153,0.015767874180756977,-0.6152244606891369,4.0,18.78864450348735,-0.9917060811613408
1150400,余市町朝日町,4312,14047,199604011200,,43.2,140.78333333333333,1996-04-01,2019-12-31,23.748605378618315,112.0,83.0,4.71606640534932,4.71606640534932,25.0,19.0,1.0526933940511876,1.0526933940511876,6.0,5.0,0.252646414572285,0.252646414572285,2.0,2.0,0.084215471524095,0.084215471524095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0526933940511876,0.252646414572285,0.084215471524095,0.0018040515694379472,0.0063782854917990295,0.022550644617974354,-0.5484550065040282,4.0,12.457588851169989,-0.9971924666364627
1150420,余市町浜中町＊,4312,14047,200606201200,,43.2,140.78333333333333,2006-06-20,2019-12-31,13.530736428537205,108.0,70.0,7.981827195467422,7.981827195467422,38.0,25.0,2.8084206798866855,2.8084206798866855,5.0,5.0,0.36952903682719546,0.36952903682719546,1.0,1.0,0.07390580736543909,0.07390580736543909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8084206798866855,0.36952903682719546,0.07390580736543909,0.00029423606653755684,0.001813792928742627,0.011180970528427158,-0.7898917983084051,4.0,99.52644558596538,-0.9977990311989308
1150520,赤井川村赤井川＊,4305,14049,200603011200,,43.083333333333336,140.81666666666666,2006-03-01,2019-12-31,13.834644106312929,90.0,64.0,6.505407678606768,6.505407678606768,35.0,27.0,2.529880763902632,2.529880763902632,9.0,9.0,0.6505407678606768,0.6505407678606768,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.529880763902632,0.6505407678606768,0.0722823075400752,0.00040148202355619827,0.0023751996828387484,0.014051870824466928,-0.7720340221751377,4.0,101.83668640171115,-0.9908437790674394
1160020,ニセコ町中央通＊,4248,14041,200603011200,,42.8,140.68333333333334,2006-03-01,2019-12-31,13.834644106312929,73.0,55.0,5.27660845042549,5.27660845042549,29.0,23.0,2.096186918662181,2.096186918662181,7.0,6.0,0.5059761527805264,0.5059761527805264,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.096186918662181,0.5059761527805264,0.0722823075400752,0.0005051279022143587,0.0027201970021064423,0.014648709164216416,-0.731198998949478,4.0,66.34288468437408,-0.9959803063597112
1160320,喜茂別町喜茂別＊,4248,14056,200603011200,,42.8,140.93333333333334,2006-03-01,2019-12-31,13.834644106312929,96.0,61.0,6.93910152384722,6.93910152384722,28.0,16.0,2.0239046111221057,2.0239046111221057,3.0,3.0,0.21684692262022562,0.21684692262022562,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0239046111221057,0.21684692262022562,0.0722823075400752,0.00040377774151405856,0.0021365909779790405,0.011305776762393634,-0.7235790156711096,4.0,46.902445148595866,-0.9812075415744138
1160500,倶知安町南１条,4254,14045,194499999999,,42.9,140.75,1996-04-01,2019-12-31,23.748605378618315,140.0,99.0,5.89508300668665,5.89508300668665,55.0,43.0,2.3159254669126126,2.3159254669126126,10.0,8.0,0.421077357620475,0.421077357620475,2.0,2.0,0.084215471524095,0.084215471524095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3159254669126126,0.421077357620475,0.084215471524095,0.0005747699614420182,0.003014119106114028,0.015806173939655492,-0.7196663469151313,4.0,62.68425828496514,-0.9998621890310523
1160520,倶知安町北４条＊,4254,14046,200603011200,,42.9,140.76666666666668,2006-03-01,2019-12-31,13.834644106312929,76.0,51.0,5.493455373045715,5.493455373045715,34.0,27.0,2.457598456362557,2.457598456362557,7.0,7.0,0.5059761527805264,0.5059761527805264,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.457598456362557,0.5059761527805264,0.0722823075400752,0.0003874953483782866,0.00225946673587011,0.013174841844861722,-0.7657394585211275,4.0,88.8060805866386,-0.99821470388663
1200020,深川市１条＊,4343,14203,200603011200,,43.71666666666667,142.05,2006-03-01,2019-12-31,13.834644106312929,29.0,22.0,2.096186918662181,2.096186918662181,13.0,9.0,0.9396699980209776,0.9396699980209776,3.0,3.0,0.21684692262022562,0.21684692262022562,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9396699980209776,0.21684692262022562,0.0722823075400752,0.0014504413518187703,0.005229640666035881,0.018855737573644,-0.5569716761534184,4.0,11.48952054328082,-0.99659189983209
1200420,沼田町沼田＊,4348,14156,200603011200,,43.8,141.93333333333334,2006-03-01,2019-12-31,13.834644106312929,23.0,17.0,1.6624930734217296,1.6624930734217296,16.0,12.0,1.1565169206412031,1.1565169206412031,4.0,4.0,0.2891292301603008,0.2891292301603008,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1565169206412031,0.2891292301603008,0.0722823075400752,0.0011294110553136754,0.004517644221254702,0.018070576885018796,-0.6020599913279624,4.0,18.50427073025925,-1.0
1210000,芦別市旭町,4330,14213,199407151200,,43.5,142.21666666666667,1996-04-01,2019-12-31,23.748605378618315,95.0,73.0,4.000234897394512,4.000234897394512,26.0,20.0,1.094801129813235,1.094801129813235,6.0,5.0,0.252646414572285,0.252646414572285,1.0,1.0,0.0421077357620475,0.0421077357620475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.094801129813235,0.252646414572285,0.0421077357620475,0.0003353178908590131,0.0017097924687468839,0.008718265162334336,-0.707486673985409,4.0,30.05131243069522,-0.998341428371696
1210020,芦別市北２条＊,4331,14211,200603011200,,43.516666666666666,142.18333333333334,2006-03-01,2019-12-31,13.834644106312929,28.0,22.0,2.0239046111221057,2.0239046111221057,12.0,9.0,0.8673876904809025,0.8673876904809025,2.0,2.0,0.1445646150801504,0.1445646150801504,1.0,1.0,0.0722823075400752,0.0722823075400752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8673876904809025,0.1445646150801504,0.0722823075400752,0.0014479045415347423,0.005015688460895793,0.0173748544984169,-0.5395906230238124,4.0,8.667109660427927,-0.9689326770227593
1210200,滝川市大町,4333,14155,199604011200,,43.55,141.91666666666666,1996-04-01,2019-12-31,23.748605378618315,108.0,86.0,4.5476354623011295,4.5476354623011295,41.0,32.0,1.7264171662439474,1.7264171662439474,9.0,8.0,0.3789696218584275,0.3789696218584275,3.0,2.0,0.1263232072861425,0.1263232072861425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7264171662439474,0.3789696218584275,0.1263232072861425,0.002332128941713659,0.00862152038857643,0.03187242887008669,-0.5678313010000365,4.0,22.007548396336166,-0.9957736946719239
1210220,滝川市新町＊,4333,14155,200606201200,,43.55,141.91666666666666,2006-06-20,2019-12-31,13.530736428537205,55.0,41.0,4.06481940509915,4.06481940509915,22.0,17.0,1.62592776203966,1.62592776203966,7.0,7.0,0.5173406515580736,0.5173406515580736,1.0,1.0,0.07390580736543909,0.07390580736543909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62592776203966,0.5173406515580736,0.07390580736543909,0.0008184775613195789,0.0038390000526752023,0.018006506349030716,-0.6712113404111031,4.0,40.87767256088549,-0.988998554549554
1210730,浦臼町ウラウスナイ＊,4326,14149,200207291200,,43.43333333333333,141.81666666666666,2002-07-29,2019-12-31,17.424040192474862,73.0,59.0,4.189613843494658,4.189613843494658,29.0,22.0,1.6643671433060967,1.6643671433060967,8.0,7.0,0.4591357636706474,0.4591357636706474,2.0,2.0,0.11478394091766185,0.11478394091766185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6643671433060967,0.4591357636706474,0.11478394091766185,0.002113267422674807,0.00804708260155257,0.030642377628784724,-0.5806840011174874,4.0,24.53253719615819,-0.9997742257469879
