,code,address,lat,lon,from,to,latitude,longitude,date_b,date_e,duration
1194,3500550,東京台東区千束＊,3543,13948,199907211200,,35.71666666666667,139.8,1999-07-21,2019-12-31,20.446689528190173
1195,3500630,東京墨田区吾妻橋＊,3543,13948,199907211200,,35.71666666666667,139.8,1999-07-21,2019-12-31,20.446689528190173
1196,3500650,東京墨田区東向島＊,3543,13949,199907211200,,35.71666666666667,139.81666666666666,1999-07-21,2019-12-31,20.446689528190173
1197,3500731,東京江東区東陽＊,3540,13949,200606201200,,35.666666666666664,139.81666666666666,2006-06-20,2019-12-31,13.530736428537205
1198,3500750,東京江東区森下＊,3541,13948,199907211200,,35.68333333333333,139.8,1999-07-21,2019-12-31,20.446689528190173
1199,3500751,東京江東区枝川（旧）＊,3540,13948,199907211200,201203271200.0,35.666666666666664,139.8,1999-07-21,2012-03-27,12.684723163377756
1200,3500752,東京江東区亀戸＊,3542,13950,199907211200,,35.7,139.83333333333334,1999-07-21,2019-12-31,20.446689528190173
1201,3500831,東京品川区広町＊,3537,13944,200703191200,,35.61666666666667,139.73333333333332,2007-03-19,2019-12-31,12.78602572263633
1202,3500850,東京品川区北品川＊,3537,13944,199907211200,,35.61666666666667,139.73333333333332,1999-07-21,2019-12-31,20.446689528190173
1203,3500851,東京品川区平塚＊,3537,13943,199907211200,,35.61666666666667,139.71666666666667,1999-07-21,2019-12-31,20.446689528190173
1204,3500930,東京目黒区中央町＊,3538,13942,199907211200,,35.63333333333333,139.7,1999-07-21,2019-12-31,20.446689528190173
1205,3501030,東京大田区蒲田＊,3534,13943,200007181200,,35.56666666666667,139.71666666666667,2000-07-18,2019-12-31,19.452829284653347
1206,3501050,東京大田区大森東＊,3535,13944,199907211200,,35.583333333333336,139.73333333333332,1999-07-21,2019-12-31,20.446689528190173
1207,3501051,東京大田区多摩川（旧）＊,3534,13942,199907211200,201611221200.0,35.56666666666667,139.7,1999-07-21,2016-11-22,17.341902982265207
1208,3501052,東京大田区本羽田＊,3533,13944,199907211200,,35.55,139.73333333333332,1999-07-21,2019-12-31,20.446689528190173
1209,3501130,東京世田谷区世田谷＊,3539,13939,199907211200,,35.65,139.65,1999-07-21,2019-12-31,20.446689528190173
1210,3501150,東京世田谷区三軒茶屋＊,3538,13940,199907211200,,35.63333333333333,139.66666666666666,1999-07-21,2019-12-31,20.446689528190173
1211,3501151,東京世田谷区成城（旧）＊,3538,13936,199907211200,201611251200.0,35.63333333333333,139.6,1999-07-21,2016-11-25,17.350116703286172
1212,3501152,東京世田谷区中町＊,3537,13939,200003281200,,35.61666666666667,139.65,2000-03-28,2019-12-31,19.75947486943606
1213,3501330,東京中野区中野＊,3542,13940,200704021200,,35.7,139.66666666666666,2007-04-02,2019-12-31,12.74769502453849
1214,3501350,東京中野区中央（旧）＊,3542,13940,199907211200,201611301200.0,35.7,139.66666666666666,1999-07-21,2016-11-30,17.363806238321114
1215,3501351,東京中野区江古田＊,3544,13940,200003281200,,35.733333333333334,139.66666666666666,2000-03-28,2019-12-31,19.75947486943606
1216,3501400,東京杉並区阿佐谷（旧）,3542,13938,199604011200,200604031200.0,35.7,139.63333333333333,1996-04-01,2006-04-03,10.004312203536006
1217,3501401,東京杉並区阿佐谷,3542,13938,200604031200,,35.7,139.63333333333333,2006-04-03,2019-12-31,13.744293175082309
1218,3501450,東京杉並区桃井＊,3543,13936,199907211200,,35.71666666666667,139.6,1999-07-21,2019-12-31,20.446689528190173
1219,3501451,東京杉並区高井戸＊,3541,13937,199907211200,,35.68333333333333,139.61666666666667,1999-07-21,2019-12-31,20.446689528190173
1220,3501530,東京豊島区東池袋＊,3544,13943,199907211200,201505011200.0,35.733333333333334,139.71666666666667,1999-07-21,2015-05-01,15.778558081274769
1221,3501630,東京北区西ヶ原＊,3545,13945,199907211200,,35.75,139.75,1999-07-21,2019-12-31,20.446689528190173
1222,3501651,東京北区赤羽南（旧）＊,3547,13943,199907211200,201612261200.0,35.78333333333333,139.71666666666667,1999-07-21,2016-12-26,17.434991820502816
1223,3501730,東京荒川区荒川＊,3544,13947,199907211200,,35.733333333333334,139.78333333333333,1999-07-21,2019-12-31,20.446689528190173
1224,3501750,東京荒川区東尾久＊,3545,13946,199907211200,,35.75,139.76666666666668,1999-07-21,2019-12-31,20.446689528190173
1225,3501830,東京板橋区高島平（旧）＊,3547,13940,199907211200,201010201710.0,35.78333333333333,139.66666666666666,1999-07-21,2010-10-20,11.250059891715777
1226,3501850,東京板橋区板橋＊,3545,13943,199907211200,,35.75,139.71666666666667,1999-07-21,2019-12-31,20.446689528190173
1227,3501851,東京板橋区相生町＊,3547,13941,200003281200,,35.78333333333333,139.68333333333334,2000-03-28,2019-12-31,19.75947486943606
1228,3501930,東京練馬区豊玉北（旧）＊,3544,13939,199907211200,201002091200.0,35.733333333333334,139.65,1999-07-21,2010-02-09,10.557369418947685
1229,3501950,東京練馬区光が丘（旧）＊,3546,13938,199907211200,201612071200.0,35.766666666666666,139.63333333333333,1999-07-21,2016-12-07,17.382971587370033
1230,3501951,東京練馬区東大泉＊,3545,13935,200003281200,,35.75,139.58333333333334,2000-03-28,2019-12-31,19.75947486943606
1231,3502030,東京足立区中央本町＊,3546,13948,199907211200,,35.766666666666666,139.8,1999-07-21,2019-12-31,20.446689528190173
1232,3502050,東京足立区千住＊,3545,13948,199907211200,201007011200.0,35.75,139.8,1999-07-21,2010-07-01,10.946152213940053
1233,3502051,東京足立区伊興（旧）＊,3547,13947,199907211200,201612021200.0,35.78333333333333,139.78333333333333,1999-07-21,2016-12-02,17.36928205233509
1234,3502052,東京足立区神明南＊,3547,13950,200003281200,,35.78333333333333,139.83333333333334,2000-03-28,2019-12-31,19.75947486943606
1235,3502130,東京葛飾区立石＊,3545,13951,199907211200,,35.75,139.85,1999-07-21,2019-12-31,20.446689528190173
1236,3502150,東京葛飾区金町（旧）＊,3546,13952,199907211200,201007011200.0,35.766666666666666,139.86666666666667,1999-07-21,2010-07-01,10.946152213940053
