,code_prime,lon,lat,address,codes_ordered,gaps,distances,grand_date_b,grand_date_e,date_b_s,date_e_s,lats,lons,date_b_s_old,date_e_s_old,highest,highestplus1,duration,probability_not_occurr
0,1450000,14053,4228,胆振伊達市梅本,[1450000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4228],[14053],,,4.0,5.0,9040.0,0.004975334539826515
1,7790300,12842,2726,和泊町国頭,[7790300],[],[],1953-01-01,2023-12-31,['1953-01-01'],['2023-12-31'],[2726],[12842],,,4.0,5.0,24836.0,0.012919826159929983
2,2000200,14057,4056,平内町小湊,[2000200],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[4056],[14057],,,4.0,5.0,9040.0,0.016378174929777473
3,7520036,13159,3255,佐伯市米水津,"[7520036, 7520041]",[0],[0.0],2000-07-18,2023-12-31,"['2000-07-18', '2011-05-12']","['2011-05-12', '2023-12-31']","[3255, 3255]","[13159, 13159]",,,4.0,5.0,7471.0,0.017157705239230048
4,3016230,14000,3601,常総市水海道諏訪町,"[3016230, 3016234]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2012-03-27']","['2012-03-27', '2023-12-31']","[3601, 3601]","[14000, 14000]",,,4.0,5.0,8113.0,0.02659412963224588
5,3570001,13931,3404,三宅村阿古,"[3570001, 3570020]",[0],[3.59],1994-07-15,2023-12-31,"['1994-07-15', '2013-01-07']","['2013-01-07', '2023-12-31']","[3404, 3405]","[13931, 13929]","['1994-07-15', '2010-07-01']",,4.0,5.0,9666.0,0.0290885303294257
6,4210300,13807,3603,諏訪市湖岸通り,[4210300],[],[],1945-01-01,2023-12-31,['1945-01-01'],['2023-12-31'],[3603],[13807],,,4.0,5.0,27758.0,0.030305404300970173
7,5503530,13511,3355,日高川町土生,"[5503530, 5503533]",[0],[0.0],1997-11-10,2023-12-31,"['1997-11-10', '2010-03-31']","['2010-03-31', '2023-12-31']","[3355, 3355]","[13511, 13511]",,,4.0,5.0,8452.0,0.033994329059669814
8,3724332,13911,3750,阿賀野市姥ヶ橋,"[3724332, 3724335]",[0],[0.0],1997-11-10,2023-12-31,"['1997-11-10', '2010-11-24']","['2010-11-24', '2023-12-31']","[3750, 3750]","[13911, 13911]",,,4.0,5.0,8452.0,0.04311870198719376
9,7520030,13154,3258,佐伯市役所,"[7520030, 7520042, 7520043]","[0, 0]","[0.0, 0.0, 0.0]",2000-07-18,2023-12-31,"['2000-07-18', '2012-03-27', '2014-02-04']","['2012-03-27', '2014-02-04', '2023-12-31']","[3258, 3258, 3258]","[13154, 13154, 13154]",,,4.0,5.0,7471.0,0.04514542102299605
10,1670023,14548,4322,根室市珸瑤瑁,[1670023],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4322],[14548],,,4.0,5.0,5308.0,0.048375441344142366
11,7620131,13122,3132,日南市南郷町南町,"[7620131, 7620133]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[3132, 3132]","[13122, 13122]",,,4.0,5.0,8113.0,0.04928836698630495
12,1670022,14531,4312,根室市落石東,[1670022],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4312],[14531],,,4.0,5.0,5308.0,0.050297070444405886
13,3710830,13903,3742,田上町原ケ崎新田,[3710830],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3742],[13903],,,4.0,5.0,8452.0,0.052200285909856224
14,2002130,14038,4103,外ヶ浜町蟹田,[2002130],[],[],2002-03-02,2023-12-31,['2002-03-02'],['2023-12-31'],[4103],[14038],,,4.0,5.0,6879.0,0.05345197975222387
15,3710132,13902,3734,三条市荻堀,[3710132],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3734],[13902],,,4.0,5.0,8452.0,0.05400601071027731
16,5503431,13519,3346,みなべ町芝,[5503431],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3346],[13519],,,4.0,5.0,8452.0,0.05510409533996471
17,2021030,14113,4047,東北町塔ノ沢山,"[2021030, 2021032]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06']","['2011-01-06', '2023-12-31']","[4047, 4047]","[14113, 14113]",,,4.0,5.0,8113.0,0.055761376641384454
18,7770200,13040,3023,屋久島町小瀬田,[7770200],[],[],1937-10-28,2023-12-31,['1937-10-28'],['2023-12-31'],[3023],[13040],,,4.0,5.0,30380.0,0.05632133403776482
19,3710036,13849,3732,長岡市与板町与板,"[3710036, 3710046]",[0],[0.0],1997-11-10,2023-12-31,"['1997-11-10', '2010-09-08']","['2010-09-08', '2023-12-31']","[3732, 3732]","[13849, 13849]",,,5.0,6.0,8452.0,0.06457368071200849
20,3420730,14015,3517,大多喜町大多喜,[3420730],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3517],[14015],,,4.0,5.0,7659.0,0.06553281194443027
21,3420320,14006,3507,鴨川市横渚,[3420320],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[3507],[14006],,,4.0,5.0,5308.0,0.06711579242392571
22,4614300,13609,3446,伊賀市緑ケ丘本町,"[4614300, 4614301]",[0],[0.0],1937-01-13,2023-12-31,"['1937-01-13', '2010-03-31']","['2010-03-31', '2023-12-31']","[3446, 3446]","[13609, 13609]",,,4.0,5.0,30668.0,0.07389058620639272
23,5900000,13251,3448,広島三次市十日市中,[5900000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[3448],[13251],,,4.0,5.0,9040.0,0.07970523354046972
24,7620000,13125,3155,宮崎市和知川原宮崎市霧島,"[7620000, 7620001]",[60],[1.85],1922-01-01,2023-12-31,"['1922-01-01', '2000-07-18']","['2000-05-19', '2023-12-31']","[3155, 3156]","[13125, 13125]",,,5.0,6.0,36099.0,0.0872296763831515
25,5320000,13440,3450,姫路市神子岡前,[5320000],[],[],1949-01-01,2023-12-31,['1949-01-01'],['2023-12-31'],[3450],[13440],,,4.0,5.0,26297.0,0.08795183616602993
26,3724460,13927,3741,津川町津川阿賀野町津川,"[3724460, 3724430, 3724434]","[0, 0]","[1.47, 1.47, 0.0]",1997-11-10,2023-12-31,"['1997-11-10', '2004-03-01', '2010-10-08']","['2004-03-01', '2010-10-08', '2023-12-31']","[3741, 3741, 3741]","[13927, 13928, 13928]",,,4.0,5.0,8452.0,0.09217967437756384
27,3725260,13901,3751,新潟市大野町新潟西区寺尾上新潟西区寺尾東,"[3725260, 3725230, 3725231]","[0, 0]","[5.75, 4.77, 1.85]",1997-11-10,2023-12-31,"['1997-11-10', '2007-04-02', '2014-01-21']","['2007-04-02', '2014-01-21', '2023-12-31']","[3751, 3753, 3752]","[13901, 13858, 13858]",,,4.0,5.0,8452.0,0.10019434287848529
28,7020000,13056,3357,下関市竹崎,[7020000],[],[],1922-03-01,2023-12-31,['1922-03-01'],['2023-12-31'],[3357],[13056],,,4.0,5.0,36100.0,0.10055926147021936
29,7790330,12839,2724,和泊町和泊,"[7790330, 7790331, 7790332]","[0, 0]","[0.0, 0.0, 0.0]",1998-10-15,2023-12-31,"['1998-10-15', '2010-10-28', '2018-12-28']","['2010-10-28', '2018-12-28', '2023-12-31']","[2724, 2724, 2724]","[12839, 12839, 12839]",,,4.0,5.0,8113.0,0.10712739636106645
30,6101933,13412,3416,さぬき市寒川町,"[6101933, 6101937, 6101938]","[0, 0]","[0.0, 0.0, 0.0]",2000-07-18,2023-12-31,"['2000-07-18', '2011-05-12', '2019-07-17']","['2011-05-12', '2019-07-17', '2023-12-31']","[3416, 3416, 3416]","[13412, 13412, 13412]",,,4.0,5.0,7471.0,0.11183643636615169
31,7600031,13149,3243,延岡市北浦町古江,"[7600031, 7600034]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2010-10-05']","['2010-10-05', '2023-12-31']","[3243, 3243]","[13149, 13149]",,,4.0,5.0,8113.0,0.11494508616130654
32,7510630,13132,3322,日出町役場,[7510630],[],[],2000-07-18,2023-12-31,['2000-07-18'],['2023-12-31'],[3322],[13132],,,4.0,5.0,7471.0,0.11939509749586445
33,3725162,13901,3746,新潟市親和町新潟南区白根,"[3725162, 3725130]",[0],[0.0],1997-11-10,2023-12-31,"['1997-11-10', '2007-04-02']","['2007-04-02', '2023-12-31']","[3746, 3746]","[13901, 13901]",,,4.0,5.0,8452.0,0.12256634700551636
34,7520032,13150,3258,佐伯市弥生,"[7520032, 7520039]",[0],[0.0],2000-07-18,2023-12-31,"['2000-07-18', '2011-05-12']","['2011-05-12', '2023-12-31']","[3258, 3258]","[13150, 13150]",,,4.0,5.0,7471.0,0.12481327941705664
35,8070070,12345,2423,竹富町西表竹富町西表東祖納竹富町上原青年会館,"[8070070, 8070030, 8070020]","[0, 0]","[0.0, 6.49, 6.49]",1954-01-01,2023-12-31,"['1954-01-01', '2003-03-10', '2007-03-05']","['2003-03-10', '2007-03-05', '2023-12-31']","[2423, 2423, 2426]","[12345, 12345, 12347]","['1954-01-01', '2003-03-10', '2007-03-01']",,5.0,6.0,24471.0,0.12491450498033493
36,6220032,13231,3308,宇和島市津島町,[6220032],[],[],2001-03-22,2023-12-31,['2001-03-22'],['2023-12-31'],[3308],[13231],,,4.0,5.0,7224.0,0.12524125260167457
37,7712230,13057,3121,肝付町新富,"[7712230, 7712231]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-05-12']","['2011-05-12', '2023-12-31']","[3121, 3121]","[13057, 13057]",,,4.0,5.0,8113.0,0.1263954199057323
38,5010100,13606,3508,近江八幡市桜宮町,"[5010100, 5010110, 5010101]","[41, 0]","[0.0, 0.0, 0.0]",1996-04-01,2023-12-31,"['1996-04-01', '2009-10-01', '2010-03-15']","['2009-08-21', '2010-03-15', '2023-12-31']","[3508, 3508, 3508]","[13606, 13606, 13606]",,,4.0,5.0,8999.0,0.12757841684952828
39,7040160,13145,3404,周南市富田,"[7040160, 7040133, 7040136]","[0, 0]","[0.0, 0.0, 0.0]",1997-11-10,2023-12-31,"['1997-11-10', '2011-01-06', '2018-08-13']","['2011-01-06', '2018-08-13', '2023-12-31']","[3404, 3404, 3404]","[13145, 13145, 13145]",,,4.0,5.0,8452.0,0.12916247565678954
40,3420300,14006,3507,鴨川市八色,[3420300],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[3507],[14006],,,4.0,5.0,9040.0,0.13620979668837857
41,2030020,14112,4118,むつ市金谷,[2030020],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4118],[14112],,,4.0,5.0,5419.0,0.13762269458803184
42,3210032,13911,3626,前橋市鼻毛石町,"[3210032, 3210035]",[1324],[0.0],1998-06-15,2023-12-31,"['1998-06-15', '2011-05-12']","['2007-09-26', '2023-12-31']","[3626, 3626]","[13911, 13911]",,,4.0,5.0,6911.0,0.13863630744899064
43,1010000,14120,4304,札幌中央区北２条,[1010000],[],[],1919-01-01,2023-12-31,['1919-01-01'],['2023-12-31'],[4304],[14120],,,4.0,5.0,37255.0,0.1394300103112246
44,7630100,13059,3200,小林市真方,"[7630100, 7630110, 7630101]","[11, 0]","[0.0, 0.0, 0.0]",1996-04-01,2023-12-31,"['1996-04-01', '2009-09-01', '2010-03-30']","['2009-08-21', '2010-03-30', '2023-12-31']","[3200, 3200, 3200]","[13059, 13059, 13059]",,,4.0,5.0,9029.0,0.1394737687088663
45,3600040,13940,3531,横浜鶴見区下末吉横浜鶴見区馬場,"[3600040, 3600042]",[0],[1.51],1997-11-10,2023-12-31,"['1997-11-10', '2005-03-22']","['2005-03-22', '2023-12-31']","[3531, 3531]","[13940, 13939]",,,4.0,5.0,8452.0,0.13977435838530192
46,3422130,14019,3517,いすみ市国府台,"[3422130, 3422133]",[0],[0.0],2000-01-12,2023-12-31,"['2000-01-12', '2015-01-21']","['2015-01-21', '2023-12-31']","[3517, 3517]","[14019, 14019]",,,4.0,5.0,7659.0,0.13982868133785445
47,7790130,12854,2749,天城町平土野,"[7790130, 7790131]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-05-12']","['2011-05-12', '2023-12-31']","[2749, 2749]","[12854, 12854]",,,4.0,5.0,8113.0,0.13990090043169376
48,1250920,14204,4449,上川中川町中川,[1250920],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4449],[14204],,,4.0,5.0,5419.0,0.14007797520696322
49,5510034,13523,3344,田辺市中屋敷町,[5510034],[],[],2000-11-30,2023-12-31,['2000-11-30'],['2023-12-31'],[3344],[13523],,,4.0,5.0,7336.0,0.14054112820207013
50,7510030,13137,3314,大分市舞鶴町,"[7510030, 7510034]",[0],[0.0],2000-07-18,2023-12-31,"['2000-07-18', '2011-05-12']","['2011-05-12', '2023-12-31']","[3314, 3314]","[13137, 13137]",,,4.0,5.0,7471.0,0.14109510063344494
51,2500000,14028,3746,福島市松木町,[2500000],[],[],1919-01-01,2023-12-31,['1919-01-01'],['2023-12-31'],[3746],[14028],,,5.0,6.0,37255.0,0.14235552787157288
52,2400131,13957,3858,酒田市観音寺,"[2400131, 2400135]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2010-03-31']","['2010-03-31', '2023-12-31']","[3858, 3858]","[13957, 13957]",,,4.0,5.0,8113.0,0.14730468647968378
53,2333037,14036,3931,大仙市太田町太田,[2333037],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3931],[14036],,,4.0,5.0,8452.0,0.14810589049251216
54,4610030,13630,3443,津市西丸之内,[4610030],[],[],1999-07-21,2023-12-31,['1999-07-21'],['2023-12-31'],[3443],[13630],,,4.0,5.0,7834.0,0.14957261663422344
55,7520035,13158,3257,佐伯市鶴見,"[7520035, 7520044]",[0],[0.0],2000-07-18,2023-12-31,"['2000-07-18', '2018-03-28']","['2018-03-28', '2023-12-31']","[3257, 3257]","[13158, 13158]",,,5.0,6.0,7471.0,0.15105506110960917
56,2333100,14034,3936,仙北市角館町東勝楽丁仙北市各館町中菅沢,"[2333100, 2333101]",[0],[1.85],1996-04-01,2023-12-31,"['1996-04-01', '2020-11-27']","['2020-11-27', '2023-12-31']","[3936, 3935]","[14034, 14034]",,,4.0,5.0,9040.0,0.15224250404280282
57,2301831,14004,4006,三種町豊岡三種町森岳,"[2301831, 2301833, 2301835]","[0, 0]","[0.0, 1.42, 1.42]",1997-11-10,2023-12-31,"['1997-11-10', '2008-11-04', '2020-03-19']","['2008-11-04', '2020-03-19', '2023-12-31']","[4006, 4006, 4006]","[14004, 14004, 14005]",,,4.0,5.0,8452.0,0.1554761768033436
58,2120000,14110,3942,盛岡市山王町,[2120000],[],[],1923-09-01,2023-12-31,['1923-09-01'],['2023-12-31'],[3942],[14110],,,5.0,6.0,35551.0,0.1559718114207544
59,3700234,13823,3705,上越市牧区柳島,[3700234],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3705],[13823],,,5.0,6.0,8452.0,0.1571455197557963
60,5712331,13239,3458,島根美郷町都賀本郷,"[5712331, 5712332]",[0],[1.85],2000-11-30,2023-12-31,"['2000-11-30', '2011-08-02']","['2011-08-02', '2023-12-31']","[3458, 3457]","[13239, 13239]",,,4.0,5.0,7336.0,0.15849761242860325
61,3403130,14014,3526,長柄町桜谷,[3403130],[],[],2000-01-12,2023-12-31,['2000-01-12'],['2023-12-31'],[3526],[14014],,,4.0,5.0,7659.0,0.15857251446714585
62,3400000,14051,3544,銚子市川口町,[3400000],[],[],1919-01-01,2023-12-31,['1919-01-01'],['2023-12-31'],[3544],[14051],,,5.0,6.0,37255.0,0.16008166824441375
63,2020830,14115,4105,横浜町寺下,[2020830],[],[],2002-03-02,2023-12-31,['2002-03-02'],['2023-12-31'],[4105],[14115],,,4.0,5.0,6879.0,0.16048300225989956
64,1220100,14147,4313,岩見沢市５条,[1220100],[],[],1947-01-01,2023-12-31,['1947-01-01'],['2023-12-31'],[4313],[14147],,,4.0,5.0,27028.0,0.16099931126869707
65,2333033,14033,3933,大仙市北長野,[2333033],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3933],[14033],,,4.0,5.0,8452.0,0.1610808392825462
66,4610200,13633,3435,松坂市高町松坂市上川町,"[4610200, 4610201]",[222],[3.7],1996-04-01,2023-12-31,"['1996-04-01', '2010-03-31']","['2009-08-21', '2023-12-31']","[3435, 3433]","[13633, 13633]",,,4.0,5.0,8818.0,0.16112122926047384
67,3600300,13939,3526,横浜中区山手町,[3600300],[],[],1919-01-01,2023-12-31,['1919-01-01'],['2023-12-31'],[3526],[13939],,,5.0,6.0,37255.0,0.16327698513124783
68,3724820,13901,3755,新潟中央区関屋,[3724820],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[3755],[13901],,,4.0,5.0,5308.0,0.16553423424859193
69,4502300,13706,3438,田原市福江町,"[4502300, 4502302]",[41],[0.0],1946-03-13,2023-12-31,"['1946-03-13', '2009-10-01']","['2009-08-21', '2023-12-31']","[3438, 3438]","[13706, 13706]",,,4.0,5.0,27281.0,0.16589823139648546
70,5400330,13550,3436,天理市川原城町,"[5400330, 5400331]",[0],[0.0],1997-11-10,2023-12-31,"['1997-11-10', '2011-01-06']","['2011-01-06', '2023-12-31']","[3436, 3436]","[13550, 13550]",,,4.0,5.0,8452.0,0.1666575641661394
71,1061000,14034,4206,渡島森町御幸町,"[1061000, 1061001, 1061002, 1061003]","[0, 0, 0]","[3.95, 1.38, 1.38, 3.7, 3.7, 0.0]",1938-02-01,2023-12-31,"['1938-02-01', '2002-03-02', '2004-03-01', '2013-12-04']","['2002-03-02', '2004-03-01', '2013-12-04', '2023-12-31']","[4206, 4204, 4206, 4206]","[14034, 14035, 14035, 14035]",,,4.0,5.0,30284.0,0.16668465851802997
72,7530000,13056,3319,日田市三本松,"[7530000, 7530002]",[0],[0.0],1942-08-17,2023-12-31,"['1942-08-17', '2006-03-01']","['2006-03-01', '2023-12-31']","[3319, 3319]","[13056, 13056]",,,4.0,5.0,28626.0,0.16710125284783825
73,5700100,13245,3522,出雲市今市町,"[5700100, 5700101]",[1],[0.0],1996-04-01,2023-12-31,"['1996-04-01', '2010-11-25']","['2010-11-24', '2023-12-31']","[3522, 3522]","[13245, 13245]",,,4.0,5.0,9039.0,0.1697586639894564
74,6222933,13239,3258,愛南町一本松,[6222933],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3258],[13239],,,4.0,5.0,8235.0,0.16989283865400095
75,1650120,14508,4340,標津町北２条,[1650120],[],[],2006-03-01,2023-12-31,['2006-03-01'],['2023-12-31'],[4340],[14508],,,4.0,5.0,5419.0,0.1704751790231407
76,5510030,13531,3348,田辺市中辺路町栗栖川,[5510030],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3348],[13531],,,4.0,5.0,8452.0,0.17311452742846756
77,4621431,13614,3407,三重紀北町相賀,[4621431],[],[],1998-06-15,2023-12-31,['1998-06-15'],['2023-12-31'],[3407],[13614],,,4.0,5.0,8235.0,0.17481310847735676
78,3800000,13712,3643,富山市石坂,[3800000],[],[],1933-01-01,2023-12-31,['1933-01-01'],['2023-12-31'],[3643],[13712],,,4.0,5.0,32141.0,0.1774440473352178
79,1160500,14045,4254,倶知安町南１条,[1160500],[],[],1944-01-01,2023-12-31,['1944-01-01'],['2023-12-31'],[4254],[14045],,,4.0,5.0,28124.0,0.17958804294494088
80,7410430,13042,3307,山鹿市鹿北町,"[7410430, 7410435]",[0],[0.0],1998-10-15,2023-12-31,"['1998-10-15', '2011-05-12']","['2011-05-12', '2023-12-31']","[3307, 3307]","[13042, 13042]",,,4.0,5.0,8113.0,0.17959133617638987
81,3702232,13814,3656,妙高市関山,"[3702232, 3702234]",[19],[0.0],1997-11-10,2023-12-31,"['1997-11-10', '2018-07-31']","['2018-07-12', '2023-12-31']","[3656, 3656]","[13814, 13814]",,,4.0,5.0,8433.0,0.17959133617638992
82,3700239,13814,3659,上越市中郷区藤沢,[3700239],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3659],[13814],,,4.0,5.0,8452.0,0.180870143092828
83,5900134,13254,3455,庄原市口和町,[5900134],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3455],[13254],,,4.0,5.0,8113.0,0.1816159754554436
84,2100730,14153,4000,普代村銅屋,"[2100730, 2100731]",[0],[0.0],2002-03-02,2023-12-31,"['2002-03-02', '2011-05-12']","['2011-05-12', '2023-12-31']","[4000, 4000]","[14153, 14153]",,,5.0,6.0,6879.0,0.18204797433850872
85,2311361,14017,3918,東由利町老方由利本荘市東由利老方,"[2311361, 2311335]",[0],[0.0],1997-11-10,2023-12-31,"['1997-11-10', '2003-04-01']","['2003-04-01', '2023-12-31']","[3918, 3918]","[14017, 14017]",,,4.0,5.0,8452.0,0.1827890004353658
86,2120021,14120,3947,盛岡市薮川,[2120021],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[3947],[14120],,,5.0,6.0,5308.0,0.1830951391343911
87,3724300,13919,3749,阿賀野市畑江,[3724300],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[3749],[13919],,,4.0,5.0,9666.0,0.1841831765238486
88,5900020,13251,3449,広島三次市三次町,[5900020],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3449],[13251],,,4.0,5.0,5904.0,0.18425053795661317
89,1060001,14102,4153,函館市尾札部町,[1060001],[],[],1994-07-15,2023-12-31,['1994-07-15'],['2023-12-31'],[4153],[14102],,,4.0,5.0,9666.0,0.18525294222498034
90,2420000,14021,3815,山形市緑町,[2420000],[],[],1919-01-01,2023-12-31,['1919-01-01'],['2023-12-31'],[3815],[14021],,,4.0,5.0,37255.0,0.18666555419138
91,2132621,14050,3931,西和賀町沢内川舟,[2132621],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[3931],[14050],,,4.0,5.0,5308.0,0.18855071866176046
92,7040063,13122,3401,山口市阿知須,"[7040063, 7040034, 7040037, 7040038]","[0, 0, 0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1997-11-10,2023-12-31,"['1997-11-10', '2011-01-06', '2020-02-28', '2022-06-17']","['2011-01-06', '2020-02-28', '2022-06-17', '2023-12-31']","[3401, 3401, 3401, 3401]","[13122, 13122, 13122, 13122]",,,4.0,5.0,8452.0,0.18941263963607263
93,7040000,13127,3410,山口市周布山口市前町,"[7040000, 7040001]",[0],[1.54],1966-04-01,2023-12-31,"['1966-04-01', '2012-10-01']","['2012-10-01', '2023-12-31']","[3410, 3410]","[13127, 13128]",,,4.0,5.0,19998.0,0.1895227691951529
94,5511230,13549,3332,古座川町高池,"[5511230, 5511201]",[727],[0.0],1997-11-10,2023-12-31,"['1997-11-10', '2012-03-27']","['2010-03-31', '2023-12-31']","[3332, 3332]","[13549, 13549]",,,4.0,5.0,7725.0,0.19020495708331184
95,6101930,13415,3417,さぬき市津田町,"[6101930, 6101935]",[0],[0.0],2000-07-18,2023-12-31,"['2000-07-18', '2011-05-12']","['2011-05-12', '2023-12-31']","[3417, 3417]","[13415, 13415]",,,4.0,5.0,7471.0,0.19140560162251277
96,3725000,13907,3747,新潟秋葉区程島,[3725000],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[3747],[13907],,,4.0,5.0,9040.0,0.19147171457165843
97,3751020,13826,3815,佐渡市岩谷口,[3751020],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[3815],[13826],,,4.0,5.0,5308.0,0.19317835785025478
98,3702230,13815,3702,妙高市栄町,"[3702230, 3702233]",[0],[0.0],1997-11-10,2023-12-31,"['1997-11-10', '2008-04-01']","['2008-04-01', '2023-12-31']","[3702, 3702]","[13815, 13815]",,,4.0,5.0,8452.0,0.19365623023845066
99,1520001,14245,4217,浦河町野深,[1520001],[],[],2007-07-02,2023-12-31,['2007-07-02'],['2023-12-31'],[4217],[14245],,,4.0,5.0,4931.0,0.19863839946509862
100,3710034,13843,3718,長岡市小国町法坂,[3710034],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3718],[13843],,,6.0,7.0,8452.0,0.19939138603997958
101,3724432,13928,3738,阿賀町豊川,[3724432],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3738],[13928],,,4.0,5.0,8452.0,0.20631162009138873
102,6112434,13340,3413,三豊市詫間町,"[6112434, 6112440]",[0],[0.0],2000-07-18,2023-12-31,"['2000-07-18', '2011-05-12']","['2011-05-12', '2023-12-31']","[3413, 3413]","[13340, 13340]",,,4.0,5.0,7471.0,0.20727476269463277
103,1520222,14314,4156,えりも町えりも岬,[1520222],[],[],2006-06-20,2023-12-31,['2006-06-20'],['2023-12-31'],[4156],[14314],,,4.0,5.0,5308.0,0.20783899541848805
104,6101920,13411,3415,さぬき市長尾総合公園,[6101920],[],[],2004-11-01,2023-12-31,['2004-11-01'],['2023-12-31'],[3415],[13411],,,4.0,5.0,5904.0,0.20800123081801994
105,3710300,13848,3719,小千谷市城内,[3710300],[],[],1996-04-01,2023-12-31,['1996-04-01'],['2023-12-31'],[3719],[13848],,,6.0,7.0,9040.0,0.21242432505037837
106,2002033,14024,4053,つがる市稲垣町,"[2002033, 2002037, 2002038]","[0, 0]","[0.0, 0.0, 0.0]",1998-10-15,2023-12-31,"['1998-10-15', '2011-01-06', '2019-10-29']","['2011-01-06', '2019-10-29', '2023-12-31']","[4053, 4053, 4053]","[14024, 14024, 14024]",,,4.0,5.0,8113.0,0.21526532748606225
107,3710133,13855,3735,三条市新堀,[3710133],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3735],[13855],,,5.0,6.0,8452.0,0.2163341471174071
108,2333035,14022,3927,大仙市南外,[2333035],[],[],1997-11-10,2023-12-31,['1997-11-10'],['2023-12-31'],[3927],[14022],,,4.0,5.0,8452.0,0.21654568901909022
109,2311333,14006,3919,由利本荘市前郷,"[2311333, 2311340]",[0],[1.44],1997-11-10,2023-12-31,"['1997-11-10', '2016-10-13']","['2016-10-13', '2023-12-31']","[3919, 3919]","[14006, 14007]","['1997-11-10', '2016-09-18']",,4.0,5.0,8452.0,0.22025974089098002
110,7000031,13124,3424,萩市江向,"[7000031, 7000038]",[0],[0.0],2002-03-20,2023-12-31,"['2002-03-20', '2011-01-06']","['2011-01-06', '2023-12-31']","[3424, 3424]","[13124, 13124]",,,4.0,5.0,6861.0,0.2227170689101657
111,3710630,13855,3732,見附市昭和町,"[3710630, 3710631]",[0],[0.0],1997-11-10,2023-12-31,"['1997-11-10', '2011-05-12']","['2011-05-12', '2023-12-31']","[3732, 3732]","[13855, 13855]",,,5.0,6.0,8452.0,0.22282568413522585
112,3611230,13908,3509,真鶴町真鶴真鶴町岩,"[3611230, 3611231]",[0],[0.0],2002-03-20,2023-12-31,"['2002-03-20', '2010-03-31']","['2010-03-31', '2023-12-31']","[3509, 3509]","[13908, 13908]",,,4.0,5.0,6861.0,0.2278660697562355
113,2030330,14054,4132,大間町大間,"[2030330, 2030331]",[0],[1.85],2002-03-02,2023-12-31,"['2002-03-02', '2018-09-20']","['2018-09-20', '2023-12-31']","[4132, 4131]","[14054, 14054]",,,4.0,5.0,6879.0,0.23144211128069206
114,2430530,13945,3804,山形小国町小国小坂町,[2430530],[],[],1998-10-15,2023-12-31,['1998-10-15'],['2023-12-31'],[3804],[13945],,,4.0,5.0,8113.0,0.23285914866523189
